Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2010-07-01,2010,3,Senegal,Africa Sub-Saharan,Male,3
2010-07-01,2010,3,Sierra Leone,Africa Sub-Saharan,Female,6
2010-07-01,2010,3,Sierra Leone,Africa Sub-Saharan,Male,7
2010-07-01,2010,3,Somalia,Africa Sub-Saharan,Female,41
2010-07-01,2010,3,Somalia,Africa Sub-Saharan,Male,54
2010-07-01,2010,3,South Africa,Africa Sub-Saharan,Female,15
2010-07-01,2010,3,South Africa,Africa Sub-Saharan,Male,5
2010-07-01,2010,3,Sri Lanka,Asia South,Female,78
2010-07-01,2010,3,Sri Lanka,Asia South,Male,258
2010-07-01,2010,3,St. Lucia,America Central and South,Female,1
2010-07-01,2010,3,St. Vincent and the Grenadines,America Central and South,Female,1
2010-07-01,2010,3,St. Vincent and the Grenadines,America Central and South,Male,1
2010-07-01,2010,3,Stateless,Other,Female,2
2010-07-01,2010,3,Stateless,Other,Male,6
2010-07-01,2010,3,Sudan,Africa North,Female,5
2010-07-01,2010,3,Sudan,Africa North,Male,30
2010-07-01,2010,3,Syria,Middle East,Male,22
2010-07-01,2010,3,Tanzania,Africa Sub-Saharan,Female,5
2010-07-01,2010,3,Tanzania,Africa Sub-Saharan,Male,3
2010-07-01,2010,3,Togo,Africa Sub-Saharan,Female,3
2010-07-01,2010,3,Togo,Africa Sub-Saharan,Male,2
2010-07-01,2010,3,Trinidad and Tobago,America Central and South,Male,1
2010-07-01,2010,3,Tunisia,Africa North,Female,3
2010-07-01,2010,3,Tunisia,Africa North,Male,3
2010-07-01,2010,3,Turkey,Europe Other,Female,7
2010-07-01,2010,3,Turkey,Europe Other,Male,23
2010-07-01,2010,3,Uganda,Africa Sub-Saharan,Female,19
2010-07-01,2010,3,Uganda,Africa Sub-Saharan,Male,17
2010-07-01,2010,3,Ukraine,Europe Other,Female,2
2010-07-01,2010,3,Ukraine,Europe Other,Male,2
2010-07-01,2010,3,United States,America North,Female,2
2010-07-01,2010,3,Uzbekistan,Asia Central,Male,4
2010-07-01,2010,3,Venezuela,America Central and South,Female,1
2010-07-01,2010,3,Vietnam,Asia South East,Female,11
2010-07-01,2010,3,Vietnam,Asia South East,Male,25
2010-07-01,2010,3,Western Sahara,Africa North,Male,1
2010-07-01,2010,3,Yemen,Middle East,Male,9
2010-07-01,2010,3,Zambia,Africa Sub-Saharan,Female,3
2010-07-01,2010,3,Zambia,Africa Sub-Saharan,Male,1
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Female,203
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,136
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Unknown Sex,1
2010-10-01,2010,4,Afghanistan,Asia Central,Female,9
2010-10-01,2010,4,Afghanistan,Asia Central,Male,336
2010-10-01,2010,4,Albania,Europe Other,Female,10
2010-10-01,2010,4,Albania,Europe Other,Male,16
2010-10-01,2010,4,Algeria,Africa North,Female,2
2010-10-01,2010,4,Algeria,Africa North,Male,22
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Female,8
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Male,5
2010-10-01,2010,4,Armenia,Europe Other,Female,1
2010-10-01,2010,4,Armenia,Europe Other,Male,4
2010-10-01,2010,4,Azerbaijan,Europe Other,Male,2
2010-10-01,2010,4,Bangladesh,Asia South,Female,10
2010-10-01,2010,4,Bangladesh,Asia South,Male,56
2010-10-01,2010,4,Belarus,Europe Other,Female,1
2010-10-01,2010,4,Belarus,Europe Other,Male,2
2010-10-01,2010,4,Bhutan,Asia South,Female,1
2010-10-01,2010,4,Bhutan,Asia South,Male,1
2010-10-01,2010,4,Bosnia and Herzegovina,Europe Other,Female,2
2010-10-01,2010,4,Botswana,Africa Sub-Saharan,Female,4
2010-10-01,2010,4,Botswana,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Brazil,America Central and South,Female,1
2010-10-01,2010,4,Brazil,America Central and South,Male,1
2010-10-01,2010,4,Burkina,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Burma,Asia South East,Female,13
2010-10-01,2010,4,Burma,Asia South East,Male,27
2010-10-01,2010,4,Burundi,Africa Sub-Saharan,Female,3
2010-10-01,2010,4,Burundi,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Female,9
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Male,7
2010-10-01,2010,4,Chad,Africa Sub-Saharan,Male,2
2010-10-01,2010,4,Chile,America Central and South,Male,1
2010-10-01,2010,4,China,Asia East,Female,107
2010-10-01,2010,4,China,Asia East,Male,80
2010-10-01,2010,4,Colombia,America Central and South,Male,5
2010-10-01,2010,4,Congo,Africa Sub-Saharan,Female,2
2010-10-01,2010,4,Congo,Africa Sub-Saharan,Male,3
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,22
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,27
2010-10-01,2010,4,Croatia,EU Other,Male,1
2010-10-01,2010,4,Cuba,America Central and South,Female,1
2010-10-01,2010,4,Cuba,America Central and South,Male,1
2010-10-01,2010,4,Egypt,Africa North,Female,3
2010-10-01,2010,4,Egypt,Africa North,Male,14
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Female,32
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Male,41
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Female,15
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Male,8
2010-10-01,2010,4,"Gambia, The",Africa Sub-Saharan,Female,26
2010-10-01,2010,4,"Gambia, The",Africa Sub-Saharan,Male,11
2010-10-01,2010,4,Georgia,Europe Other,Female,3
2010-10-01,2010,4,Georgia,Europe Other,Male,5
2010-10-01,2010,4,Ghana,Africa Sub-Saharan,Female,9
2010-10-01,2010,4,Ghana,Africa Sub-Saharan,Male,12
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Female,8
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Male,11
2010-10-01,2010,4,India,Asia South,Female,14
2010-10-01,2010,4,India,Asia South,Male,22
2010-10-01,2010,4,Iran,Middle East,Female,59
2010-10-01,2010,4,Iran,Middle East,Male,361
2010-10-01,2010,4,Iran,Middle East,Unknown Sex,1
2010-10-01,2010,4,Iraq,Middle East,Female,25
2010-10-01,2010,4,Iraq,Middle East,Male,113
2010-10-01,2010,4,Israel,Middle East,Female,1
2010-10-01,2010,4,Israel,Middle East,Male,1
2010-10-01,2010,4,Ivory Coast,Africa Sub-Saharan,Female,7
2010-10-01,2010,4,Ivory Coast,Africa Sub-Saharan,Male,13
2010-10-01,2010,4,Jamaica,America Central and South,Female,7
2010-10-01,2010,4,Jamaica,America Central and South,Male,18
2010-10-01,2010,4,Jordan,Middle East,Male,1
2010-10-01,2010,4,Kazakhstan,Asia Central,Male,1
2010-10-01,2010,4,Kenya,Africa Sub-Saharan,Female,12
2010-10-01,2010,4,Kenya,Africa Sub-Saharan,Male,5
2010-10-01,2010,4,Korea (North),Asia East,Female,1
2010-10-01,2010,4,Korea (North),Asia East,Male,3
2010-10-01,2010,4,Korea (South),Asia East,Female,1
2010-10-01,2010,4,Kosovo,Europe Other,Male,3
2010-10-01,2010,4,Kuwait,Middle East,Female,3
2010-10-01,2010,4,Kuwait,Middle East,Male,7
2010-10-01,2010,4,Kyrgyzstan,Asia Central,Female,2
2010-10-01,2010,4,Kyrgyzstan,Asia Central,Male,2
2010-10-01,2010,4,Lebanon,Middle East,Female,3
2010-10-01,2010,4,Lebanon,Middle East,Male,10
2010-10-01,2010,4,Liberia,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Libya,Africa North,Male,18
2010-10-01,2010,4,Malawi,Africa Sub-Saharan,Female,15
2010-10-01,2010,4,Malawi,Africa Sub-Saharan,Male,8
2010-10-01,2010,4,Malaysia,Asia South East,Female,5
2010-10-01,2010,4,Malaysia,Asia South East,Male,2
2010-10-01,2010,4,Mali,Africa Sub-Saharan,Female,1
2010-10-01,2010,4,Mauritania,Africa North,Male,1
2010-10-01,2010,4,Mauritius,Africa Sub-Saharan,Female,1
2010-10-01,2010,4,Mauritius,Africa Sub-Saharan,Male,5
2010-10-01,2010,4,Moldova,Europe Other,Male,1
2010-10-01,2010,4,Mongolia,Asia East,Female,2
2010-10-01,2010,4,Mongolia,Asia East,Male,2
2010-10-01,2010,4,Morocco,Africa North,Female,1
2010-10-01,2010,4,Morocco,Africa North,Male,2
2010-10-01,2010,4,Namibia,Africa Sub-Saharan,Female,1
2010-10-01,2010,4,Nepal,Asia South,Female,1
2010-10-01,2010,4,Nepal,Asia South,Male,6
2010-10-01,2010,4,Niger,Africa Sub-Saharan,Male,2
2010-10-01,2010,4,Nigeria,Africa Sub-Saharan,Female,56
2010-10-01,2010,4,Nigeria,Africa Sub-Saharan,Male,60
2010-10-01,2010,4,Occupied Palestinian Territories,Middle East,Female,1
2010-10-01,2010,4,Occupied Palestinian Territories,Middle East,Male,34
2010-10-01,2010,4,Other and unknown,Other,Male,1
2010-10-01,2010,4,Pakistan,Asia South,Female,85
2010-10-01,2010,4,Pakistan,Asia South,Male,164
2010-10-01,2010,4,Philippines,Asia South East,Female,3
2010-10-01,2010,4,Philippines,Asia South East,Male,1
2010-10-01,2010,4,Poland,EU 8,Male,1
2010-10-01,2010,4,Refugee,Other,Male,4
2010-10-01,2010,4,Russia,Europe Other,Female,5
2010-10-01,2010,4,Russia,Europe Other,Male,7
2010-10-01,2010,4,Rwanda,Africa Sub-Saharan,Female,2
2010-10-01,2010,4,Rwanda,Africa Sub-Saharan,Male,3
2010-10-01,2010,4,Senegal,Africa Sub-Saharan,Female,5
2010-10-01,2010,4,Senegal,Africa Sub-Saharan,Male,6
2010-10-01,2010,4,Sierra Leone,Africa Sub-Saharan,Female,8
2010-10-01,2010,4,Sierra Leone,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Female,32
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,47
2010-10-01,2010,4,South Africa,Africa Sub-Saharan,Female,10
2010-10-01,2010,4,South Africa,Africa Sub-Saharan,Male,4
2010-10-01,2010,4,Sri Lanka,Asia South,Female,73
2010-10-01,2010,4,Sri Lanka,Asia South,Male,281
2010-10-01,2010,4,Stateless,Other,Female,6
2010-10-01,2010,4,Stateless,Other,Male,23
2010-10-01,2010,4,Sudan,Africa North,Female,3
2010-10-01,2010,4,Sudan,Africa North,Male,44
2010-10-01,2010,4,Syria,Middle East,Female,5
2010-10-01,2010,4,Syria,Middle East,Male,22
2010-10-01,2010,4,Taiwan,Asia East,Female,1
2010-10-01,2010,4,Tanzania,Africa Sub-Saharan,Female,4
2010-10-01,2010,4,Tanzania,Africa Sub-Saharan,Male,1
2010-10-01,2010,4,Togo,Africa Sub-Saharan,Female,1
2010-10-01,2010,4,Togo,Africa Sub-Saharan,Male,5
2010-10-01,2010,4,Trinidad and Tobago,America Central and South,Female,8
2010-10-01,2010,4,Trinidad and Tobago,America Central and South,Male,2
2010-10-01,2010,4,Tunisia,Africa North,Female,2
2010-10-01,2010,4,Tunisia,Africa North,Male,2
2010-10-01,2010,4,Turkey,Europe Other,Female,4
2010-10-01,2010,4,Turkey,Europe Other,Male,20
2010-10-01,2010,4,Turkmenistan,Asia Central,Female,1
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Female,18
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Male,20
2010-10-01,2010,4,Ukraine,Europe Other,Female,1
2010-10-01,2010,4,Ukraine,Europe Other,Male,1
2010-10-01,2010,4,Uzbekistan,Asia Central,Male,1
2010-10-01,2010,4,Vietnam,Asia South East,Female,13
2010-10-01,2010,4,Vietnam,Asia South East,Male,19
2010-10-01,2010,4,Western Sahara,Africa North,Male,5
2010-10-01,2010,4,Yemen,Middle East,Female,2
2010-10-01,2010,4,Yemen,Middle East,Male,3
2010-10-01,2010,4,Zambia,Africa Sub-Saharan,Female,3
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Female,159
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,140
2011-01-01,2011,1,Afghanistan,Asia Central,Female,11
2011-01-01,2011,1,Afghanistan,Asia Central,Male,324
2011-01-01,2011,1,Albania,Europe Other,Female,9
2011-01-01,2011,1,Albania,Europe Other,Male,14
2011-01-01,2011,1,Algeria,Africa North,Female,1
2011-01-01,2011,1,Algeria,Africa North,Male,36
2011-01-01,2011,1,Angola,Africa Sub-Saharan,Female,3
2011-01-01,2011,1,Angola,Africa Sub-Saharan,Male,6
2011-01-01,2011,1,Antigua and Barbuda,America Central and South,Female,1
2011-01-01,2011,1,Bahrain,Middle East,Male,2
2011-01-01,2011,1,Bangladesh,Asia South,Female,6
2011-01-01,2011,1,Bangladesh,Asia South,Male,44
2011-01-01,2011,1,Belarus,Europe Other,Female,1
2011-01-01,2011,1,Belarus,Europe Other,Male,1
2011-01-01,2011,1,Belize,America Central and South,Female,1
2011-01-01,2011,1,Benin,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Bhutan,Asia South,Male,2
2011-01-01,2011,1,Botswana,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Burkina,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Burma,Asia South East,Female,17
2011-01-01,2011,1,Burma,Asia South East,Male,24
2011-01-01,2011,1,Burundi,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Female,4
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Male,9
2011-01-01,2011,1,Canada,America North,Male,1
2011-01-01,2011,1,Chad,Africa Sub-Saharan,Female,1
2011-01-01,2011,1,China,Asia East,Female,109
2011-01-01,2011,1,China,Asia East,Male,66
2011-01-01,2011,1,Colombia,America Central and South,Male,4
2011-01-01,2011,1,Congo,Africa Sub-Saharan,Male,2
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,28
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,19
2011-01-01,2011,1,Croatia,EU Other,Male,1
2011-01-01,2011,1,Cuba,America Central and South,Female,2
2011-01-01,2011,1,Ecuador,America Central and South,Female,1
2011-01-01,2011,1,Egypt,Africa North,Female,10
2011-01-01,2011,1,Egypt,Africa North,Male,13
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Female,27
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Male,28
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Female,11
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Male,10
2011-01-01,2011,1,"Gambia, The",Africa Sub-Saharan,Female,21
2011-01-01,2011,1,"Gambia, The",Africa Sub-Saharan,Male,14
2011-01-01,2011,1,Georgia,Europe Other,Female,4
2011-01-01,2011,1,Georgia,Europe Other,Male,5
2011-01-01,2011,1,Ghana,Africa Sub-Saharan,Female,6
2011-01-01,2011,1,Ghana,Africa Sub-Saharan,Male,7
2011-01-01,2011,1,Grenada,America Central and South,Female,1
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Male,9
2011-01-01,2011,1,Haiti,America Central and South,Male,1
2011-01-01,2011,1,India,Asia South,Female,11
2011-01-01,2011,1,India,Asia South,Male,24
2011-01-01,2011,1,Iran,Middle East,Female,41
2011-01-01,2011,1,Iran,Middle East,Male,300
2011-01-01,2011,1,Iraq,Middle East,Female,13
2011-01-01,2011,1,Iraq,Middle East,Male,88
2011-01-01,2011,1,Israel,Middle East,Male,1
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Female,6
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Male,11
2011-01-01,2011,1,Jamaica,America Central and South,Female,8
2011-01-01,2011,1,Jamaica,America Central and South,Male,16
2011-01-01,2011,1,Jordan,Middle East,Male,1
2011-01-01,2011,1,Kenya,Africa Sub-Saharan,Female,13
2011-01-01,2011,1,Kenya,Africa Sub-Saharan,Male,5
2011-01-01,2011,1,Korea (North),Asia East,Female,3
2011-01-01,2011,1,Kosovo,Europe Other,Male,1
2011-01-01,2011,1,Kuwait,Middle East,Male,6
2011-01-01,2011,1,Kyrgyzstan,Asia Central,Male,2
2011-01-01,2011,1,Latvia,EU 8,Female,1
2011-01-01,2011,1,Lebanon,Middle East,Male,7
2011-01-01,2011,1,Liberia,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Libya,Africa North,Female,2
2011-01-01,2011,1,Libya,Africa North,Male,21
2011-01-01,2011,1,Madagascar,Africa Sub-Saharan,Female,1
2011-01-01,2011,1,Malawi,Africa Sub-Saharan,Female,15
2011-01-01,2011,1,Malawi,Africa Sub-Saharan,Male,7
2011-01-01,2011,1,Malaysia,Asia South East,Female,2
2011-01-01,2011,1,Malaysia,Asia South East,Male,7
2011-01-01,2011,1,Mali,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Mauritius,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Mauritius,Africa Sub-Saharan,Male,2
2011-01-01,2011,1,Mongolia,Asia East,Female,4
2011-01-01,2011,1,Mongolia,Asia East,Male,1
2011-01-01,2011,1,Morocco,Africa North,Female,1
2011-01-01,2011,1,Morocco,Africa North,Male,8
2011-01-01,2011,1,Mozambique,Africa Sub-Saharan,Female,1
2011-01-01,2011,1,Namibia,Africa Sub-Saharan,Female,3
2011-01-01,2011,1,Nepal,Asia South,Female,1
2011-01-01,2011,1,Nepal,Asia South,Male,3
2011-01-01,2011,1,Niger,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Nigeria,Africa Sub-Saharan,Female,59
2011-01-01,2011,1,Nigeria,Africa Sub-Saharan,Male,40
2011-01-01,2011,1,Occupied Palestinian Territories,Middle East,Male,32
2011-01-01,2011,1,Oman,Middle East,Female,1
2011-01-01,2011,1,Other and unknown,Other,Male,1
2011-01-01,2011,1,Pakistan,Asia South,Female,99
2011-01-01,2011,1,Pakistan,Asia South,Male,199
2011-01-01,2011,1,Philippines,Asia South East,Female,1
2011-01-01,2011,1,Refugee,Other,Male,18
2011-01-01,2011,1,Russia,Europe Other,Female,3
2011-01-01,2011,1,Russia,Europe Other,Male,7
2011-01-01,2011,1,Rwanda,Africa Sub-Saharan,Female,3
2011-01-01,2011,1,Senegal,Africa Sub-Saharan,Female,4
2011-01-01,2011,1,Serbia,Europe Other,Female,1
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Female,6
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Male,9
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Female,31
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,37
2011-01-01,2011,1,South Africa,Africa Sub-Saharan,Female,13
2011-01-01,2011,1,South Africa,Africa Sub-Saharan,Male,10
2011-01-01,2011,1,Sri Lanka,Asia South,Female,73
2011-01-01,2011,1,Sri Lanka,Asia South,Male,298
2011-01-01,2011,1,St. Vincent and the Grenadines,America Central and South,Female,1
2011-01-01,2011,1,Stateless,Other,Female,4
2011-01-01,2011,1,Stateless,Other,Male,11
2011-01-01,2011,1,Sudan,Africa North,Female,2
2011-01-01,2011,1,Sudan,Africa North,Male,25
2011-01-01,2011,1,Swaziland,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Syria,Middle East,Female,2
2011-01-01,2011,1,Syria,Middle East,Male,25
2011-01-01,2011,1,Tanzania,Africa Sub-Saharan,Male,4
2011-01-01,2011,1,Thailand,Asia South East,Female,1
2011-01-01,2011,1,Togo,Africa Sub-Saharan,Female,2
2011-01-01,2011,1,Trinidad and Tobago,America Central and South,Female,2
2011-01-01,2011,1,Trinidad and Tobago,America Central and South,Male,4
2011-01-01,2011,1,Tunisia,Africa North,Male,4
2011-01-01,2011,1,Turkey,Europe Other,Female,7
2011-01-01,2011,1,Turkey,Europe Other,Male,29
2011-01-01,2011,1,Turkmenistan,Asia Central,Male,1
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Female,22
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Male,19
2011-01-01,2011,1,Ukraine,Europe Other,Female,2
2011-01-01,2011,1,Ukraine,Europe Other,Male,1
2011-01-01,2011,1,United Arab Emirates,Middle East,Male,1
2011-01-01,2011,1,Uzbekistan,Asia Central,Male,1
2011-01-01,2011,1,Venezuela,America Central and South,Male,1
2011-01-01,2011,1,Vietnam,Asia South East,Female,7
2011-01-01,2011,1,Vietnam,Asia South East,Male,7
2011-01-01,2011,1,Western Sahara,Africa North,Male,1
2011-01-01,2011,1,Yemen,Middle East,Female,2
2011-01-01,2011,1,Yemen,Middle East,Male,3
2011-01-01,2011,1,Zambia,Africa Sub-Saharan,Male,1
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Female,110
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,64
2011-04-01,2011,2,Afghanistan,Asia Central,Female,13
2011-04-01,2011,2,Afghanistan,Asia Central,Male,249
2011-04-01,2011,2,Albania,Europe Other,Female,8
2011-04-01,2011,2,Albania,Europe Other,Male,17
2011-04-01,2011,2,Algeria,Africa North,Female,8
2011-04-01,2011,2,Algeria,Africa North,Male,30
2011-04-01,2011,2,Angola,Africa Sub-Saharan,Female,1
2011-04-01,2011,2,Angola,Africa Sub-Saharan,Male,2
2011-04-01,2011,2,Argentina,America Central and South,Male,1
2011-04-01,2011,2,Armenia,Europe Other,Female,3
2011-04-01,2011,2,Armenia,Europe Other,Male,2
2011-04-01,2011,2,Azerbaijan,Europe Other,Female,3
2011-04-01,2011,2,Bahrain,Middle East,Male,3
2011-04-01,2011,2,Bangladesh,Asia South,Female,11
2011-04-01,2011,2,Bangladesh,Asia South,Male,64
2011-04-01,2011,2,Belarus,Europe Other,Female,1
2011-04-01,2011,2,Belarus,Europe Other,Male,3
2011-04-01,2011,2,Bolivia,America Central and South,Female,1
2011-04-01,2011,2,Bolivia,America Central and South,Male,1
2011-04-01,2011,2,Botswana,Africa Sub-Saharan,Female,5
2011-04-01,2011,2,Brazil,America Central and South,Male,1
2011-04-01,2011,2,Burma,Asia South East,Female,7
2011-04-01,2011,2,Burma,Asia South East,Male,16
2011-04-01,2011,2,Burundi,Africa Sub-Saharan,Female,1
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Female,3
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Male,6
2011-04-01,2011,2,China,Asia East,Female,64
2011-04-01,2011,2,China,Asia East,Male,55
2011-04-01,2011,2,China,Asia East,Unknown Sex,1
2011-04-01,2011,2,Colombia,America Central and South,Male,3
2011-04-01,2011,2,Congo,Africa Sub-Saharan,Female,1
2011-04-01,2011,2,Congo,Africa Sub-Saharan,Male,3
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,14
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,13
2011-04-01,2011,2,Djibouti,Africa Sub-Saharan,Male,1
2011-04-01,2011,2,Dominica,America Central and South,Male,1
2011-04-01,2011,2,Egypt,Africa North,Female,2
2011-04-01,2011,2,Egypt,Africa North,Male,11
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Female,20
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Male,34
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Female,11
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Male,5
2011-04-01,2011,2,Fiji,Oceania,Male,1
2011-04-01,2011,2,"Gambia, The",Africa Sub-Saharan,Female,25
2011-04-01,2011,2,"Gambia, The",Africa Sub-Saharan,Male,15
2011-04-01,2011,2,Georgia,Europe Other,Female,1
2011-04-01,2011,2,Georgia,Europe Other,Male,4
2011-04-01,2011,2,Ghana,Africa Sub-Saharan,Female,9
2011-04-01,2011,2,Ghana,Africa Sub-Saharan,Male,6
2011-04-01,2011,2,Ghana,Africa Sub-Saharan,Unknown Sex,1
2011-04-01,2011,2,Grenada,America Central and South,Male,1
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Male,6
2011-04-01,2011,2,Honduras,America Central and South,Male,1
2011-04-01,2011,2,India,Asia South,Female,7
2011-04-01,2011,2,India,Asia South,Male,24
2011-04-01,2011,2,Iran,Middle East,Female,49
2011-04-01,2011,2,Iran,Middle East,Male,233
2011-04-01,2011,2,Iraq,Middle East,Female,14
2011-04-01,2011,2,Iraq,Middle East,Male,37
2011-04-01,2011,2,Israel,Middle East,Male,1
2011-04-01,2011,2,Ivory Coast,Africa Sub-Saharan,Female,16
2011-04-01,2011,2,Ivory Coast,Africa Sub-Saharan,Male,33
2011-04-01,2011,2,Jamaica,America Central and South,Female,3
2011-04-01,2011,2,Jamaica,America Central and South,Male,6
2011-04-01,2011,2,Jordan,Middle East,Female,1
2011-04-01,2011,2,Jordan,Middle East,Male,1
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Female,17
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Male,1
2011-04-01,2011,2,Korea (North),Asia East,Female,3
2011-04-01,2011,2,Korea (North),Asia East,Male,3
2011-04-01,2011,2,Korea (South),Asia East,Male,1
2011-04-01,2011,2,Kosovo,Europe Other,Male,6
2011-04-01,2011,2,Kuwait,Middle East,Female,2
