Date,Year,Quarter,Nationality,Region,Raised or resolved,Raised type / Resolved outcome,Age disputes
2010-10-01,2010,4,Turkey,Europe Other,Resolved,18+,1
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Resolved,Less than 18,3
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Resolved,18+,1
2010-10-01,2010,4,Vietnam,Asia South East,Raised,Existing asylum application,1
2010-10-01,2010,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,1
2010-10-01,2010,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,1
2010-10-01,2010,4,Vietnam,Asia South East,Resolved,Less than 18,7
2010-10-01,2010,4,Vietnam,Asia South East,Resolved,18+,6
2011-01-01,2011,1,Afghanistan,Asia Central,Raised,Existing asylum application,8
2011-01-01,2011,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,19
2011-01-01,2011,1,Afghanistan,Asia Central,Resolved,Less than 18,39
2011-01-01,2011,1,Afghanistan,Asia Central,Resolved,18+,24
2011-01-01,2011,1,Albania,Europe Other,Raised,Asylum application raised in quarter,4
2011-01-01,2011,1,Albania,Europe Other,Resolved,Less than 18,2
2011-01-01,2011,1,Albania,Europe Other,Resolved,18+,5
2011-01-01,2011,1,Algeria,Africa North,Raised,Asylum application raised in quarter,2
2011-01-01,2011,1,Algeria,Africa North,Resolved,Less than 18,5
2011-01-01,2011,1,Algeria,Africa North,Resolved,18+,1
2011-01-01,2011,1,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Angola,Africa Sub-Saharan,Resolved,Less than 18,2
2011-01-01,2011,1,Bangladesh,Asia South,Raised,Existing asylum application,1
2011-01-01,2011,1,Bangladesh,Asia South,Resolved,Less than 18,1
2011-01-01,2011,1,Bangladesh,Asia South,Resolved,18+,2
2011-01-01,2011,1,British overseas citizens,Other,Resolved,Less than 18,1
2011-01-01,2011,1,Burundi,Africa Sub-Saharan,Resolved,Less than 18,2
2011-01-01,2011,1,China,Asia East,Resolved,Less than 18,18
2011-01-01,2011,1,China,Asia East,Resolved,18+,11
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,6
2011-01-01,2011,1,Egypt,Africa North,Resolved,18+,1
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,8
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,3
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Resolved,18+,2
2011-01-01,2011,1,Ghana,Africa Sub-Saharan,Resolved,Less than 18,1
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Resolved,Less than 18,4
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Resolved,18+,2
2011-01-01,2011,1,India,Asia South,Resolved,Less than 18,3
2011-01-01,2011,1,Iran,Middle East,Raised,Asylum application raised in quarter,14
2011-01-01,2011,1,Iran,Middle East,Resolved,Less than 18,43
2011-01-01,2011,1,Iran,Middle East,Resolved,18+,21
2011-01-01,2011,1,Iraq,Middle East,Raised,Existing asylum application,1
2011-01-01,2011,1,Iraq,Middle East,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Iraq,Middle East,Resolved,Less than 18,20
2011-01-01,2011,1,Iraq,Middle East,Resolved,18+,11
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Resolved,Less than 18,3
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Resolved,18+,3
2011-01-01,2011,1,Kosovo,Europe Other,Resolved,Less than 18,5
2011-01-01,2011,1,Lebanon,Middle East,Resolved,Less than 18,1
2011-01-01,2011,1,Liberia,Africa Sub-Saharan,Resolved,Less than 18,2
2011-01-01,2011,1,Libya,Africa North,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Libya,Africa North,Resolved,18+,1
2011-01-01,2011,1,Macedonia,Europe Other,Resolved,18+,2
2011-01-01,2011,1,Mali,Africa Sub-Saharan,Raised,Existing asylum application,1
2011-01-01,2011,1,Mali,Africa Sub-Saharan,Resolved,Less than 18,1
2011-01-01,2011,1,Moldova,Europe Other,Resolved,18+,1
2011-01-01,2011,1,Morocco,Africa North,Raised,Asylum application raised in quarter,2
2011-01-01,2011,1,Morocco,Africa North,Resolved,Less than 18,1
2011-01-01,2011,1,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2011-01-01,2011,1,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,3
2011-01-01,2011,1,Nigeria,Africa Sub-Saharan,Resolved,18+,3
2011-01-01,2011,1,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Occupied Palestinian Territories,Middle East,Resolved,18+,2
2011-01-01,2011,1,Other and unknown,Other,Resolved,Less than 18,1
2011-01-01,2011,1,Pakistan,Asia South,Resolved,Less than 18,5
2011-01-01,2011,1,Refugee,Other,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Refugee,Other,Resolved,18+,1
2011-01-01,2011,1,Romania,EU 2,Resolved,Less than 18,1
2011-01-01,2011,1,Russia,Europe Other,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Russia,Europe Other,Resolved,Less than 18,1
2011-01-01,2011,1,Serbia,Europe Other,Resolved,Less than 18,1
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,3
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Resolved,18+,3
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Resolved,Less than 18,11
2011-01-01,2011,1,Sri Lanka,Asia South,Resolved,Less than 18,4
2011-01-01,2011,1,Sudan,Africa North,Resolved,Less than 18,1
2011-01-01,2011,1,Syria,Middle East,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Syria,Middle East,Resolved,Less than 18,3
2011-01-01,2011,1,Syria,Middle East,Resolved,18+,3
2011-01-01,2011,1,Tunisia,Africa North,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Tunisia,Africa North,Resolved,Less than 18,1
2011-01-01,2011,1,Turkey,Europe Other,Raised,Asylum application raised in quarter,1
2011-01-01,2011,1,Turkey,Europe Other,Resolved,Less than 18,3
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Resolved,Less than 18,3
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Resolved,18+,1
2011-01-01,2011,1,Vietnam,Asia South East,Raised,Existing asylum application,1
2011-01-01,2011,1,Vietnam,Asia South East,Raised,Asylum application raised in quarter,4
2011-01-01,2011,1,Vietnam,Asia South East,Resolved,Less than 18,9
2011-01-01,2011,1,Vietnam,Asia South East,Resolved,18+,10
2011-04-01,2011,2,Afghanistan,Asia Central,Raised,Existing asylum application,4
2011-04-01,2011,2,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,27
2011-04-01,2011,2,Afghanistan,Asia Central,Resolved,Less than 18,19
2011-04-01,2011,2,Afghanistan,Asia Central,Resolved,18+,23
2011-04-01,2011,2,Albania,Europe Other,Raised,Asylum application raised in quarter,3
2011-04-01,2011,2,Albania,Europe Other,Resolved,Less than 18,2
2011-04-01,2011,2,Albania,Europe Other,Resolved,18+,2
2011-04-01,2011,2,Algeria,Africa North,Raised,Asylum application raised in quarter,4
2011-04-01,2011,2,Algeria,Africa North,Resolved,Less than 18,1
2011-04-01,2011,2,Algeria,Africa North,Resolved,18+,2
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2011-04-01,2011,2,China,Asia East,Resolved,Less than 18,3
2011-04-01,2011,2,China,Asia East,Resolved,18+,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,15
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,7
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Resolved,18+,8
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Resolved,Less than 18,2
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,India,Asia South,Resolved,Less than 18,2
2011-04-01,2011,2,Iran,Middle East,Raised,Existing asylum application,1
2011-04-01,2011,2,Iran,Middle East,Raised,Asylum application raised in quarter,16
2011-04-01,2011,2,Iran,Middle East,Resolved,Less than 18,10
2011-04-01,2011,2,Iran,Middle East,Resolved,18+,10
2011-04-01,2011,2,Iraq,Middle East,Raised,Asylum application raised in quarter,5
2011-04-01,2011,2,Iraq,Middle East,Resolved,Less than 18,10
2011-04-01,2011,2,Iraq,Middle East,Resolved,18+,4
2011-04-01,2011,2,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Ivory Coast,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Kosovo,Europe Other,Resolved,Less than 18,1
2011-04-01,2011,2,Libya,Africa North,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Libya,Africa North,Resolved,18+,1
2011-04-01,2011,2,Malawi,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Malawi,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,3
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,Resolved,18+,2
2011-04-01,2011,2,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,4
2011-04-01,2011,2,Occupied Palestinian Territories,Middle East,Resolved,Less than 18,1
2011-04-01,2011,2,Occupied Palestinian Territories,Middle East,Resolved,18+,2
2011-04-01,2011,2,Pakistan,Asia South,Raised,Asylum application raised in quarter,4
2011-04-01,2011,2,Pakistan,Asia South,Resolved,Less than 18,1
2011-04-01,2011,2,Pakistan,Asia South,Resolved,18+,3
2011-04-01,2011,2,Rwanda,Africa Sub-Saharan,Resolved,Less than 18,1
2011-04-01,2011,2,Rwanda,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2011-04-01,2011,2,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Somalia,Africa Sub-Saharan,Resolved,Less than 18,3
2011-04-01,2011,2,Somalia,Africa Sub-Saharan,Resolved,18+,2
2011-04-01,2011,2,South Africa,Africa Sub-Saharan,Resolved,Less than 18,1
2011-04-01,2011,2,Sri Lanka,Asia South,Resolved,Less than 18,1
2011-04-01,2011,2,Sri Lanka,Asia South,Resolved,18+,1
2011-04-01,2011,2,Tanzania,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Tanzania,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Togo,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Togo,Africa Sub-Saharan,Resolved,Less than 18,1
2011-04-01,2011,2,Turkey,Europe Other,Resolved,Less than 18,1
2011-04-01,2011,2,Turkey,Europe Other,Resolved,18+,1
2011-04-01,2011,2,Uganda,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-04-01,2011,2,Uganda,Africa Sub-Saharan,Resolved,Less than 18,2
2011-04-01,2011,2,Uganda,Africa Sub-Saharan,Resolved,18+,1
2011-04-01,2011,2,Vietnam,Asia South East,Raised,Asylum application raised in quarter,3
2011-04-01,2011,2,Vietnam,Asia South East,Resolved,Less than 18,2
2011-04-01,2011,2,Vietnam,Asia South East,Resolved,18+,5
2011-04-01,2011,2,Western Sahara,Africa North,Raised,Asylum application raised in quarter,1
2011-04-01,2011,2,Western Sahara,Africa North,Resolved,Less than 18,1
2011-07-01,2011,3,Afghanistan,Asia Central,Raised,Existing asylum application,5
2011-07-01,2011,3,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,36
2011-07-01,2011,3,Afghanistan,Asia Central,Resolved,Less than 18,28
2011-07-01,2011,3,Afghanistan,Asia Central,Resolved,18+,16
2011-07-01,2011,3,Albania,Europe Other,Raised,Asylum application raised in quarter,10
2011-07-01,2011,3,Albania,Europe Other,Resolved,Less than 18,8
2011-07-01,2011,3,Albania,Europe Other,Resolved,18+,5
2011-07-01,2011,3,Algeria,Africa North,Raised,Asylum application raised in quarter,8
2011-07-01,2011,3,Algeria,Africa North,Resolved,Less than 18,2
2011-07-01,2011,3,Algeria,Africa North,Resolved,18+,4
2011-07-01,2011,3,Cameroon,Africa Sub-Saharan,Raised,Existing asylum application,1
2011-07-01,2011,3,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2011-07-01,2011,3,China,Asia East,Resolved,Less than 18,5
2011-07-01,2011,3,China,Asia East,Resolved,18+,7
2011-07-01,2011,3,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-07-01,2011,3,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,2
2011-07-01,2011,3,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Egypt,Africa North,Resolved,18+,1
2011-07-01,2011,3,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,2
2011-07-01,2011,3,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,19
2011-07-01,2011,3,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,9
2011-07-01,2011,3,Eritrea,Africa Sub-Saharan,Resolved,18+,7
2011-07-01,2011,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,1
2011-07-01,2011,3,Guinea,Africa Sub-Saharan,Resolved,Less than 18,2
2011-07-01,2011,3,Iran,Middle East,Raised,Asylum application raised in quarter,14
2011-07-01,2011,3,Iran,Middle East,Resolved,Less than 18,5
2011-07-01,2011,3,Iran,Middle East,Resolved,18+,8
2011-07-01,2011,3,Iraq,Middle East,Resolved,Less than 18,3
2011-07-01,2011,3,Iraq,Middle East,Resolved,18+,3
2011-07-01,2011,3,Kosovo,Europe Other,Resolved,Less than 18,1
2011-07-01,2011,3,Kosovo,Europe Other,Resolved,18+,1
2011-07-01,2011,3,Liberia,Africa Sub-Saharan,Resolved,Less than 18,2
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Raised,Existing asylum application,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,2
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Resolved,Less than 18,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Resolved,18+,2
2011-07-01,2011,3,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Pakistan,Asia South,Resolved,Less than 18,3
2011-07-01,2011,3,Pakistan,Asia South,Resolved,18+,1
2011-07-01,2011,3,Rwanda,Africa Sub-Saharan,Resolved,Less than 18,1
2011-07-01,2011,3,Senegal,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Resolved,Less than 18,4
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Resolved,18+,2
2011-07-01,2011,3,Sri Lanka,Asia South,Raised,Asylum application raised in quarter,3
2011-07-01,2011,3,Sri Lanka,Asia South,Resolved,Less than 18,2
2011-07-01,2011,3,Sri Lanka,Asia South,Resolved,18+,1
2011-07-01,2011,3,Sudan,Africa North,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Sudan,Africa North,Resolved,Less than 18,1
2011-07-01,2011,3,Sudan,Africa North,Resolved,18+,1
2011-07-01,2011,3,Syria,Middle East,Raised,Asylum application raised in quarter,1
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,Raised,Existing asylum application,1
2011-07-01,2011,3,Turkey,Europe Other,Resolved,Less than 18,1
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Raised,Existing asylum application,1
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Resolved,Less than 18,1
2011-07-01,2011,3,Vietnam,Asia South East,Raised,Existing asylum application,1
2011-07-01,2011,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,7
2011-07-01,2011,3,Vietnam,Asia South East,Resolved,Less than 18,3
2011-07-01,2011,3,Vietnam,Asia South East,Resolved,18+,7
2011-10-01,2011,4,Afghanistan,Asia Central,Raised,Existing asylum application,1
2011-10-01,2011,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,21
2011-10-01,2011,4,Afghanistan,Asia Central,Resolved,Less than 18,23
2011-10-01,2011,4,Afghanistan,Asia Central,Resolved,18+,20
2011-10-01,2011,4,Albania,Europe Other,Raised,Asylum application raised in quarter,9
2011-10-01,2011,4,Albania,Europe Other,Resolved,Less than 18,4
2011-10-01,2011,4,Albania,Europe Other,Resolved,18+,3
2011-10-01,2011,4,Algeria,Africa North,Raised,Asylum application raised in quarter,3
2011-10-01,2011,4,Algeria,Africa North,Resolved,Less than 18,2
2011-10-01,2011,4,Algeria,Africa North,Resolved,18+,2
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Bangladesh,Asia South,Resolved,Less than 18,1
2011-10-01,2011,4,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Chad,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,China,Asia East,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,China,Asia East,Resolved,Less than 18,4
2011-10-01,2011,4,China,Asia East,Resolved,18+,5
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,1
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,4
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,1
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Resolved,Less than 18,2
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Iran,Middle East,Raised,Asylum application raised in quarter,5
2011-10-01,2011,4,Iran,Middle East,Resolved,Less than 18,11
2011-10-01,2011,4,Iran,Middle East,Resolved,18+,7
2011-10-01,2011,4,Iraq,Middle East,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Iraq,Middle East,Resolved,Less than 18,7
2011-10-01,2011,4,Iraq,Middle East,Resolved,18+,2
2011-10-01,2011,4,Kenya,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Kenya,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Kosovo,Europe Other,Resolved,18+,1
2011-10-01,2011,4,Libya,Africa North,Raised,Asylum application raised in quarter,2
2011-10-01,2011,4,Libya,Africa North,Resolved,Less than 18,3
2011-10-01,2011,4,Morocco,Africa North,Raised,Existing asylum application,1
2011-10-01,2011,4,Morocco,Africa North,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Morocco,Africa North,Resolved,18+,1
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Raised,Existing asylum application,1
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,3
2011-10-01,2011,4,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,3
2011-10-01,2011,4,Occupied Palestinian Territories,Middle East,Resolved,18+,3
2011-10-01,2011,4,Pakistan,Asia South,Resolved,Less than 18,1
2011-10-01,2011,4,Rwanda,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,2
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,5
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,South Africa,Africa Sub-Saharan,Resolved,18+,1
2011-10-01,2011,4,Sri Lanka,Asia South,Resolved,Less than 18,1
2011-10-01,2011,4,Sri Lanka,Asia South,Resolved,18+,1
2011-10-01,2011,4,Sudan,Africa North,Raised,Asylum application raised in quarter,1
2011-10-01,2011,4,Sudan,Africa North,Resolved,Less than 18,1
2011-10-01,2011,4,Turkey,Europe Other,Raised,Asylum application raised in quarter,3
