Year,Nationality,Region,Support type granted,Group type,Applications
2014,Central African Republic,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Central African Republic,Africa Sub-Saharan,Subsistence Only,Single adult,1
2014,Chad,Africa Sub-Saharan,Accommodation,Single adult,15
2014,Chad,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Chile,America Central and South,Accommodation,Single adult,1
2014,China,Asia East,Accommodation,Family,249
2014,China,Asia East,Accommodation,Single adult,72
2014,China,Asia East,Closed / Invalid,Family,3
2014,China,Asia East,Closed / Invalid,Single adult,60
2014,China,Asia East,Subsistence Only,Family,11
2014,China,Asia East,Subsistence Only,Single adult,7
2014,Colombia,America Central and South,Accommodation,Single adult,2
2014,Colombia,America Central and South,Subsistence Only,Single adult,1
2014,Congo,Africa Sub-Saharan,Accommodation,Family,9
2014,Congo,Africa Sub-Saharan,Accommodation,Single adult,58
2014,Congo,Africa Sub-Saharan,Closed / Invalid,Single adult,8
2014,Congo,Africa Sub-Saharan,Subsistence Only,Family,1
2014,Congo,Africa Sub-Saharan,Subsistence Only,Single adult,13
2014,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Family,12
2014,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Single adult,41
2014,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Single adult,21
2014,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Family,4
2014,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Single adult,25
2014,Costa Rica,America Central and South,Accommodation,Single adult,1
2014,Cuba,America Central and South,Accommodation,Single adult,2
2014,Cuba,America Central and South,Closed / Invalid,Single adult,1
2014,Cyprus (Northern part of),Europe Other,Closed / Invalid,Single adult,3
2014,Cyprus (Northern part of),Europe Other,Subsistence Only,Single adult,1
2014,Djibouti,Africa Sub-Saharan,Accommodation,Family,1
2014,Dominica,America Central and South,Accommodation,Single adult,1
2014,Egypt,Africa North,Accommodation,Family,20
2014,Egypt,Africa North,Accommodation,Single adult,68
2014,Egypt,Africa North,Closed / Invalid,Single adult,24
2014,Egypt,Africa North,Subsistence Only,Family,1
2014,Egypt,Africa North,Subsistence Only,Single adult,14
2014,El Salvador,America Central and South,Accommodation,Family,4
2014,El Salvador,America Central and South,Accommodation,Single adult,3
2014,El Salvador,America Central and South,Closed / Invalid,Single adult,2
2014,Equatorial Guinea,Africa Sub-Saharan,Accommodation,Family,1
2014,Eritrea,Africa Sub-Saharan,Accommodation,Family,46
2014,Eritrea,Africa Sub-Saharan,Accommodation,Single adult,2752
2014,Eritrea,Africa Sub-Saharan,Closed / Invalid,Single adult,52
2014,Eritrea,Africa Sub-Saharan,Subsistence Only,Single adult,12
2014,Estonia,EU 8,Subsistence Only,Single adult,1
2014,Ethiopia,Africa Sub-Saharan,Accommodation,Family,12
2014,Ethiopia,Africa Sub-Saharan,Accommodation,Single adult,203
2014,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Single adult,5
2014,Ethiopia,Africa Sub-Saharan,Subsistence Only,Single adult,5
2014,Former Yugoslavia,Europe Other,Accommodation,Family,1
2014,Former Yugoslavia,Europe Other,Closed / Invalid,Single adult,2
2014,France,EU 14,Accommodation,Single adult,1
2014,"Gambia, The",Africa Sub-Saharan,Accommodation,Family,42
2014,"Gambia, The",Africa Sub-Saharan,Accommodation,Single adult,73
2014,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Family,4
2014,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Single adult,30
2014,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Family,2
2014,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Single adult,11
2014,Georgia,Europe Other,Accommodation,Family,13
2014,Georgia,Europe Other,Accommodation,Single adult,12
2014,Georgia,Europe Other,Closed / Invalid,Single adult,2
2014,Georgia,Europe Other,Subsistence Only,Single adult,1
2014,Ghana,Africa Sub-Saharan,Accommodation,Family,15
2014,Ghana,Africa Sub-Saharan,Accommodation,Single adult,31
2014,Ghana,Africa Sub-Saharan,Closed / Invalid,Single adult,10
2014,Ghana,Africa Sub-Saharan,Subsistence Only,Family,1
2014,Ghana,Africa Sub-Saharan,Subsistence Only,Single adult,5
2014,Grenada,America Central and South,Accommodation,Family,1
2014,Guatemala,America Central and South,Accommodation,Single adult,1
2014,Guinea,Africa Sub-Saharan,Accommodation,Family,6
2014,Guinea,Africa Sub-Saharan,Accommodation,Single adult,19
2014,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Family,1
2014,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Single adult,2
2014,Guyana,America Central and South,Accommodation,Single adult,2
2014,Honduras,America Central and South,Accommodation,Family,1
2014,Honduras,America Central and South,Accommodation,Single adult,5
2014,Honduras,America Central and South,Subsistence Only,Single adult,3
2014,Hong Kong,Asia East,Accommodation,Single adult,1
2014,Hungary,EU 8,Closed / Invalid,Single adult,1
2014,India,Asia South,Accommodation,Family,32
2014,India,Asia South,Accommodation,Single adult,50
2014,India,Asia South,Closed / Invalid,Family,8
2014,India,Asia South,Closed / Invalid,Single adult,38
2014,India,Asia South,Subsistence Only,Family,10
2014,India,Asia South,Subsistence Only,Single adult,12
2014,Indonesia,Asia South East,Accommodation,Single adult,1
2014,Iran,Middle East,Accommodation,Family,197
2014,Iran,Middle East,Accommodation,Single adult,1454
2014,Iran,Middle East,Closed / Invalid,Family,2
2014,Iran,Middle East,Closed / Invalid,Single adult,160
2014,Iran,Middle East,Subsistence Only,Family,11
2014,Iran,Middle East,Subsistence Only,Single adult,118
2014,Iraq,Middle East,Accommodation,Family,61
2014,Iraq,Middle East,Accommodation,Single adult,244
2014,Iraq,Middle East,Closed / Invalid,Family,4
2014,Iraq,Middle East,Closed / Invalid,Single adult,88
2014,Iraq,Middle East,Subsistence Only,Family,10
2014,Iraq,Middle East,Subsistence Only,Single adult,54
2014,Israel,Middle East,Accommodation,Single adult,4
2014,Ivory Coast,Africa Sub-Saharan,Accommodation,Family,2
2014,Ivory Coast,Africa Sub-Saharan,Accommodation,Single adult,20
2014,Ivory Coast,Africa Sub-Saharan,Closed / Invalid,Single adult,6
2014,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Family,1
2014,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Single adult,3
2014,Jamaica,America Central and South,Accommodation,Family,5
2014,Jamaica,America Central and South,Accommodation,Single adult,21
2014,Jamaica,America Central and South,Closed / Invalid,Family,1
2014,Jamaica,America Central and South,Closed / Invalid,Single adult,7
2014,Jamaica,America Central and South,Subsistence Only,Single adult,5
2014,Jordan,Middle East,Accommodation,Family,3
2014,Jordan,Middle East,Accommodation,Single adult,10
2014,Jordan,Middle East,Closed / Invalid,Single adult,3
2014,Kazakhstan,Asia Central,Accommodation,Family,1
2014,Kazakhstan,Asia Central,Accommodation,Single adult,1
2014,Kazakhstan,Asia Central,Closed / Invalid,Single adult,1
2014,Kazakhstan,Asia Central,Subsistence Only,Single adult,1
2014,Kenya,Africa Sub-Saharan,Accommodation,Family,12
2014,Kenya,Africa Sub-Saharan,Accommodation,Single adult,27
2014,Kenya,Africa Sub-Saharan,Closed / Invalid,Single adult,6
2014,Kenya,Africa Sub-Saharan,Subsistence Only,Single adult,3
2014,Korea (North),Asia East,Accommodation,Family,4
2014,Korea (North),Asia East,Accommodation,Single adult,5
2014,Korea (North),Asia East,Closed / Invalid,Single adult,2
2014,Korea (North),Asia East,Subsistence Only,Single adult,3
2014,Korea (South),Asia East,Accommodation,Single adult,1
2014,Korea (South),Asia East,Subsistence Only,Family,1
2014,Kosovo,Europe Other,Accommodation,Family,6
2014,Kosovo,Europe Other,Accommodation,Single adult,7
2014,Kosovo,Europe Other,Subsistence Only,Single adult,1
2014,Kuwait,Middle East,Accommodation,Family,19
2014,Kuwait,Middle East,Accommodation,Single adult,292
2014,Kuwait,Middle East,Closed / Invalid,Single adult,16
2014,Kuwait,Middle East,Subsistence Only,Family,6
2014,Kuwait,Middle East,Subsistence Only,Single adult,18
2014,Kyrgyzstan,Asia Central,Accommodation,Single adult,1
2014,Kyrgyzstan,Asia Central,Subsistence Only,Single adult,1
2014,Lebanon,Middle East,Accommodation,Family,14
2014,Lebanon,Middle East,Accommodation,Single adult,4
2014,Lebanon,Middle East,Closed / Invalid,Single adult,2
2014,Lebanon,Middle East,Subsistence Only,Family,1
2014,Lebanon,Middle East,Subsistence Only,Single adult,7
2014,Liberia,Africa Sub-Saharan,Accommodation,Family,1
2014,Liberia,Africa Sub-Saharan,Accommodation,Single adult,3
2014,Liberia,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Libya,Africa North,Accommodation,Family,59
2014,Libya,Africa North,Accommodation,Single adult,119
2014,Libya,Africa North,Closed / Invalid,Family,2
2014,Libya,Africa North,Closed / Invalid,Single adult,42
2014,Libya,Africa North,Subsistence Only,Family,7
2014,Libya,Africa North,Subsistence Only,Single adult,14
2014,Malawi,Africa Sub-Saharan,Accommodation,Family,27
2014,Malawi,Africa Sub-Saharan,Accommodation,Single adult,21
2014,Malawi,Africa Sub-Saharan,Closed / Invalid,Family,3
2014,Malawi,Africa Sub-Saharan,Closed / Invalid,Single adult,16
2014,Malawi,Africa Sub-Saharan,Subsistence Only,Single adult,5
2014,Malaysia,Asia South East,Accommodation,Family,6
2014,Malaysia,Asia South East,Accommodation,Single adult,3
2014,Malaysia,Asia South East,Subsistence Only,Single adult,1
2014,Maldives,Asia South,Accommodation,Single adult,1
2014,Mali,Africa Sub-Saharan,Accommodation,Family,1
2014,Mali,Africa Sub-Saharan,Accommodation,Single adult,7
2014,Mali,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Mauritania,Africa North,Accommodation,Single adult,3
2014,Mauritius,Africa Sub-Saharan,Accommodation,Family,6
2014,Mauritius,Africa Sub-Saharan,Accommodation,Single adult,1
2014,Mauritius,Africa Sub-Saharan,Closed / Invalid,Single adult,5
2014,Mauritius,Africa Sub-Saharan,Subsistence Only,Single adult,2
2014,Mexico,America Central and South,Accommodation,Family,1
2014,Mexico,America Central and South,Accommodation,Single adult,3
2014,Mexico,America Central and South,Closed / Invalid,Single adult,2
2014,Mexico,America Central and South,Subsistence Only,Family,1
2014,Moldova,Europe Other,Closed / Invalid,Family,1
2014,Moldova,Europe Other,Closed / Invalid,Single adult,1
2014,Mongolia,Asia East,Accommodation,Family,5
2014,Mongolia,Asia East,Accommodation,Single adult,3
2014,Mongolia,Asia East,Closed / Invalid,Single adult,6
2014,Mongolia,Asia East,Subsistence Only,Family,2
2014,Mongolia,Asia East,Subsistence Only,Single adult,1
2014,Montenegro,Europe Other,Accommodation,Single adult,1
2014,Morocco,Africa North,Accommodation,Family,4
2014,Morocco,Africa North,Accommodation,Single adult,19
2014,Morocco,Africa North,Closed / Invalid,Single adult,3
2014,Morocco,Africa North,Subsistence Only,Single adult,2
2014,Namibia,Africa Sub-Saharan,Accommodation,Family,2
2014,Namibia,Africa Sub-Saharan,Accommodation,Single adult,6
2014,Namibia,Africa Sub-Saharan,Closed / Invalid,Family,1
2014,Namibia,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2014,Nepal,Asia South,Accommodation,Single adult,2
2014,Nepal,Asia South,Closed / Invalid,Single adult,3
2014,Nepal,Asia South,Subsistence Only,Single adult,2
2014,Nicaragua,America Central and South,Accommodation,Family,1
2014,Nicaragua,America Central and South,Accommodation,Single adult,1
2014,Niger,Africa Sub-Saharan,Accommodation,Single adult,2
2014,Niger,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Nigeria,Africa Sub-Saharan,Accommodation,Family,238
2014,Nigeria,Africa Sub-Saharan,Accommodation,Single adult,152
2014,Nigeria,Africa Sub-Saharan,Closed / Invalid,Family,11
2014,Nigeria,Africa Sub-Saharan,Closed / Invalid,Single adult,95
2014,Nigeria,Africa Sub-Saharan,Subsistence Only,Family,10
2014,Nigeria,Africa Sub-Saharan,Subsistence Only,Single adult,18
2014,Occupied Palestinian Territories,Middle East,Accommodation,Family,13
2014,Occupied Palestinian Territories,Middle East,Accommodation,Single adult,54
2014,Occupied Palestinian Territories,Middle East,Closed / Invalid,Single adult,24
2014,Occupied Palestinian Territories,Middle East,Subsistence Only,Single adult,17
2014,Oman,Middle East,Accommodation,Family,1
2014,Oman,Middle East,Accommodation,Single adult,5
2014,Oman,Middle East,Closed / Invalid,Single adult,1
2014,Other and Unknown,Other,Accommodation,Family,9
2014,Other and Unknown,Other,Accommodation,Single adult,50
2014,Other and Unknown,Other,Closed / Invalid,Family,2
2014,Other and Unknown,Other,Closed / Invalid,Single adult,49
2014,Other and Unknown,Other,Subsistence Only,Family,3
2014,Other and Unknown,Other,Subsistence Only,Single adult,10
2014,Pakistan,Asia South,Accommodation,Family,334
2014,Pakistan,Asia South,Accommodation,Single adult,350
2014,Pakistan,Asia South,Closed / Invalid,Family,18
2014,Pakistan,Asia South,Closed / Invalid,Single adult,228
2014,Pakistan,Asia South,Subsistence Only,Family,61
2014,Pakistan,Asia South,Subsistence Only,Single adult,130
2014,Philippines,Asia South East,Accommodation,Family,2
2014,Philippines,Asia South East,Accommodation,Single adult,6
2014,Philippines,Asia South East,Closed / Invalid,Family,2
2014,Philippines,Asia South East,Closed / Invalid,Single adult,1
2014,Philippines,Asia South East,Subsistence Only,Single adult,3
2014,Qatar,Middle East,Accommodation,Single adult,2
2014,Russia,Europe Other,Accommodation,Family,22
2014,Russia,Europe Other,Accommodation,Single adult,21
2014,Russia,Europe Other,Closed / Invalid,Single adult,9
2014,Russia,Europe Other,Subsistence Only,Single adult,2
2014,Rwanda,Africa Sub-Saharan,Accommodation,Family,3
2014,Rwanda,Africa Sub-Saharan,Accommodation,Single adult,9
2014,Rwanda,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2014,Saudi Arabia,Middle East,Accommodation,Family,2
2014,Saudi Arabia,Middle East,Accommodation,Single adult,9
2014,Saudi Arabia,Middle East,Closed / Invalid,Single adult,4
2014,Saudi Arabia,Middle East,Subsistence Only,Single adult,2
2014,Senegal,Africa Sub-Saharan,Accommodation,Family,5
2014,Senegal,Africa Sub-Saharan,Accommodation,Single adult,11
2014,Senegal,Africa Sub-Saharan,Subsistence Only,Single adult,1
2014,Serbia,Europe Other,Closed / Invalid,Single adult,1
2014,Sierra Leone,Africa Sub-Saharan,Accommodation,Family,13
2014,Sierra Leone,Africa Sub-Saharan,Accommodation,Single adult,23
2014,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Family,1
2014,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Single adult,11
2014,Sierra Leone,Africa Sub-Saharan,Subsistence Only,Single adult,1
2014,Somalia,Africa Sub-Saharan,Accommodation,Family,34
2014,Somalia,Africa Sub-Saharan,Accommodation,Single adult,163
2014,Somalia,Africa Sub-Saharan,Closed / Invalid,Single adult,36
2014,Somalia,Africa Sub-Saharan,Subsistence Only,Family,3
2014,Somalia,Africa Sub-Saharan,Subsistence Only,Single adult,66
2014,South Africa,Africa Sub-Saharan,Accommodation,Family,9
2014,South Africa,Africa Sub-Saharan,Accommodation,Single adult,14
2014,South Africa,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2014,South Africa,Africa Sub-Saharan,Subsistence Only,Single adult,2
2014,Sri Lanka,Asia South,Accommodation,Family,113
2014,Sri Lanka,Asia South,Accommodation,Single adult,141
2014,Sri Lanka,Asia South,Closed / Invalid,Family,4
2014,Sri Lanka,Asia South,Closed / Invalid,Single adult,89
2014,Sri Lanka,Asia South,Subsistence Only,Family,22
2014,Sri Lanka,Asia South,Subsistence Only,Single adult,85
2014,St. Lucia,America Central and South,Accommodation,Single adult,3
2014,Stateless,Other,Accommodation,Family,1
2014,Stateless,Other,Accommodation,Single adult,4
2014,Stateless,Other,Closed / Invalid,Single adult,1
2014,Stateless,Other,Subsistence Only,Single adult,5
2014,Sudan,Africa North,Accommodation,Family,46
2014,Sudan,Africa North,Accommodation,Single adult,1400
2014,Sudan,Africa North,Closed / Invalid,Single adult,49
2014,Sudan,Africa North,Subsistence Only,Family,3
2014,Sudan,Africa North,Subsistence Only,Single adult,10
2014,Sudan (South),Africa Sub-Saharan,Accommodation,Family,2
2014,Sudan (South),Africa Sub-Saharan,Accommodation,Single adult,5
2014,Swaziland,Africa Sub-Saharan,Accommodation,Single adult,2
2014,Swaziland,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2014,Swaziland,Africa Sub-Saharan,Subsistence Only,Single adult,1
2014,Syria,Middle East,Accommodation,Family,88
2014,Syria,Middle East,Accommodation,Single adult,1319
2014,Syria,Middle East,Closed / Invalid,Family,1
2014,Syria,Middle East,Closed / Invalid,Single adult,111
2014,Syria,Middle East,Subsistence Only,Family,10
2014,Syria,Middle East,Subsistence Only,Single adult,70
2014,Tajikistan,Asia Central,Accommodation,Single adult,1
2014,Tanzania,Africa Sub-Saharan,Accommodation,Family,5
2014,Tanzania,Africa Sub-Saharan,Accommodation,Single adult,2
2014,Tanzania,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2014,Tanzania,Africa Sub-Saharan,Subsistence Only,Single adult,1
2014,Thailand,Asia South East,Accommodation,Family,1
2014,Thailand,Asia South East,Accommodation,Single adult,2
2014,Thailand,Asia South East,Closed / Invalid,Single adult,1
2014,Togo,Africa Sub-Saharan,Accommodation,Single adult,1
2014,Trinidad and Tobago,America Central and South,Accommodation,Family,2
2014,Trinidad and Tobago,America Central and South,Accommodation,Single adult,7
2014,Trinidad and Tobago,America Central and South,Closed / Invalid,Single adult,2
2014,Trinidad and Tobago,America Central and South,Subsistence Only,Single adult,2
2014,Tunisia,Africa North,Accommodation,Single adult,11
2014,Tunisia,Africa North,Closed / Invalid,Single adult,2
