Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2010-07-01,2010,3,Yemen,Middle East,Female,18-29,1
2010-07-01,2010,3,Yemen,Middle East,Male,Under 18,1
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Female,18-29,9
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Female,30-49,27
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Female,50-69,2
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Female,Under 18,102
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,18-29,7
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,30-49,17
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,50-69,4
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,70+,2
2010-07-01,2010,3,Zimbabwe,Africa Sub-Saharan,Male,Under 18,117
2010-10-01,2010,4,Afghanistan,Asia Central,Female,18-29,5
2010-10-01,2010,4,Afghanistan,Asia Central,Female,30-49,5
2010-10-01,2010,4,Afghanistan,Asia Central,Female,Under 18,12
2010-10-01,2010,4,Afghanistan,Asia Central,Male,30-49,1
2010-10-01,2010,4,Afghanistan,Asia Central,Male,Under 18,17
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Female,18-29,1
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Female,30-49,1
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Female,Under 18,2
2010-10-01,2010,4,Angola,Africa Sub-Saharan,Male,Under 18,1
2010-10-01,2010,4,Botswana,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,Burma,Asia South East,Female,18-29,3
2010-10-01,2010,4,Burma,Asia South East,Female,30-49,2
2010-10-01,2010,4,Burma,Asia South East,Female,50-69,1
2010-10-01,2010,4,Burma,Asia South East,Female,Under 18,1
2010-10-01,2010,4,Burma,Asia South East,Male,50-69,1
2010-10-01,2010,4,Burma,Asia South East,Male,Under 18,2
2010-10-01,2010,4,Burundi,Africa Sub-Saharan,Female,30-49,1
2010-10-01,2010,4,Burundi,Africa Sub-Saharan,Female,Under 18,2
2010-10-01,2010,4,Burundi,Africa Sub-Saharan,Male,Under 18,1
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Female,Under 18,3
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Male,18-29,1
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Male,30-49,1
2010-10-01,2010,4,Cameroon,Africa Sub-Saharan,Male,Under 18,1
2010-10-01,2010,4,China,Asia East,Female,30-49,2
2010-10-01,2010,4,China,Asia East,Female,Under 18,4
2010-10-01,2010,4,China,Asia East,Male,Under 18,1
2010-10-01,2010,4,Colombia,America Central and South,Female,Under 18,2
2010-10-01,2010,4,Congo,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,Congo,Africa Sub-Saharan,Male,Under 18,2
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,5
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,6
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,2
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,2
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,1
2010-10-01,2010,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,10
2010-10-01,2010,4,Djibouti,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,East Timor,Asia South East,Male,Under 18,1
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Female,18-29,41
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Female,30-49,15
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Female,Under 18,25
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Male,18-29,4
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Male,30-49,13
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Male,50-69,1
2010-10-01,2010,4,Eritrea,Africa Sub-Saharan,Male,Under 18,34
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Female,18-29,4
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Female,30-49,4
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Female,Under 18,2
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Male,30-49,1
2010-10-01,2010,4,Ethiopia,Africa Sub-Saharan,Male,Under 18,5
2010-10-01,2010,4,"Gambia, The",Africa Sub-Saharan,Female,Under 18,5
2010-10-01,2010,4,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2010-10-01,2010,4,"Gambia, The",Africa Sub-Saharan,Male,Under 18,4
2010-10-01,2010,4,Ghana,Africa Sub-Saharan,Female,50-69,1
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Female,18-29,3
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Female,30-49,1
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Female,Under 18,4
2010-10-01,2010,4,Guinea,Africa Sub-Saharan,Male,Under 18,5
2010-10-01,2010,4,Iran,Middle East,Female,18-29,6
2010-10-01,2010,4,Iran,Middle East,Female,30-49,18
2010-10-01,2010,4,Iran,Middle East,Female,50-69,1
2010-10-01,2010,4,Iran,Middle East,Female,Under 18,12
2010-10-01,2010,4,Iran,Middle East,Male,30-49,10
2010-10-01,2010,4,Iran,Middle East,Male,50-69,1
2010-10-01,2010,4,Iran,Middle East,Male,Under 18,21
2010-10-01,2010,4,Iraq,Middle East,Female,30-49,2
2010-10-01,2010,4,Iraq,Middle East,Female,50-69,1
2010-10-01,2010,4,Iraq,Middle East,Female,Under 18,5
2010-10-01,2010,4,Iraq,Middle East,Male,30-49,1
2010-10-01,2010,4,Iraq,Middle East,Male,50-69,2
2010-10-01,2010,4,Iraq,Middle East,Male,Under 18,6
2010-10-01,2010,4,Ivory Coast,Africa Sub-Saharan,Female,Under 18,3
2010-10-01,2010,4,Ivory Coast,Africa Sub-Saharan,Male,18-29,1
2010-10-01,2010,4,Ivory Coast,Africa Sub-Saharan,Male,Under 18,2
2010-10-01,2010,4,Japan,Asia East,Female,30-49,1
2010-10-01,2010,4,Malawi,Africa Sub-Saharan,Female,30-49,1
2010-10-01,2010,4,Malawi,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,Morocco,Africa North,Male,Under 18,1
2010-10-01,2010,4,Other and unknown,Other,Female,18-29,5
2010-10-01,2010,4,Other and unknown,Other,Female,30-49,7
2010-10-01,2010,4,Other and unknown,Other,Female,Under 18,12
2010-10-01,2010,4,Other and unknown,Other,Male,30-49,1
2010-10-01,2010,4,Other and unknown,Other,Male,Under 18,21
2010-10-01,2010,4,Pakistan,Asia South,Female,18-29,1
2010-10-01,2010,4,Pakistan,Asia South,Female,30-49,4
2010-10-01,2010,4,Pakistan,Asia South,Female,Under 18,5
2010-10-01,2010,4,Pakistan,Asia South,Male,Under 18,13
2010-10-01,2010,4,Russia,Europe Other,Female,Under 18,2
2010-10-01,2010,4,Rwanda,Africa Sub-Saharan,Male,Under 18,3
2010-10-01,2010,4,Senegal,Africa Sub-Saharan,Female,18-29,1
2010-10-01,2010,4,Senegal,Africa Sub-Saharan,Male,Under 18,1
2010-10-01,2010,4,Sierra Leone,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,Sierra Leone,Africa Sub-Saharan,Male,30-49,1
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Female,18-29,30
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Female,30-49,17
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Female,50-69,5
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Female,Under 18,105
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,18-29,12
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,30-49,17
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,50-69,3
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,70+,2
2010-10-01,2010,4,Somalia,Africa Sub-Saharan,Male,Under 18,108
2010-10-01,2010,4,South Africa,Africa Sub-Saharan,Female,Under 18,1
2010-10-01,2010,4,South Africa,Africa Sub-Saharan,Male,30-49,1
2010-10-01,2010,4,Sri Lanka,Asia South,Female,18-29,5
2010-10-01,2010,4,Sri Lanka,Asia South,Female,30-49,15
2010-10-01,2010,4,Sri Lanka,Asia South,Female,50-69,2
2010-10-01,2010,4,Sri Lanka,Asia South,Female,Under 18,23
2010-10-01,2010,4,Sri Lanka,Asia South,Male,18-29,1
2010-10-01,2010,4,Sri Lanka,Asia South,Male,30-49,1
2010-10-01,2010,4,Sri Lanka,Asia South,Male,50-69,1
2010-10-01,2010,4,Sri Lanka,Asia South,Male,Under 18,17
2010-10-01,2010,4,Stateless,Other,Female,18-29,2
2010-10-01,2010,4,Stateless,Other,Female,30-49,1
2010-10-01,2010,4,Stateless,Other,Female,Under 18,5
2010-10-01,2010,4,Stateless,Other,Male,Under 18,4
2010-10-01,2010,4,Sudan,Africa North,Female,18-29,12
2010-10-01,2010,4,Sudan,Africa North,Female,30-49,7
2010-10-01,2010,4,Sudan,Africa North,Female,50-69,1
2010-10-01,2010,4,Sudan,Africa North,Female,Under 18,9
2010-10-01,2010,4,Sudan,Africa North,Male,50-69,1
2010-10-01,2010,4,Sudan,Africa North,Male,Under 18,11
2010-10-01,2010,4,Syria,Middle East,Female,18-29,5
2010-10-01,2010,4,Syria,Middle East,Female,30-49,2
2010-10-01,2010,4,Syria,Middle East,Female,Under 18,2
2010-10-01,2010,4,Syria,Middle East,Male,Under 18,7
2010-10-01,2010,4,Togo,Africa Sub-Saharan,Male,Under 18,1
2010-10-01,2010,4,Turkey,Europe Other,Female,18-29,1
2010-10-01,2010,4,Turkey,Europe Other,Female,Under 18,1
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Female,18-29,1
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Female,30-49,1
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Female,Under 18,7
2010-10-01,2010,4,Uganda,Africa Sub-Saharan,Male,Under 18,2
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Female,18-29,27
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Female,30-49,39
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Female,50-69,3
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Female,Under 18,158
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,18-29,15
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,30-49,17
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,50-69,8
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,70+,2
2010-10-01,2010,4,Zimbabwe,Africa Sub-Saharan,Male,Under 18,183
2011-01-01,2011,1,Afghanistan,Asia Central,Female,18-29,12
2011-01-01,2011,1,Afghanistan,Asia Central,Female,30-49,15
2011-01-01,2011,1,Afghanistan,Asia Central,Female,50-69,2
2011-01-01,2011,1,Afghanistan,Asia Central,Female,Under 18,39
2011-01-01,2011,1,Afghanistan,Asia Central,Male,18-29,2
2011-01-01,2011,1,Afghanistan,Asia Central,Male,50-69,1
2011-01-01,2011,1,Afghanistan,Asia Central,Male,Under 18,50
2011-01-01,2011,1,Armenia,Europe Other,Female,30-49,1
2011-01-01,2011,1,Armenia,Europe Other,Female,Under 18,1
2011-01-01,2011,1,Burma,Asia South East,Female,18-29,1
2011-01-01,2011,1,Burma,Asia South East,Female,30-49,2
2011-01-01,2011,1,Burma,Asia South East,Female,50-69,1
2011-01-01,2011,1,Burma,Asia South East,Female,Under 18,6
2011-01-01,2011,1,Burma,Asia South East,Male,30-49,2
2011-01-01,2011,1,Burma,Asia South East,Male,Under 18,5
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Female,18-29,3
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Female,30-49,1
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Female,Under 18,8
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Male,30-49,1
2011-01-01,2011,1,Cameroon,Africa Sub-Saharan,Male,Under 18,10
2011-01-01,2011,1,China,Asia East,Female,18-29,1
2011-01-01,2011,1,China,Asia East,Female,50-69,1
2011-01-01,2011,1,China,Asia East,Female,Under 18,6
2011-01-01,2011,1,China,Asia East,Male,18-29,1
2011-01-01,2011,1,China,Asia East,Male,30-49,1
2011-01-01,2011,1,China,Asia East,Male,Under 18,2
2011-01-01,2011,1,Congo,Africa Sub-Saharan,Female,30-49,1
2011-01-01,2011,1,Congo,Africa Sub-Saharan,Female,Under 18,3
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,3
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,3
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,50-69,1
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,12
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,2
2011-01-01,2011,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,10
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Female,18-29,26
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Female,30-49,8
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Female,50-69,1
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Female,Under 18,21
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Male,18-29,6
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Male,30-49,10
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Male,50-69,1
2011-01-01,2011,1,Eritrea,Africa Sub-Saharan,Male,Under 18,20
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Female,18-29,1
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Female,70+,1
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Female,Under 18,1
2011-01-01,2011,1,Ethiopia,Africa Sub-Saharan,Male,Under 18,2
2011-01-01,2011,1,"Gambia, The",Africa Sub-Saharan,Female,Under 18,8
2011-01-01,2011,1,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2011-01-01,2011,1,"Gambia, The",Africa Sub-Saharan,Male,Under 18,11
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Female,18-29,2
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Female,30-49,1
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Female,Under 18,5
2011-01-01,2011,1,Guinea,Africa Sub-Saharan,Male,Under 18,2
2011-01-01,2011,1,Iran,Middle East,Female,18-29,17
2011-01-01,2011,1,Iran,Middle East,Female,30-49,25
2011-01-01,2011,1,Iran,Middle East,Female,50-69,2
2011-01-01,2011,1,Iran,Middle East,Female,Under 18,23
2011-01-01,2011,1,Iran,Middle East,Male,18-29,3
2011-01-01,2011,1,Iran,Middle East,Male,30-49,8
2011-01-01,2011,1,Iran,Middle East,Male,Under 18,22
2011-01-01,2011,1,Iraq,Middle East,Female,18-29,2
2011-01-01,2011,1,Iraq,Middle East,Female,30-49,5
2011-01-01,2011,1,Iraq,Middle East,Female,50-69,1
2011-01-01,2011,1,Iraq,Middle East,Female,Under 18,6
2011-01-01,2011,1,Iraq,Middle East,Male,30-49,2
2011-01-01,2011,1,Iraq,Middle East,Male,Under 18,7
2011-01-01,2011,1,Ivory Coast,Africa Sub-Saharan,Male,Under 18,1
2011-01-01,2011,1,Jamaica,America Central and South,Female,30-49,1
2011-01-01,2011,1,Jamaica,America Central and South,Female,Under 18,1
2011-01-01,2011,1,Jamaica,America Central and South,Male,Under 18,2
2011-01-01,2011,1,Kuwait,Middle East,Male,Under 18,1
2011-01-01,2011,1,Lebanon,Middle East,Female,18-29,1
2011-01-01,2011,1,Lebanon,Middle East,Female,30-49,1
2011-01-01,2011,1,Liberia,Africa Sub-Saharan,Female,50-69,1
2011-01-01,2011,1,Liberia,Africa Sub-Saharan,Female,Under 18,2
2011-01-01,2011,1,Liberia,Africa Sub-Saharan,Male,Under 18,1
2011-01-01,2011,1,Malawi,Africa Sub-Saharan,Male,30-49,2
2011-01-01,2011,1,Nepal,Asia South,Female,30-49,2
2011-01-01,2011,1,Nepal,Asia South,Female,Under 18,2
2011-01-01,2011,1,Nepal,Asia South,Male,Under 18,2
2011-01-01,2011,1,Other and unknown,Other,Female,18-29,9
2011-01-01,2011,1,Other and unknown,Other,Female,30-49,12
2011-01-01,2011,1,Other and unknown,Other,Female,Under 18,23
2011-01-01,2011,1,Other and unknown,Other,Male,30-49,2
2011-01-01,2011,1,Other and unknown,Other,Male,Under 18,43
2011-01-01,2011,1,Pakistan,Asia South,Female,18-29,5
2011-01-01,2011,1,Pakistan,Asia South,Female,30-49,2
2011-01-01,2011,1,Pakistan,Asia South,Female,Under 18,11
2011-01-01,2011,1,Pakistan,Asia South,Male,30-49,3
2011-01-01,2011,1,Pakistan,Asia South,Male,Under 18,10
2011-01-01,2011,1,Senegal,Africa Sub-Saharan,Female,Under 18,1
2011-01-01,2011,1,Senegal,Africa Sub-Saharan,Male,Under 18,2
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Female,30-49,1
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Female,Under 18,3
2011-01-01,2011,1,Sierra Leone,Africa Sub-Saharan,Male,Under 18,2
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Female,18-29,27
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Female,30-49,27
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Female,50-69,4
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Female,Under 18,86
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,18-29,7
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,30-49,23
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,50-69,6
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,70+,1
2011-01-01,2011,1,Somalia,Africa Sub-Saharan,Male,Under 18,126
2011-01-01,2011,1,South Africa,Africa Sub-Saharan,Female,18-29,1
2011-01-01,2011,1,South Africa,Africa Sub-Saharan,Male,Under 18,1
2011-01-01,2011,1,Sri Lanka,Asia South,Female,18-29,5
2011-01-01,2011,1,Sri Lanka,Asia South,Female,30-49,7
2011-01-01,2011,1,Sri Lanka,Asia South,Female,50-69,2
2011-01-01,2011,1,Sri Lanka,Asia South,Female,Under 18,7
2011-01-01,2011,1,Sri Lanka,Asia South,Male,18-29,2
2011-01-01,2011,1,Sri Lanka,Asia South,Male,50-69,1
2011-01-01,2011,1,Sri Lanka,Asia South,Male,Under 18,9
2011-01-01,2011,1,Sudan,Africa North,Female,18-29,9
2011-01-01,2011,1,Sudan,Africa North,Female,30-49,8
2011-01-01,2011,1,Sudan,Africa North,Female,Under 18,14
2011-01-01,2011,1,Sudan,Africa North,Male,18-29,1
2011-01-01,2011,1,Sudan,Africa North,Male,50-69,1
2011-01-01,2011,1,Sudan,Africa North,Male,Under 18,12
2011-01-01,2011,1,Syria,Middle East,Female,18-29,1
2011-01-01,2011,1,Syria,Middle East,Female,30-49,3
2011-01-01,2011,1,Syria,Middle East,Female,Under 18,6
2011-01-01,2011,1,Syria,Middle East,Male,Under 18,3
2011-01-01,2011,1,Turkey,Europe Other,Female,18-29,3
2011-01-01,2011,1,Turkey,Europe Other,Female,30-49,3
2011-01-01,2011,1,Turkey,Europe Other,Female,Under 18,10
2011-01-01,2011,1,Turkey,Europe Other,Male,50-69,1
2011-01-01,2011,1,Turkey,Europe Other,Male,Under 18,4
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Female,70+,1
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Female,Under 18,1
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,Male,Under 18,3
2011-01-01,2011,1,Ukraine,Europe Other,Male,18-29,1
2011-01-01,2011,1,Vietnam,Asia South East,Female,18-29,1
2011-01-01,2011,1,Vietnam,Asia South East,Female,Under 18,1
2011-01-01,2011,1,Vietnam,Asia South East,Male,Under 18,1
2011-01-01,2011,1,Zambia,Africa Sub-Saharan,Female,Under 18,1
2011-01-01,2011,1,Zambia,Africa Sub-Saharan,Male,Under 18,1
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Female,18-29,13
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Female,30-49,14
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Female,50-69,2
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Female,Under 18,116
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,18-29,6
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,30-49,9
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,50-69,9
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,70+,1
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,Male,Under 18,111
2011-04-01,2011,2,Afghanistan,Asia Central,Female,18-29,16
2011-04-01,2011,2,Afghanistan,Asia Central,Female,30-49,4
2011-04-01,2011,2,Afghanistan,Asia Central,Female,50-69,1
2011-04-01,2011,2,Afghanistan,Asia Central,Female,Under 18,22
2011-04-01,2011,2,Afghanistan,Asia Central,Male,18-29,1
2011-04-01,2011,2,Afghanistan,Asia Central,Male,30-49,1
2011-04-01,2011,2,Afghanistan,Asia Central,Male,50-69,1
2011-04-01,2011,2,Afghanistan,Asia Central,Male,Under 18,24
2011-04-01,2011,2,Azerbaijan,Europe Other,Female,30-49,1
2011-04-01,2011,2,Burma,Asia South East,Female,30-49,1
2011-04-01,2011,2,Burma,Asia South East,Male,Under 18,1
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Female,18-29,1
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Female,Under 18,7
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Male,18-29,1
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,Male,Under 18,10
2011-04-01,2011,2,China,Asia East,Female,Under 18,3
2011-04-01,2011,2,China,Asia East,Male,Under 18,2
2011-04-01,2011,2,Congo,Africa Sub-Saharan,Female,Under 18,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,2
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,5
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,50-69,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,4
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Female,18-29,25
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Female,30-49,4
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Female,Under 18,15
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Male,18-29,5
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Male,30-49,10
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Male,70+,1
2011-04-01,2011,2,Eritrea,Africa Sub-Saharan,Male,Under 18,15
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Female,18-29,2
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Female,30-49,2
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Female,Under 18,3
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Male,30-49,1
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,Male,Under 18,3
2011-04-01,2011,2,"Gambia, The",Africa Sub-Saharan,Female,Under 18,3
2011-04-01,2011,2,"Gambia, The",Africa Sub-Saharan,Male,Under 18,6
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Female,18-29,2
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Female,30-49,1
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Female,Under 18,2
2011-04-01,2011,2,Guinea,Africa Sub-Saharan,Male,Under 18,2
2011-04-01,2011,2,Iran,Middle East,Female,18-29,9
2011-04-01,2011,2,Iran,Middle East,Female,30-49,8
2011-04-01,2011,2,Iran,Middle East,Female,50-69,1
2011-04-01,2011,2,Iran,Middle East,Female,Under 18,8
2011-04-01,2011,2,Iran,Middle East,Male,18-29,1
2011-04-01,2011,2,Iran,Middle East,Male,50-69,3
2011-04-01,2011,2,Iran,Middle East,Male,Under 18,12
2011-04-01,2011,2,Iraq,Middle East,Female,18-29,1
2011-04-01,2011,2,Iraq,Middle East,Female,Under 18,2
2011-04-01,2011,2,Iraq,Middle East,Male,30-49,1
2011-04-01,2011,2,Iraq,Middle East,Male,Under 18,1
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Female,30-49,1
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Female,Under 18,3
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,Male,Under 18,3
2011-04-01,2011,2,Kyrgyzstan,Asia Central,Female,18-29,1
2011-04-01,2011,2,Kyrgyzstan,Asia Central,Female,Under 18,2
2011-04-01,2011,2,Liberia,Africa Sub-Saharan,Male,Under 18,1
2011-04-01,2011,2,Malawi,Africa Sub-Saharan,Male,Under 18,2
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,Female,Under 18,1
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,Male,Under 18,1
2011-04-01,2011,2,Other and unknown,Other,Female,18-29,10
2011-04-01,2011,2,Other and unknown,Other,Female,30-49,10
2011-04-01,2011,2,Other and unknown,Other,Female,Under 18,30
2011-04-01,2011,2,Other and unknown,Other,Male,30-49,1
2011-04-01,2011,2,Other and unknown,Other,Male,50-69,1
2011-04-01,2011,2,Other and unknown,Other,Male,Under 18,44
2011-04-01,2011,2,Pakistan,Asia South,Female,18-29,4
2011-04-01,2011,2,Pakistan,Asia South,Female,30-49,7
2011-04-01,2011,2,Pakistan,Asia South,Female,50-69,2
2011-04-01,2011,2,Pakistan,Asia South,Female,Under 18,23
2011-04-01,2011,2,Pakistan,Asia South,Male,18-29,1
2011-04-01,2011,2,Pakistan,Asia South,Male,50-69,1
2011-04-01,2011,2,Pakistan,Asia South,Male,Under 18,11
2011-04-01,2011,2,Russia,Europe Other,Female,18-29,2
2011-04-01,2011,2,Russia,Europe Other,Female,30-49,1
2011-04-01,2011,2,Russia,Europe Other,Male,18-29,1
2011-04-01,2011,2,Russia,Europe Other,Male,Under 18,2
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,Female,18-29,2
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,Female,Under 18,2
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,Male,30-49,1
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,Male,Under 18,3
