Date,Year,Quarter,NRM referral,Nationality,Region,Sex,Age Group,Referrals
2020-06-30,2020,2,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,1
2020-06-30,2020,2,No NRM referral raised,Stateless,Other,Female,17 and under,3
2020-06-30,2020,2,No NRM referral raised,Stateless,Other,Male,17 and under,6
2020-06-30,2020,2,No NRM referral raised,Stateless,Other,Male,18 to 24,6
2020-06-30,2020,2,No NRM referral raised,Stateless,Other,Male,25 to 39,19
2020-06-30,2020,2,No NRM referral raised,Stateless,Other,Male,40 and over,6
2020-06-30,2020,2,No NRM referral raised,Sudan,Africa North,Male,17 and under,8
2020-06-30,2020,2,No NRM referral raised,Sudan,Africa North,Male,18 to 24,16
2020-06-30,2020,2,No NRM referral raised,Sudan,Africa North,Male,25 to 39,20
2020-06-30,2020,2,No NRM referral raised,Sudan,Africa North,Male,40 and over,5
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Female,18 to 24,1
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Female,25 to 39,1
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Female,40 and over,2
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Male,17 and under,15
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Male,18 to 24,81
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Male,25 to 39,95
2020-06-30,2020,2,No NRM referral raised,Syria,Middle East,Male,40 and over,12
2020-06-30,2020,2,No NRM referral raised,Turkey,Europe Other,Male,18 to 24,1
2020-06-30,2020,2,No NRM referral raised,Yemen,Middle East,Male,17 and under,2
2020-06-30,2020,2,No NRM referral raised,Yemen,Middle East,Male,18 to 24,16
2020-06-30,2020,2,No NRM referral raised,Yemen,Middle East,Male,25 to 39,42
2020-06-30,2020,2,No NRM referral raised,Yemen,Middle East,Male,40 and over,8
2020-06-30,2020,2,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,3
2020-06-30,2020,2,NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Albania,Europe Other,Male,17 and under,1
2020-06-30,2020,2,NRM referral raised,Albania,Europe Other,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,2
2020-06-30,2020,2,NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Egypt,Africa North,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,4
2020-06-30,2020,2,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,3
2020-06-30,2020,2,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,4
2020-06-30,2020,2,NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,4
2020-06-30,2020,2,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,2
2020-06-30,2020,2,NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Iran,Middle East,Female,25 to 39,3
2020-06-30,2020,2,NRM referral raised,Iran,Middle East,Male,17 and under,2
2020-06-30,2020,2,NRM referral raised,Iran,Middle East,Male,18 to 24,18
2020-06-30,2020,2,NRM referral raised,Iran,Middle East,Male,25 to 39,47
2020-06-30,2020,2,NRM referral raised,Iran,Middle East,Male,40 and over,6
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Female,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Female,40 and over,1
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Male,17 and under,5
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Male,18 to 24,11
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Male,25 to 39,22
2020-06-30,2020,2,NRM referral raised,Iraq,Middle East,Male,40 and over,2
2020-06-30,2020,2,NRM referral raised,Ivory Coast,Africa Sub-Saharan,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,2
2020-06-30,2020,2,NRM referral raised,Kuwait,Middle East,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Kuwait,Middle East,Male,40 and over,2
2020-06-30,2020,2,NRM referral raised,Liberia,Africa Sub-Saharan,Male,17 and under,1
2020-06-30,2020,2,NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,1
2020-06-30,2020,2,NRM referral raised,Mali,Africa Sub-Saharan,Male,18 to 24,3
2020-06-30,2020,2,NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Niger,Africa Sub-Saharan,Male,25 to 39,1
2020-06-30,2020,2,NRM referral raised,Other and unknown,Other,Male,40 and over,1
2020-06-30,2020,2,NRM referral raised,Pakistan,Asia South,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Refugee,Other,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Refugee,Other,Male,25 to 39,5
2020-06-30,2020,2,NRM referral raised,Refugee,Other,Male,40 and over,2
2020-06-30,2020,2,NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,1
2020-06-30,2020,2,NRM referral raised,Stateless,Other,Male,25 to 39,2
2020-06-30,2020,2,NRM referral raised,Sudan,Africa North,Male,17 and under,1
2020-06-30,2020,2,NRM referral raised,Sudan,Africa North,Male,18 to 24,11
2020-06-30,2020,2,NRM referral raised,Sudan,Africa North,Male,25 to 39,24
2020-06-30,2020,2,NRM referral raised,Sudan,Africa North,Male,40 and over,2
2020-06-30,2020,2,NRM referral raised,Syria,Middle East,Male,18 to 24,8
2020-06-30,2020,2,NRM referral raised,Syria,Middle East,Male,25 to 39,9
2020-06-30,2020,2,NRM referral raised,Syria,Middle East,Male,40 and over,1
2020-06-30,2020,2,NRM referral raised,Yemen,Middle East,Male,17 and under,1
2020-06-30,2020,2,NRM referral raised,Yemen,Middle East,Male,18 to 24,9
2020-06-30,2020,2,NRM referral raised,Yemen,Middle East,Male,25 to 39,21
2020-06-30,2020,2,NRM referral raised,Yemen,Middle East,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Female,17 and under,12
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,4
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,13
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Female,40 and over,3
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Male,17 and under,61
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,63
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,95
2020-09-30,2020,3,No NRM referral raised,Afghanistan,Asia Central,Male,40 and over,6
2020-09-30,2020,3,No NRM referral raised,Albania,Europe Other,Male,17 and under,2
2020-09-30,2020,3,No NRM referral raised,Albania,Europe Other,Male,18 to 24,7
2020-09-30,2020,3,No NRM referral raised,Albania,Europe Other,Male,25 to 39,4
2020-09-30,2020,3,No NRM referral raised,Albania,Europe Other,Male,40 and over,3
2020-09-30,2020,3,No NRM referral raised,Algeria,Africa North,Male,18 to 24,2
2020-09-30,2020,3,No NRM referral raised,Algeria,Africa North,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Burkina Faso,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,17
2020-09-30,2020,3,No NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,2
2020-09-30,2020,3,No NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,4
2020-09-30,2020,3,No NRM referral raised,Egypt,Africa North,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Egypt,Africa North,Male,18 to 24,4
2020-09-30,2020,3,No NRM referral raised,Egypt,Africa North,Male,25 to 39,23
2020-09-30,2020,3,No NRM referral raised,Egypt,Africa North,Male,40 and over,8
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,20
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,32
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,52
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,40 and over,5
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,26
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,35
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,119
2020-09-30,2020,3,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,40 and over,7
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,7
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,7
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,25 to 39,7
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,14
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,13
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,20
2020-09-30,2020,3,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,3
2020-09-30,2020,3,No NRM referral raised,Georgia,Europe Other,Female,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,4
2020-09-30,2020,3,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Guinea-Bissau,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,India,Asia South,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,India,Asia South,Male,25 to 39,22
2020-09-30,2020,3,No NRM referral raised,India,Asia South,Male,40 and over,11
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Female,17 and under,25
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Female,18 to 24,8
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Female,25 to 39,53
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Female,40 and over,25
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Male,17 and under,37
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Male,18 to 24,101
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Male,25 to 39,511
2020-09-30,2020,3,No NRM referral raised,Iran,Middle East,Male,40 and over,102
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Female,17 and under,106
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Female,18 to 24,23
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Female,25 to 39,66
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Female,40 and over,31
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Male,17 and under,132
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Male,18 to 24,97
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Male,25 to 39,236
2020-09-30,2020,3,No NRM referral raised,Iraq,Middle East,Male,40 and over,52
2020-09-30,2020,3,No NRM referral raised,Jamaica,America Central and South,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Female,17 and under,4
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Female,40 and over,3
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Male,17 and under,4
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Male,18 to 24,7
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,13
2020-09-30,2020,3,No NRM referral raised,Kuwait,Middle East,Male,40 and over,4
2020-09-30,2020,3,No NRM referral raised,Lebanon,Middle East,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Libya,Africa North,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Libya,Africa North,Male,18 to 24,4
2020-09-30,2020,3,No NRM referral raised,Libya,Africa North,Male,25 to 39,5
2020-09-30,2020,3,No NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,3
2020-09-30,2020,3,No NRM referral raised,Mali,Africa Sub-Saharan,Male,18 to 24,3
2020-09-30,2020,3,No NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Mali,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Mauritania,Africa North,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Mauritania,Africa North,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Morocco,Africa North,Female,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Morocco,Africa North,Male,25 to 39,4
2020-09-30,2020,3,No NRM referral raised,Myanmar (Burma),Asia South East,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Niger,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Niger,Africa Sub-Saharan,Male,25 to 39,1
2020-09-30,2020,3,No NRM referral raised,Nigeria,Africa Sub-Saharan,Male,25 to 39,3
2020-09-30,2020,3,No NRM referral raised,Occupied Palestinian Territories,Middle East,Female,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,17 and under,3
2020-09-30,2020,3,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,18 to 24,11
2020-09-30,2020,3,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,22
2020-09-30,2020,3,No NRM referral raised,Other and unknown,Other,Male,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Pakistan,Asia South,Male,17 and under,2
2020-09-30,2020,3,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,11
2020-09-30,2020,3,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,25
2020-09-30,2020,3,No NRM referral raised,Pakistan,Asia South,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Female,17 and under,21
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Female,18 to 24,5
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Female,25 to 39,13
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Female,40 and over,17
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Male,17 and under,41
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Male,18 to 24,14
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Male,25 to 39,65
2020-09-30,2020,3,No NRM referral raised,Refugee,Other,Male,40 and over,25
2020-09-30,2020,3,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,18 to 24,2
2020-09-30,2020,3,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,25 to 39,4
2020-09-30,2020,3,No NRM referral raised,Sierra Leone,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,5
2020-09-30,2020,3,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,8
2020-09-30,2020,3,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,6
2020-09-30,2020,3,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,11
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Female,17 and under,17
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Female,25 to 39,6
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Female,40 and over,7
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Male,17 and under,23
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Male,18 to 24,9
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Male,25 to 39,37
2020-09-30,2020,3,No NRM referral raised,Stateless,Other,Male,40 and over,18
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Female,17 and under,1
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Female,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Female,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Female,40 and over,2
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Male,17 and under,86
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Male,18 to 24,122
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Male,25 to 39,216
2020-09-30,2020,3,No NRM referral raised,Sudan,Africa North,Male,40 and over,27
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Female,17 and under,7
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Female,18 to 24,5
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Female,25 to 39,6
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Female,40 and over,1
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Male,17 and under,18
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Male,18 to 24,101
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Male,25 to 39,142
2020-09-30,2020,3,No NRM referral raised,Syria,Middle East,Male,40 and over,24
2020-09-30,2020,3,No NRM referral raised,Tajikistan,Asia Central,Female,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Tajikistan,Asia Central,Male,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Turkey,Europe Other,Male,18 to 24,1
2020-09-30,2020,3,No NRM referral raised,Turkey,Europe Other,Male,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Turkey,Europe Other,Male,40 and over,2
2020-09-30,2020,3,No NRM referral raised,Vietnam,Asia South East,Male,17 and under,6
2020-09-30,2020,3,No NRM referral raised,Vietnam,Asia South East,Male,18 to 24,4
2020-09-30,2020,3,No NRM referral raised,Vietnam,Asia South East,Male,25 to 39,18
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Female,17 and under,3
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Female,18 to 24,2
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Female,25 to 39,2
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Female,40 and over,2
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Male,17 and under,4
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Male,18 to 24,16
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Male,25 to 39,65
2020-09-30,2020,3,No NRM referral raised,Yemen,Middle East,Male,40 and over,7
2020-09-30,2020,3,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,13
2020-09-30,2020,3,NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,3
2020-09-30,2020,3,NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,1
2020-09-30,2020,3,NRM referral raised,Albania,Europe Other,Female,25 to 39,1
2020-09-30,2020,3,NRM referral raised,Albania,Europe Other,Male,17 and under,1
2020-09-30,2020,3,NRM referral raised,Albania,Europe Other,Male,18 to 24,4
2020-09-30,2020,3,NRM referral raised,Albania,Europe Other,Male,25 to 39,3
2020-09-30,2020,3,NRM referral raised,Albania,Europe Other,Male,40 and over,2
