Date,Year,Quarter,Nationality,Region,Sex,Age Group,NRM Case Outcome,NRM Case Outcome Group,Referrals
2020-04-01,2020,2,Syria,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,7
2020-04-01,2020,2,Syria,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,2
2020-04-01,2020,2,Syria,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,3
2020-04-01,2020,2,Syria,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,10
2020-04-01,2020,2,Syria,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-04-01,2020,2,Syria,Middle East,Male,30 to 49,Positive,Conclusive grounds decision,4
2020-04-01,2020,2,Syria,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,6
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,9
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Negative,Conclusive grounds decision,1
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,4
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,2
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,12
2020-04-01,2020,2,Yemen,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,5
2020-04-01,2020,2,Yemen,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-04-01,2020,2,Yemen,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,2
2020-04-01,2020,2,Yemen,Middle East,Male,30 to 49,Positive,Conclusive grounds decision,1
2020-04-01,2020,2,Yemen,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,4
2020-04-01,2020,2,Yemen,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,4
2020-04-01,2020,2,Yemen,Middle East,Male,17 and under,Negative,Reasonable grounds decision,1
2020-04-01,2020,2,Other and unknown,Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-04-01,2020,2,Other and unknown,Other,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Afghanistan,Asia Central,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Afghanistan,Asia Central,Male,18 to 29,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Afghanistan,Asia Central,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Afghanistan,Asia Central,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Afghanistan,Asia Central,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-07-01,2020,3,Afghanistan,Asia Central,Male,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Afghanistan,Asia Central,Male,17 and under,Positive,Conclusive grounds decision,5
2020-07-01,2020,3,Afghanistan,Asia Central,Male,17 and under,Positive,Reasonable grounds decision,8
2020-07-01,2020,3,Afghanistan,Asia Central,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,4
2020-07-01,2020,3,Albania,Europe Other,Female,18 to 29,Negative,Conclusive grounds decision,1
2020-07-01,2020,3,Albania,Europe Other,Female,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Albania,Europe Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Albania,Europe Other,Male,18 to 29,Negative,Conclusive grounds decision,2
2020-07-01,2020,3,Albania,Europe Other,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Albania,Europe Other,Male,18 to 29,Positive,Reasonable grounds decision,4
2020-07-01,2020,3,Albania,Europe Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Albania,Europe Other,Male,30 to 49,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Albania,Europe Other,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Albania,Europe Other,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Albania,Europe Other,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Benin,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Benin,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Central African Republic,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Central African Republic,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,9
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,18 to 29,Positive,Conclusive grounds decision,4
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,13
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,6
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,30 to 49,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,7
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,5
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,6
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Positive,Conclusive grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,7
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,21
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Negative,Conclusive grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,8
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Conclusive grounds decision,10
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,33
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,12
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Positive,Conclusive grounds decision,4
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,16
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,50 to 69,Awaiting a reasonable grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,5
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,3
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,3
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Conclusive grounds decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,7
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,3
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Guinea-Bissau,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Guinea-Bissau,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Guinea-Bissau,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,India,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,4
2020-07-01,2020,3,India,Asia South,Male,18 to 29,Negative,Conclusive grounds decision,1
2020-07-01,2020,3,India,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,5
2020-07-01,2020,3,India,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,6
2020-07-01,2020,3,India,Asia South,Male,30 to 49,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,India,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,6
2020-07-01,2020,3,India,Asia South,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,India,Asia South,Male,50 to 69,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,India,Asia South,Male,50 to 69,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Iran,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,6
2020-07-01,2020,3,Iran,Middle East,Female,18 to 29,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Iran,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,6
2020-07-01,2020,3,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Iran,Middle East,Female,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Iran,Middle East,Female,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,19
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Negative,Conclusive grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,21
2020-07-01,2020,3,Iran,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,25
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Negative,Conclusive grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,7
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Positive,Conclusive grounds decision,7
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,33
2020-07-01,2020,3,Iran,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Iran,Middle East,Male,50 to 69,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Iran,Middle East,Male,50 to 69,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-07-01,2020,3,Iran,Middle East,Male,17 and under,Negative,Reasonable grounds decision,2
2020-07-01,2020,3,Iran,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2020-07-01,2020,3,Iran,Middle East,Male,17 and under,Positive,Reasonable grounds decision,4
2020-07-01,2020,3,Iraq,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Iraq,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Iraq,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Iraq,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iraq,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Iraq,Middle East,Female,50 to 69,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iraq,Middle East,Female,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iraq,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,16
2020-07-01,2020,3,Iraq,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,3
2020-07-01,2020,3,Iraq,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,2
2020-07-01,2020,3,Iraq,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,18
2020-07-01,2020,3,Iraq,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2020-07-01,2020,3,Iraq,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,13
2020-07-01,2020,3,Iraq,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,3
2020-07-01,2020,3,Iraq,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,13
2020-07-01,2020,3,Iraq,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Iraq,Middle East,Male,50 to 69,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Iraq,Middle East,Male,50 to 69,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Iraq,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Iraq,Middle East,Male,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Iraq,Middle East,Male,17 and under,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,2
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Kuwait,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Kuwait,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Kuwait,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Kuwait,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Libya,Africa North,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Libya,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Libya,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Libya,Africa North,Male,17 and under,Negative,Reasonable grounds decision,1
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,3
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-07-01,2020,3,Mauritania,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Mauritania,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-07-01,2020,3,Niger,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-07-01,2020,3,Niger,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
