Date,Year,Quarter,Nationality,Region,Grant,Refused,Initial grant rate
2001-07-01,2001,2001 Q3,Jamaica,America Central and South,4,117,0.03305785123966942
2001-07-01,2001,2001 Q3,Jordan,Middle East,1,7,0.125
2001-07-01,2001,2001 Q3,Kazakhstan,Asia Central,2,3,0.4
2001-07-01,2001,2001 Q3,Kenya,Africa Sub-Saharan,16,118,0.11940298507462686
2001-07-01,2001,2001 Q3,Korea (North),Asia East,NA,4,NA
2001-07-01,2001,2001 Q3,Kuwait,Middle East,1,2,0.3333333333333333
2001-07-01,2001,2001 Q3,Kyrgyzstan,Asia Central,NA,2,NA
2001-07-01,2001,2001 Q3,Latvia,EU 8,NA,47,NA
2001-07-01,2001,2001 Q3,Lebanon,Middle East,4,43,0.0851063829787234
2001-07-01,2001,2001 Q3,Liberia,Africa Sub-Saharan,21,21,0.5
2001-07-01,2001,2001 Q3,Libya,Africa North,33,13,0.717391304347826
2001-07-01,2001,2001 Q3,Lithuania,EU 8,4,87,0.04395604395604396
2001-07-01,2001,2001 Q3,Macau,Asia East,NA,2,NA
2001-07-01,2001,2001 Q3,Macedonia,Europe Other,43,169,0.2028301886792453
2001-07-01,2001,2001 Q3,Malawi,Africa Sub-Saharan,NA,8,NA
2001-07-01,2001,2001 Q3,Malaysia,Asia South East,NA,2,NA
2001-07-01,2001,2001 Q3,Maldives,Asia South,NA,1,NA
2001-07-01,2001,2001 Q3,Mali,Africa Sub-Saharan,NA,1,NA
2001-07-01,2001,2001 Q3,Mauritania,Africa North,NA,2,NA
2001-07-01,2001,2001 Q3,Mauritius,Africa Sub-Saharan,3,8,0.2727272727272727
2001-07-01,2001,2001 Q3,Moldova,Europe Other,6,75,0.07407407407407407
2001-07-01,2001,2001 Q3,Mongolia,Asia East,1,31,0.03125
2001-07-01,2001,2001 Q3,Morocco,Africa North,NA,9,NA
2001-07-01,2001,2001 Q3,Mozambique,Africa Sub-Saharan,NA,1,NA
2001-07-01,2001,2001 Q3,Namibia,Africa Sub-Saharan,1,NA,NA
2001-07-01,2001,2001 Q3,Nepal,Asia South,10,178,0.05319148936170213
2001-07-01,2001,2001 Q3,Niger,Africa Sub-Saharan,NA,7,NA
2001-07-01,2001,2001 Q3,Nigeria,Africa Sub-Saharan,40,229,0.14869888475836432
2001-07-01,2001,2001 Q3,Occupied Palestinian Territories,Middle East,2,8,0.2
2001-07-01,2001,2001 Q3,Other and unknown,Other,19,48,0.2835820895522388
2001-07-01,2001,2001 Q3,Pakistan,Asia South,83,830,0.09090909090909091
2001-07-01,2001,2001 Q3,Peru,America Central and South,NA,4,NA
2001-07-01,2001,2001 Q3,Philippines,Asia South East,1,21,0.045454545454545456
2001-07-01,2001,2001 Q3,Poland,EU 8,3,151,0.01948051948051948
2001-07-01,2001,2001 Q3,Romania,EU 2,31,405,0.07110091743119266
2001-07-01,2001,2001 Q3,Russia,Europe Other,13,121,0.09701492537313433
2001-07-01,2001,2001 Q3,Rwanda,Africa Sub-Saharan,143,110,0.5652173913043478
2001-07-01,2001,2001 Q3,Saudi Arabia,Middle East,NA,1,NA
2001-07-01,2001,2001 Q3,Senegal,Africa Sub-Saharan,NA,3,NA
2001-07-01,2001,2001 Q3,Serbia and Montenegro,Europe Other,443,2124,0.17257499026100506
2001-07-01,2001,2001 Q3,Seychelles,Africa Sub-Saharan,1,4,0.2
2001-07-01,2001,2001 Q3,Sierra Leone,Africa Sub-Saharan,391,275,0.5870870870870871
2001-07-01,2001,2001 Q3,Slovakia,EU 8,NA,13,NA
2001-07-01,2001,2001 Q3,Slovenia,EU 8,NA,1,NA
2001-07-01,2001,2001 Q3,Somalia,Africa Sub-Saharan,938,920,0.5048439181916039
2001-07-01,2001,2001 Q3,South Africa,Africa Sub-Saharan,NA,26,NA
2001-07-01,2001,2001 Q3,Spain,EU 14,NA,1,NA
2001-07-01,2001,2001 Q3,Sri Lanka,Asia South,382,1384,0.21630804077010193
2001-07-01,2001,2001 Q3,St. Lucia,America Central and South,NA,1,NA
2001-07-01,2001,2001 Q3,St. Vincent and the Grenadines,America Central and South,NA,1,NA
2001-07-01,2001,2001 Q3,Sudan,Africa North,30,80,0.2727272727272727
2001-07-01,2001,2001 Q3,Surinam,America Central and South,1,1,0.5
2001-07-01,2001,2001 Q3,Switzerland,Europe Other,NA,2,NA
2001-07-01,2001,2001 Q3,Syria,Middle East,3,27,0.1
2001-07-01,2001,2001 Q3,Tajikistan,Asia Central,1,2,0.3333333333333333
2001-07-01,2001,2001 Q3,Tanzania,Africa Sub-Saharan,8,24,0.25
2001-07-01,2001,2001 Q3,Thailand,Asia South East,NA,7,NA
2001-07-01,2001,2001 Q3,Togo,Africa Sub-Saharan,6,25,0.1935483870967742
2001-07-01,2001,2001 Q3,Tunisia,Africa North,NA,6,NA
2001-07-01,2001,2001 Q3,Turkey,Europe Other,121,1573,0.07142857142857142
2001-07-01,2001,2001 Q3,Uganda,Africa Sub-Saharan,27,155,0.14835164835164835
2001-07-01,2001,2001 Q3,Ukraine,Europe Other,2,126,0.015625
2001-07-01,2001,2001 Q3,United States,America North,1,1,0.5
2001-07-01,2001,2001 Q3,Uzbekistan,Asia Central,NA,2,NA
2001-07-01,2001,2001 Q3,Venezuela,America Central and South,NA,2,NA
2001-07-01,2001,2001 Q3,Vietnam,Asia South East,28,64,0.30434782608695654
2001-07-01,2001,2001 Q3,Yemen,Middle East,7,40,0.14893617021276595
2001-07-01,2001,2001 Q3,Zambia,Africa Sub-Saharan,1,6,0.14285714285714285
2001-07-01,2001,2001 Q3,Zimbabwe,Africa Sub-Saharan,42,395,0.09610983981693363
2001-10-01,2001,2001 Q4,Afghanistan,Asia Central,1964,477,0.8045882834903728
2001-10-01,2001,2001 Q4,Albania,Europe Other,60,233,0.20477815699658702
2001-10-01,2001,2001 Q4,Algeria,Africa North,17,308,0.052307692307692305
2001-10-01,2001,2001 Q4,Angola,Africa Sub-Saharan,163,130,0.5563139931740614
2001-10-01,2001,2001 Q4,Armenia,Europe Other,5,34,0.1282051282051282
2001-10-01,2001,2001 Q4,Australia,Oceania,1,1,0.5
2001-10-01,2001,2001 Q4,Azerbaijan,Europe Other,2,31,0.06060606060606061
2001-10-01,2001,2001 Q4,Bangladesh,Asia South,22,118,0.15714285714285714
2001-10-01,2001,2001 Q4,Belarus,Europe Other,2,47,0.04081632653061224
2001-10-01,2001,2001 Q4,Belgium,EU 14,NA,1,NA
2001-10-01,2001,2001 Q4,Benin,Africa Sub-Saharan,1,5,0.16666666666666666
2001-10-01,2001,2001 Q4,Bhutan,Asia South,3,20,0.13043478260869565
2001-10-01,2001,2001 Q4,Bolivia,America Central and South,NA,9,NA
2001-10-01,2001,2001 Q4,Bosnia and Herzegovina,Europe Other,3,19,0.13636363636363635
2001-10-01,2001,2001 Q4,Botswana,Africa Sub-Saharan,NA,2,NA
2001-10-01,2001,2001 Q4,Brazil,America Central and South,1,4,0.2
2001-10-01,2001,2001 Q4,British overseas citizens,Other,1,5,0.16666666666666666
2001-10-01,2001,2001 Q4,Brunei,Asia South East,NA,1,NA
2001-10-01,2001,2001 Q4,Bulgaria,EU 2,2,26,0.07142857142857142
2001-10-01,2001,2001 Q4,Burkina,Africa Sub-Saharan,NA,5,NA
2001-10-01,2001,2001 Q4,Burma,Asia South East,6,15,0.2857142857142857
2001-10-01,2001,2001 Q4,Burundi,Africa Sub-Saharan,70,92,0.43209876543209874
2001-10-01,2001,2001 Q4,Cambodia,Asia South East,NA,1,NA
2001-10-01,2001,2001 Q4,Cameroon,Africa Sub-Saharan,25,102,0.1968503937007874
2001-10-01,2001,2001 Q4,Canada,America North,NA,2,NA
2001-10-01,2001,2001 Q4,Central African Republic,Africa Sub-Saharan,NA,2,NA
2001-10-01,2001,2001 Q4,Chad,Africa Sub-Saharan,8,7,0.5333333333333333
2001-10-01,2001,2001 Q4,Chile,America Central and South,NA,1,NA
2001-10-01,2001,2001 Q4,China,Asia East,45,753,0.05639097744360902
2001-10-01,2001,2001 Q4,Colombia,America Central and South,18,126,0.125
2001-10-01,2001,2001 Q4,Congo,Africa Sub-Saharan,43,115,0.2721518987341772
2001-10-01,2001,2001 Q4,Congo (Democratic Republic),Africa Sub-Saharan,154,340,0.3117408906882591
2001-10-01,2001,2001 Q4,Croatia,EU Other,13,58,0.18309859154929578
2001-10-01,2001,2001 Q4,Cuba,America Central and South,NA,6,NA
2001-10-01,2001,2001 Q4,Cyprus,EU Other,2,6,0.25
2001-10-01,2001,2001 Q4,Cyprus (Northern part of),Europe Other,7,42,0.14285714285714285
2001-10-01,2001,2001 Q4,Czech Republic,EU 8,1,86,0.011494252873563218
2001-10-01,2001,2001 Q4,Djibouti,Africa Sub-Saharan,NA,3,NA
2001-10-01,2001,2001 Q4,Ecuador,America Central and South,2,53,0.03636363636363636
2001-10-01,2001,2001 Q4,Egypt,Africa North,NA,18,NA
2001-10-01,2001,2001 Q4,Eritrea,Africa Sub-Saharan,105,161,0.39473684210526316
2001-10-01,2001,2001 Q4,Estonia,EU 8,NA,19,NA
2001-10-01,2001,2001 Q4,Ethiopia,Africa Sub-Saharan,105,160,0.39622641509433965
2001-10-01,2001,2001 Q4,France,EU 14,NA,2,NA
2001-10-01,2001,2001 Q4,Gabon,Africa Sub-Saharan,NA,4,NA
2001-10-01,2001,2001 Q4,"Gambia, The",Africa Sub-Saharan,4,11,0.26666666666666666
2001-10-01,2001,2001 Q4,Georgia,Europe Other,1,33,0.029411764705882353
2001-10-01,2001,2001 Q4,Ghana,Africa Sub-Saharan,16,60,0.21052631578947367
2001-10-01,2001,2001 Q4,Guinea,Africa Sub-Saharan,6,19,0.24
2001-10-01,2001,2001 Q4,Guinea-Bissau,Africa Sub-Saharan,NA,5,NA
2001-10-01,2001,2001 Q4,Hong Kong,Asia East,NA,3,NA
2001-10-01,2001,2001 Q4,Hungary,EU 8,NA,2,NA
2001-10-01,2001,2001 Q4,India,Asia South,14,410,0.0330188679245283
2001-10-01,2001,2001 Q4,Indonesia,Asia South East,NA,19,NA
2001-10-01,2001,2001 Q4,Iran,Middle East,206,747,0.2161594963273872
2001-10-01,2001,2001 Q4,Iraq,Middle East,780,935,0.45481049562682213
2001-10-01,2001,2001 Q4,Israel,Middle East,NA,14,NA
2001-10-01,2001,2001 Q4,Ivory Coast,Africa Sub-Saharan,7,73,0.0875
2001-10-01,2001,2001 Q4,Jamaica,America Central and South,3,102,0.02857142857142857
2001-10-01,2001,2001 Q4,Jordan,Middle East,2,7,0.2222222222222222
2001-10-01,2001,2001 Q4,Kazakhstan,Asia Central,1,11,0.08333333333333333
2001-10-01,2001,2001 Q4,Kenya,Africa Sub-Saharan,18,109,0.14173228346456693
2001-10-01,2001,2001 Q4,Korea (North),Asia East,NA,1,NA
2001-10-01,2001,2001 Q4,Korea (South),Asia East,NA,1,NA
2001-10-01,2001,2001 Q4,Kuwait,Middle East,7,7,0.5
2001-10-01,2001,2001 Q4,Kyrgyzstan,Asia Central,NA,3,NA
2001-10-01,2001,2001 Q4,Latvia,EU 8,2,48,0.04
2001-10-01,2001,2001 Q4,Lebanon,Middle East,5,50,0.09090909090909091
2001-10-01,2001,2001 Q4,Lesotho,Africa Sub-Saharan,NA,1,NA
2001-10-01,2001,2001 Q4,Liberia,Africa Sub-Saharan,29,19,0.6041666666666666
2001-10-01,2001,2001 Q4,Libya,Africa North,40,14,0.7407407407407407
2001-10-01,2001,2001 Q4,Lithuania,EU 8,6,79,0.07058823529411765
2001-10-01,2001,2001 Q4,Macau,Asia East,1,2,0.3333333333333333
2001-10-01,2001,2001 Q4,Macedonia,Europe Other,102,176,0.3669064748201439
2001-10-01,2001,2001 Q4,Malawi,Africa Sub-Saharan,NA,12,NA
2001-10-01,2001,2001 Q4,Malaysia,Asia South East,NA,3,NA
2001-10-01,2001,2001 Q4,Mauritania,Africa North,NA,2,NA
2001-10-01,2001,2001 Q4,Mauritius,Africa Sub-Saharan,NA,2,NA
2001-10-01,2001,2001 Q4,Mexico,America Central and South,NA,2,NA
2001-10-01,2001,2001 Q4,Moldova,Europe Other,29,80,0.26605504587155965
2001-10-01,2001,2001 Q4,Mongolia,Asia East,NA,36,NA
2001-10-01,2001,2001 Q4,Morocco,Africa North,1,6,0.14285714285714285
2001-10-01,2001,2001 Q4,Mozambique,Africa Sub-Saharan,2,NA,NA
2001-10-01,2001,2001 Q4,Namibia,Africa Sub-Saharan,NA,2,NA
2001-10-01,2001,2001 Q4,Nepal,Asia South,7,165,0.040697674418604654
2001-10-01,2001,2001 Q4,Nicaragua,America Central and South,NA,1,NA
2001-10-01,2001,2001 Q4,Niger,Africa Sub-Saharan,NA,3,NA
2001-10-01,2001,2001 Q4,Nigeria,Africa Sub-Saharan,19,282,0.06312292358803986
2001-10-01,2001,2001 Q4,Occupied Palestinian Territories,Middle East,NA,6,NA
2001-10-01,2001,2001 Q4,Oman,Middle East,NA,2,NA
2001-10-01,2001,2001 Q4,Other and unknown,Other,18,39,0.3157894736842105
2001-10-01,2001,2001 Q4,Pakistan,Asia South,105,672,0.13513513513513514
2001-10-01,2001,2001 Q4,Peru,America Central and South,1,5,0.16666666666666666
2001-10-01,2001,2001 Q4,Philippines,Asia South East,NA,6,NA
2001-10-01,2001,2001 Q4,Poland,EU 8,3,122,0.024
2001-10-01,2001,2001 Q4,Romania,EU 2,12,284,0.04054054054054054
2001-10-01,2001,2001 Q4,Russia,Europe Other,7,104,0.06306306306306306
2001-10-01,2001,2001 Q4,Rwanda,Africa Sub-Saharan,119,67,0.6397849462365591
2001-10-01,2001,2001 Q4,Saudi Arabia,Middle East,NA,1,NA
2001-10-01,2001,2001 Q4,Serbia and Montenegro,Europe Other,587,1136,0.3406848520023215
2001-10-01,2001,2001 Q4,Seychelles,Africa Sub-Saharan,NA,4,NA
2001-10-01,2001,2001 Q4,Sierra Leone,Africa Sub-Saharan,104,508,0.16993464052287582
2001-10-01,2001,2001 Q4,Slovakia,EU 8,NA,19,NA
2001-10-01,2001,2001 Q4,Somalia,Africa Sub-Saharan,1129,970,0.5378751786565031
2001-10-01,2001,2001 Q4,South Africa,Africa Sub-Saharan,2,32,0.058823529411764705
2001-10-01,2001,2001 Q4,Spain,EU 14,NA,5,NA
2001-10-01,2001,2001 Q4,Sri Lanka,Asia South,347,1073,0.2443661971830986
2001-10-01,2001,2001 Q4,Sudan,Africa North,30,105,0.2222222222222222
2001-10-01,2001,2001 Q4,Swaziland,Africa Sub-Saharan,NA,1,NA
2001-10-01,2001,2001 Q4,Switzerland,Europe Other,NA,1,NA
2001-10-01,2001,2001 Q4,Syria,Middle East,7,19,0.2692307692307692
2001-10-01,2001,2001 Q4,Taiwan,Asia East,NA,1,NA
2001-10-01,2001,2001 Q4,Tajikistan,Asia Central,NA,2,NA
2001-10-01,2001,2001 Q4,Tanzania,Africa Sub-Saharan,6,11,0.35294117647058826
2001-10-01,2001,2001 Q4,Thailand,Asia South East,NA,2,NA
2001-10-01,2001,2001 Q4,Togo,Africa Sub-Saharan,7,28,0.2
2001-10-01,2001,2001 Q4,Tunisia,Africa North,1,8,0.1111111111111111
2001-10-01,2001,2001 Q4,Turkey,Europe Other,109,1409,0.07180500658761528
2001-10-01,2001,2001 Q4,Uganda,Africa Sub-Saharan,46,154,0.23
2001-10-01,2001,2001 Q4,Ukraine,Europe Other,10,139,0.06711409395973154
2001-10-01,2001,2001 Q4,United Arab Emirates,Middle East,1,NA,NA
2001-10-01,2001,2001 Q4,United States,America North,NA,2,NA
2001-10-01,2001,2001 Q4,Uruguay,America Central and South,1,NA,NA
2001-10-01,2001,2001 Q4,Uzbekistan,Asia Central,NA,2,NA
2001-10-01,2001,2001 Q4,Venezuela,America Central and South,NA,3,NA
2001-10-01,2001,2001 Q4,Vietnam,Asia South East,36,94,0.27692307692307694
2001-10-01,2001,2001 Q4,Western Sahara,Africa North,NA,2,NA
2001-10-01,2001,2001 Q4,Yemen,Middle East,14,52,0.21212121212121213
2001-10-01,2001,2001 Q4,Zambia,Africa Sub-Saharan,NA,2,NA
2001-10-01,2001,2001 Q4,Zimbabwe,Africa Sub-Saharan,60,605,0.09022556390977443
2002-01-01,2002,2002 Q1,Afghanistan,Asia Central,2432,611,0.7992113046335853
2002-01-01,2002,2002 Q1,Albania,Europe Other,82,233,0.26031746031746034
2002-01-01,2002,2002 Q1,Algeria,Africa North,18,304,0.055900621118012424
2002-01-01,2002,2002 Q1,Angola,Africa Sub-Saharan,209,170,0.5514511873350924
2002-01-01,2002,2002 Q1,Armenia,Europe Other,6,26,0.1875
2002-01-01,2002,2002 Q1,Azerbaijan,Europe Other,4,39,0.09302325581395349
2002-01-01,2002,2002 Q1,Bangladesh,Asia South,13,120,0.09774436090225563
2002-01-01,2002,2002 Q1,Belarus,Europe Other,10,39,0.20408163265306123
2002-01-01,2002,2002 Q1,Benin,Africa Sub-Saharan,NA,3,NA
2002-01-01,2002,2002 Q1,Bhutan,Asia South,3,26,0.10344827586206896
2002-01-01,2002,2002 Q1,Bolivia,America Central and South,1,7,0.125
2002-01-01,2002,2002 Q1,Bosnia and Herzegovina,Europe Other,3,22,0.12
2002-01-01,2002,2002 Q1,Brazil,America Central and South,1,7,0.125
2002-01-01,2002,2002 Q1,British overseas citizens,Other,2,5,0.2857142857142857
2002-01-01,2002,2002 Q1,Bulgaria,EU 2,NA,51,NA
2002-01-01,2002,2002 Q1,Burkina,Africa Sub-Saharan,1,3,0.25
2002-01-01,2002,2002 Q1,Burma,Asia South East,10,19,0.3448275862068966
2002-01-01,2002,2002 Q1,Burundi,Africa Sub-Saharan,102,94,0.5204081632653061
2002-01-01,2002,2002 Q1,Cambodia,Asia South East,NA,1,NA
2002-01-01,2002,2002 Q1,Cameroon,Africa Sub-Saharan,26,111,0.1897810218978102
2002-01-01,2002,2002 Q1,Canada,America North,NA,1,NA
2002-01-01,2002,2002 Q1,Central African Republic,Africa Sub-Saharan,NA,1,NA
2002-01-01,2002,2002 Q1,Chad,Africa Sub-Saharan,6,9,0.4
2002-01-01,2002,2002 Q1,Chile,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,China,Asia East,99,1011,0.0891891891891892
2002-01-01,2002,2002 Q1,Colombia,America Central and South,28,130,0.17721518987341772
2002-01-01,2002,2002 Q1,Congo,Africa Sub-Saharan,40,164,0.19607843137254902
2002-01-01,2002,2002 Q1,Congo (Democratic Republic),Africa Sub-Saharan,160,430,0.2711864406779661
2002-01-01,2002,2002 Q1,Costa Rica,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,Croatia,EU Other,2,32,0.058823529411764705
2002-01-01,2002,2002 Q1,Cuba,America Central and South,NA,2,NA
2002-01-01,2002,2002 Q1,Cyprus,EU Other,1,9,0.1
2002-01-01,2002,2002 Q1,Cyprus (Northern part of),Europe Other,5,18,0.21739130434782608
2002-01-01,2002,2002 Q1,Czech Republic,EU 8,5,95,0.05
2002-01-01,2002,2002 Q1,Ecuador,America Central and South,12,90,0.11764705882352941
2002-01-01,2002,2002 Q1,Egypt,Africa North,NA,24,NA
2002-01-01,2002,2002 Q1,Eritrea,Africa Sub-Saharan,94,132,0.415929203539823
2002-01-01,2002,2002 Q1,Estonia,EU 8,NA,14,NA
2002-01-01,2002,2002 Q1,Ethiopia,Africa Sub-Saharan,66,87,0.43137254901960786
2002-01-01,2002,2002 Q1,France,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Gabon,Africa Sub-Saharan,NA,1,NA
2002-01-01,2002,2002 Q1,"Gambia, The",Africa Sub-Saharan,2,28,0.06666666666666667
2002-01-01,2002,2002 Q1,Georgia,Europe Other,8,39,0.1702127659574468
2002-01-01,2002,2002 Q1,Germany,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Ghana,Africa Sub-Saharan,7,42,0.14285714285714285
2002-01-01,2002,2002 Q1,Guinea,Africa Sub-Saharan,11,29,0.275
2002-01-01,2002,2002 Q1,Guinea-Bissau,Africa Sub-Saharan,NA,5,NA
2002-01-01,2002,2002 Q1,Guyana,America Central and South,NA,2,NA
2002-01-01,2002,2002 Q1,Honduras,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,Hong Kong,Asia East,NA,3,NA
2002-01-01,2002,2002 Q1,India,Asia South,13,556,0.022847100175746926
2002-01-01,2002,2002 Q1,Indonesia,Asia South East,NA,25,NA
2002-01-01,2002,2002 Q1,Iran,Middle East,178,826,0.17729083665338646
2002-01-01,2002,2002 Q1,Iraq,Middle East,1687,908,0.6500963391136801
2002-01-01,2002,2002 Q1,Ireland,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Israel,Middle East,1,14,0.06666666666666667
2002-01-01,2002,2002 Q1,Italy,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Ivory Coast,Africa Sub-Saharan,8,54,0.12903225806451613
2002-01-01,2002,2002 Q1,Jamaica,America Central and South,7,137,0.04861111111111111
2002-01-01,2002,2002 Q1,Jordan,Middle East,NA,5,NA
2002-01-01,2002,2002 Q1,Kazakhstan,Asia Central,NA,21,NA
2002-01-01,2002,2002 Q1,Kenya,Africa Sub-Saharan,17,105,0.13934426229508196
2002-01-01,2002,2002 Q1,Korea (North),Asia East,1,NA,NA
2002-01-01,2002,2002 Q1,Korea (South),Asia East,NA,2,NA
2002-01-01,2002,2002 Q1,Kuwait,Middle East,3,7,0.3
2002-01-01,2002,2002 Q1,Kyrgyzstan,Asia Central,NA,3,NA
2002-01-01,2002,2002 Q1,Latvia,EU 8,NA,89,NA
2002-01-01,2002,2002 Q1,Lebanon,Middle East,1,29,0.03333333333333333
2002-01-01,2002,2002 Q1,Lesotho,Africa Sub-Saharan,NA,1,NA
2002-01-01,2002,2002 Q1,Liberia,Africa Sub-Saharan,29,15,0.6590909090909091
2002-01-01,2002,2002 Q1,Libya,Africa North,50,6,0.8928571428571429
2002-01-01,2002,2002 Q1,Lithuania,EU 8,NA,75,NA
2002-01-01,2002,2002 Q1,Macau,Asia East,NA,1,NA
2002-01-01,2002,2002 Q1,Macedonia,Europe Other,62,130,0.3229166666666667
2002-01-01,2002,2002 Q1,Malawi,Africa Sub-Saharan,2,9,0.18181818181818182
2002-01-01,2002,2002 Q1,Malaysia,Asia South East,NA,6,NA
2002-01-01,2002,2002 Q1,Maldives,Asia South,NA,1,NA
2002-01-01,2002,2002 Q1,Mali,Africa Sub-Saharan,1,1,0.5
2002-01-01,2002,2002 Q1,Malta,EU Other,NA,1,NA
2002-01-01,2002,2002 Q1,Mauritius,Africa Sub-Saharan,NA,1,NA
2002-01-01,2002,2002 Q1,Mexico,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,Moldova,Europe Other,29,143,0.1686046511627907
2002-01-01,2002,2002 Q1,Mongolia,Asia East,2,50,0.038461538461538464
2002-01-01,2002,2002 Q1,Morocco,Africa North,1,8,0.1111111111111111
2002-01-01,2002,2002 Q1,Mozambique,Africa Sub-Saharan,NA,1,NA
2002-01-01,2002,2002 Q1,Namibia,Africa Sub-Saharan,NA,2,NA
2002-01-01,2002,2002 Q1,Nepal,Asia South,7,179,0.03763440860215054
2002-01-01,2002,2002 Q1,Netherlands,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Niger,Africa Sub-Saharan,NA,2,NA
2002-01-01,2002,2002 Q1,Nigeria,Africa Sub-Saharan,37,282,0.11598746081504702
2002-01-01,2002,2002 Q1,Occupied Palestinian Territories,Middle East,2,4,0.3333333333333333
2002-01-01,2002,2002 Q1,Other and unknown,Other,4,19,0.17391304347826086
2002-01-01,2002,2002 Q1,Pakistan,Asia South,74,689,0.09698558322411534
2002-01-01,2002,2002 Q1,Papua New Guinea,Oceania,1,NA,NA
2002-01-01,2002,2002 Q1,Peru,America Central and South,NA,3,NA
2002-01-01,2002,2002 Q1,Philippines,Asia South East,NA,3,NA
2002-01-01,2002,2002 Q1,Poland,EU 8,2,199,0.009950248756218905
2002-01-01,2002,2002 Q1,Portugal,EU 14,NA,1,NA
2002-01-01,2002,2002 Q1,Refugee,Other,1,4,0.2
2002-01-01,2002,2002 Q1,Romania,EU 2,15,323,0.04437869822485207
2002-01-01,2002,2002 Q1,Russia,Europe Other,8,122,0.06153846153846154
2002-01-01,2002,2002 Q1,Rwanda,Africa Sub-Saharan,127,67,0.654639175257732
2002-01-01,2002,2002 Q1,Senegal,Africa Sub-Saharan,1,4,0.2
2002-01-01,2002,2002 Q1,Serbia and Montenegro,Europe Other,330,682,0.32608695652173914
2002-01-01,2002,2002 Q1,Seychelles,Africa Sub-Saharan,NA,4,NA
2002-01-01,2002,2002 Q1,Sierra Leone,Africa Sub-Saharan,87,436,0.16634799235181644
2002-01-01,2002,2002 Q1,Singapore,Asia South East,NA,5,NA
2002-01-01,2002,2002 Q1,Slovakia,EU 8,1,25,0.038461538461538464
2002-01-01,2002,2002 Q1,Slovenia,EU 8,NA,1,NA
2002-01-01,2002,2002 Q1,Somalia,Africa Sub-Saharan,1154,609,0.6545660805445264
2002-01-01,2002,2002 Q1,South Africa,Africa Sub-Saharan,NA,51,NA
2002-01-01,2002,2002 Q1,Sri Lanka,Asia South,363,1399,0.20601589103291715
2002-01-01,2002,2002 Q1,St. Lucia,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,St. Vincent and the Grenadines,America Central and South,NA,1,NA
2002-01-01,2002,2002 Q1,Stateless,Other,1,NA,NA
2002-01-01,2002,2002 Q1,Sudan,Africa North,30,94,0.24193548387096775
2002-01-01,2002,2002 Q1,Syria,Middle East,6,31,0.16216216216216217
2002-01-01,2002,2002 Q1,Tajikistan,Asia Central,NA,6,NA
2002-01-01,2002,2002 Q1,Tanzania,Africa Sub-Saharan,3,11,0.21428571428571427
2002-01-01,2002,2002 Q1,Thailand,Asia South East,NA,2,NA
2002-01-01,2002,2002 Q1,Togo,Africa Sub-Saharan,5,21,0.19230769230769232
2002-01-01,2002,2002 Q1,Trinidad and Tobago,America Central and South,NA,3,NA
2002-01-01,2002,2002 Q1,Tunisia,Africa North,NA,2,NA
2002-01-01,2002,2002 Q1,Turkey,Europe Other,155,1158,0.11805026656511805
2002-01-01,2002,2002 Q1,Uganda,Africa Sub-Saharan,44,155,0.22110552763819097
2002-01-01,2002,2002 Q1,Ukraine,Europe Other,4,83,0.04597701149425287
2002-01-01,2002,2002 Q1,United Arab Emirates,Middle East,NA,1,NA
2002-01-01,2002,2002 Q1,Uzbekistan,Asia Central,NA,9,NA
2002-01-01,2002,2002 Q1,Venezuela,America Central and South,NA,4,NA
2002-01-01,2002,2002 Q1,Vietnam,Asia South East,89,101,0.46842105263157896
2002-01-01,2002,2002 Q1,Western Sahara,Africa North,NA,2,NA
2002-01-01,2002,2002 Q1,Yemen,Middle East,15,54,0.21739130434782608
2002-01-01,2002,2002 Q1,Zambia,Africa Sub-Saharan,3,7,0.3
2002-01-01,2002,2002 Q1,Zimbabwe,Africa Sub-Saharan,230,786,0.2263779527559055
2002-04-01,2002,2002 Q2,Afghanistan,Asia Central,1729,451,0.7931192660550459
2002-04-01,2002,2002 Q2,Albania,Europe Other,64,252,0.20253164556962025
2002-04-01,2002,2002 Q2,Algeria,Africa North,13,278,0.044673539518900345
2002-04-01,2002,2002 Q2,Angola,Africa Sub-Saharan,179,154,0.5375375375375375
