Year of application,Geographical region,Nationality,Applications,Initial decisions,Granted asylum,Granted HP/DL,Other grants,Refused,Applications withdrawn,Initial decisions not yet known,Appeals lodged,Allowed appeals,Dismissed appeals,Withdrawn appeals,Appeal outcome not yet known,Enforced returns,Voluntary returns,Assisted returns (Subset of Voluntary returns),Controlled returns (Subset of Voluntary returns),Other verified returns (Subset of Voluntary returns),Final outcome: Grants of asylum,Final outcomes: Grants of HP/DL and other,Final outcomes: Refused asylum or HP or DL or other leave,Final outcome: Withdrawn application,Final outcome: Cases with final outcome not yet known
2016,EU 14,France,4,3,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0
2016,America Central and South,French Guiana,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Gabon,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2016,Africa Sub-Saharan,"Gambia, The",160,150,19,3,8,120,7,3,101,30,63,8,0,7,7,3,2,2,41,18,91,7,3
2016,Europe Other,Georgia,42,36,1,0,0,35,5,1,26,10,16,0,0,5,4,2,2,0,8,3,25,5,1
2016,EU 14,Germany,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2016,Africa Sub-Saharan,Ghana,293,238,8,0,13,217,50,5,107,19,85,3,0,56,13,2,8,3,18,21,199,50,5
2016,Other,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 14,Greece,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,Europe Other,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Grenada,13,12,2,0,2,8,1,0,6,4,2,0,0,1,2,1,1,0,2,6,4,1,0
2016,America Central and South,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Guatemala,5,5,0,0,0,5,0,0,4,1,3,0,0,0,1,0,1,0,0,1,4,0,0
2016,Africa Sub-Saharan,Guinea,35,33,9,0,2,22,0,2,21,3,17,1,0,0,1,1,0,0,12,2,19,0,2
2016,Africa Sub-Saharan,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Guyana,6,3,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0
2016,America Central and South,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Honduras,5,4,1,0,0,3,1,0,0,0,0,0,0,1,2,1,1,0,1,0,3,1,0
2016,Asia East,Hong Kong,3,3,0,0,0,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,0,0
2016,EU 8,Hungary,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2016,Europe Other,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia South,India,1484,1025,2,13,16,994,440,19,208,46,136,24,2,235,197,28,126,43,28,46,949,440,21
2016,Asia South East,Indonesia,7,5,1,0,0,4,2,0,3,1,2,0,0,2,1,1,0,0,2,0,3,2,0
2016,Middle East,Iran,4136,3833,1452,12,93,2276,111,192,2155,1141,958,53,3,99,59,31,14,14,2489,158,1228,108,153
2016,Middle East,Iraq,2710,2356,212,65,134,1945,138,216,1891,753,1077,56,5,113,130,81,28,21,725,376,1305,134,170
2016,EU 14,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Israel,9,7,0,0,0,7,2,0,5,0,5,0,0,1,4,4,0,0,0,0,7,2,0
2016,EU 14,Italy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,Africa Sub-Saharan,Ivory Coast,36,30,3,0,0,27,3,3,24,4,18,2,0,0,1,1,0,0,7,0,23,3,3
2016,America Central and South,Jamaica,262,218,17,3,8,190,40,4,61,19,41,0,1,66,16,6,8,2,22,25,171,39,5
2016,Asia East,Japan,4,3,0,0,0,3,1,0,1,0,1,0,0,0,2,1,1,0,0,0,3,1,0
2016,Middle East,Jordan,26,23,3,1,1,18,2,1,18,8,10,0,0,0,2,2,0,0,9,4,10,2,1
2016,Asia Central,Kazakhstan,7,7,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0
2016,Africa Sub-Saharan,Kenya,82,77,8,0,6,63,5,0,42,19,23,0,0,7,6,3,3,0,20,12,45,5,0
2016,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia East,Korea (North),6,4,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,1,1
2016,Asia East,Korea (South),8,7,0,0,0,7,1,0,1,0,1,0,0,0,3,1,2,0,0,0,7,1,0
2016,Europe Other,Kosovo,22,17,1,1,1,14,1,4,8,2,5,1,0,4,2,0,2,0,3,2,13,1,3
2016,Middle East,Kuwait,42,30,9,1,0,20,12,0,16,2,13,1,0,0,7,0,6,1,11,1,18,12,0
2016,Asia Central,Kyrgyzstan,6,4,1,0,1,2,2,0,2,1,1,0,0,0,0,0,0,0,2,1,1,2,0
2016,Asia South East,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 8,Latvia,6,5,0,0,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0
2016,Middle East,Lebanon,52,45,2,0,1,42,6,1,40,17,21,1,1,1,11,5,1,5,17,3,24,6,2
2016,Africa Sub-Saharan,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Liberia,6,6,1,0,0,5,0,0,3,1,2,0,0,0,0,0,0,0,2,0,4,0,0
2016,Africa North,Libya,209,196,26,28,7,135,11,2,133,89,29,14,1,2,13,4,5,4,85,59,51,11,3
2016,Europe Other,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 8,Lithuania,17,16,0,0,0,16,1,0,0,0,0,0,0,13,0,0,0,0,0,0,16,1,0
2016,EU 14,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia East,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Macedonia,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2016,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Malawi,68,61,4,1,5,51,6,1,44,10,31,3,0,2,11,10,1,0,12,8,42,6,0
2016,Asia South East,Malaysia,77,60,15,0,1,44,15,2,34,10,23,1,0,9,11,6,5,0,24,2,34,15,2
2016,Asia South,Maldives,4,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0
2016,Africa Sub-Saharan,Mali,9,9,2,0,0,7,0,0,4,2,2,0,0,0,0,0,0,0,3,1,5,0,0
2016,EU Other,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa North,Mauritania,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Africa Sub-Saharan,Mauritius,57,49,0,0,1,48,7,1,14,4,9,1,0,13,8,5,3,0,2,3,44,7,1
2016,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Mexico,15,11,2,0,0,9,4,0,8,0,8,0,0,3,3,2,1,0,2,0,9,4,0
2016,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Moldova,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016,Europe Other,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia East,Mongolia,12,9,1,0,1,7,2,1,5,2,3,0,0,3,1,1,0,0,3,1,5,2,1
2016,Europe Other,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Other,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa North,Morocco,90,74,7,0,3,64,14,2,48,18,27,3,0,6,8,0,7,1,19,8,48,13,2
2016,Africa Sub-Saharan,Mozambique,2,2,0,0,0,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,2,0,0
2016,Africa Sub-Saharan,Namibia,27,23,2,0,0,21,4,0,13,9,4,0,0,3,1,1,0,0,10,1,12,4,0
2016,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia South,Nepal,151,113,0,1,5,107,36,2,62,11,47,4,0,21,37,5,26,6,6,11,96,36,2
2016,EU 14,Netherlands,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2016,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,New Zealand,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2016,America Central and South,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Niger,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
2016,Africa Sub-Saharan,Nigeria,1153,997,98,15,48,836,134,22,521,147,346,21,7,132,60,16,30,14,192,112,689,133,27
2016,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Occupied Palestinian Territories,78,62,14,3,2,43,10,6,32,12,19,1,0,0,5,1,1,3,25,6,32,9,6
2016,Middle East,Oman,5,4,1,0,0,3,0,1,1,0,1,0,0,0,2,1,1,0,1,0,3,0,1
2016,Other,Other and unknown,64,18,1,0,0,17,6,40,14,5,6,3,0,1,0,0,0,0,6,0,13,6,39
2016,Asia South,Pakistan,2868,2343,332,5,25,1981,489,36,1445,396,1017,31,1,344,321,81,172,68,681,71,1594,486,36
2016,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Panama,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
2016,Oceania,Papua New Guinea,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2016,America Central and South,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Peru,3,3,0,0,0,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,3,0,0
2016,Asia South East,Philippines,75,58,1,1,1,55,16,1,33,8,24,1,0,8,10,1,9,0,7,4,47,16,1
2016,Other,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 8,Poland,28,26,0,0,0,26,2,0,0,0,0,0,0,22,1,0,0,1,0,0,26,2,0
2016,EU 14,Portugal,5,5,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0
2016,America North,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Qatar,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2016,Other,Refugee,559,544,302,0,1,241,8,7,219,197,11,11,0,3,6,1,5,0,486,13,48,7,5
2016,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 2,Romania,18,17,0,0,0,17,1,0,0,0,0,0,0,11,0,0,0,0,0,0,17,1,0
2016,Europe Other,Russia,67,58,19,1,0,38,8,1,35,19,16,0,0,4,7,3,4,0,36,2,20,8,1
2016,Africa Sub-Saharan,Rwanda,22,22,1,0,2,19,0,0,19,10,7,2,0,0,4,2,2,0,8,4,10,0,0
2016,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Saudi Arabia,48,41,25,0,2,14,7,0,11,5,5,1,0,2,5,1,4,0,30,2,9,7,0
2016,Africa Sub-Saharan,Senegal,36,31,3,0,2,26,4,1,23,7,16,0,0,0,3,0,2,1,10,2,19,4,1
2016,Europe Other,Serbia,3,2,0,0,0,2,1,0,2,2,0,0,0,0,1,0,1,0,1,1,0,1,0
2016,Europe Other,Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Seychelles,4,3,0,0,0,3,1,0,2,1,1,0,0,1,1,0,1,0,1,0,2,1,0
2016,Africa Sub-Saharan,Sierra Leone,47,43,7,4,0,32,3,1,21,5,15,1,0,3,2,1,1,0,10,6,27,3,1
2016,Asia South East,Singapore,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2016,EU 8,Slovakia,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2016,EU 8,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Somalia,344,314,127,11,14,162,14,16,154,94,59,1,0,1,3,2,0,1,194,45,78,13,14
2016,Africa Sub-Saharan,South Africa,49,38,0,2,1,35,7,4,16,9,6,1,0,2,7,2,5,0,4,8,27,7,3
2016,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,EU 14,Spain,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016,Asia South,Sri Lanka,844,727,46,1,15,665,95,22,643,349,269,23,2,16,65,29,31,5,343,66,334,84,17
2016,Other,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,St. Kitts and Nevis,8,7,0,0,2,5,1,0,4,1,3,0,0,3,0,0,0,0,0,3,4,1,0
2016,America Central and South,St. Lucia,14,9,0,0,1,8,5,0,3,0,3,0,0,2,4,1,2,1,0,1,8,5,0
2016,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,St. Vincent and the Grenadines,16,11,0,0,0,11,5,0,5,3,2,0,0,1,6,4,1,1,3,0,8,5,0
2016,Other,Stateless,94,71,18,0,2,51,16,7,45,3,38,4,0,4,2,1,0,1,21,2,49,16,6
2016,Africa North,Sudan,1309,1275,1031,3,8,233,15,19,142,86,36,20,0,12,4,1,2,1,1110,14,154,15,16
2016,Africa Sub-Saharan,Sudan (South),6,6,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0
2016,America Central and South,Surinam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Swaziland,4,4,1,0,0,3,0,0,3,2,1,0,0,0,0,0,0,0,3,0,1,0,0
2016,EU 14,Sweden,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2016,Europe Other,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Middle East,Syria,1330,1218,984,2,7,225,58,54,121,60,55,6,0,27,7,0,4,3,1033,15,172,58,52
2016,Asia East,Taiwan,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2016,Asia Central,Tajikistan,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2016,Africa Sub-Saharan,Tanzania,38,36,4,0,1,31,2,0,18,5,12,0,1,5,1,1,0,0,9,1,25,2,1
2016,Asia South East,Thailand,28,18,3,0,0,15,9,1,12,5,5,2,0,2,7,2,3,2,6,2,10,9,1
2016,Africa Sub-Saharan,Togo,5,5,1,0,0,4,0,0,4,2,2,0,0,1,0,0,0,0,2,1,2,0,0
2016,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Trinidad and Tobago,30,27,6,0,0,21,3,0,11,4,7,0,0,2,1,1,0,0,8,2,17,3,0
2016,Africa North,Tunisia,45,32,7,0,2,23,12,1,14,3,11,0,0,3,3,1,2,0,8,4,20,12,1
2016,Europe Other,Turkey,323,293,76,2,6,209,21,9,193,102,88,3,0,12,19,2,9,8,163,21,109,21,9
2016,Asia Central,Turkmenistan,7,6,0,0,0,6,1,0,5,3,1,1,0,0,1,0,1,0,3,0,3,1,0
2016,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa Sub-Saharan,Uganda,193,181,86,0,6,89,10,2,78,33,42,3,0,3,10,5,4,1,117,7,57,10,2
2016,Europe Other,Ukraine,105,71,3,0,1,67,32,2,39,11,26,2,0,24,20,4,12,4,8,7,56,32,2
2016,Middle East,United Arab Emirates,6,3,2,0,0,1,3,0,1,1,0,0,0,0,3,0,3,0,3,0,0,3,0
2016,America North,United States,27,13,0,0,0,13,12,2,1,0,1,0,0,14,5,1,3,1,0,0,13,12,2
2016,America Central and South,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Asia Central,Uzbekistan,16,14,3,1,0,10,2,0,10,6,4,0,0,1,0,0,0,0,7,3,4,2,0
2016,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Europe Other,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America Central and South,Venezuela,17,15,0,0,0,15,2,0,12,5,4,3,0,0,5,1,2,2,5,0,10,2,0
2016,Asia South East,Vietnam,776,581,139,27,45,370,174,21,323,142,153,25,3,41,11,2,3,6,254,77,250,172,23
2016,Other,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,America North,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Africa North,Western Sahara,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2016,Middle East,Yemen,68,64,23,21,0,20,4,0,18,12,6,0,0,0,0,0,0,0,29,26,9,4,0
2016,Africa Sub-Saharan,Zambia,22,18,1,0,4,13,3,1,10,0,9,1,0,2,4,1,2,1,1,4,13,3,1
2016,Africa Sub-Saharan,Zimbabwe,277,258,20,3,7,228,13,6,203,78,118,6,1,10,16,7,5,4,77,30,151,12,7
2017,Asia Central,Afghanistan,1331,1027,309,16,75,627,188,116,547,308,180,58,1,31,26,15,7,4,552,108,381,185,105
2017,Europe Other,Albania,1429,1021,203,9,60,749,290,118,479,222,199,49,9,170,111,13,78,20,382,98,534,290,125
2017,Africa North,Algeria,158,109,4,1,4,100,41,8,72,23,46,3,0,8,7,3,3,1,20,13,77,41,7
2017,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Europe Other,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Africa Sub-Saharan,Angola,37,31,7,0,4,20,3,3,20,6,14,0,0,1,2,1,1,0,12,5,14,3,3
2017,Other,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,America Central and South,Antigua and Barbuda,2,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2017,America Central and South,Argentina,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,Europe Other,Armenia,27,22,3,1,1,17,3,2,18,7,10,1,0,0,5,4,1,0,8,4,11,2,2
2017,America Central and South,Aruba,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,Oceania,Australia,5,1,0,0,0,1,4,0,0,0,0,0,0,2,1,0,1,0,0,0,1,4,0
2017,EU 14,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Europe Other,Azerbaijan,32,27,8,1,0,18,3,2,19,8,10,1,0,0,5,3,1,1,14,2,11,3,2
2017,America Central and South,"Bahamas, The",1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017,Middle East,Bahrain,8,7,3,0,0,4,1,0,4,2,2,0,0,0,1,0,1,0,5,0,2,1,0
2017,Asia South,Bangladesh,1712,1404,66,7,15,1316,237,71,1145,286,819,33,7,89,112,19,74,19,290,83,1033,229,77
2017,America Central and South,Barbados,4,4,3,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,0,1,0,0
2017,Europe Other,Belarus,9,8,1,0,0,7,1,0,7,3,3,1,0,0,1,0,1,0,4,0,4,1,0
2017,EU 14,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,America Central and South,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Africa Sub-Saharan,Benin,7,5,0,0,0,5,1,1,3,0,3,0,0,0,0,0,0,0,0,0,5,1,1
2017,Other,Bermuda (British),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Asia South,Bhutan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,America Central and South,Bolivia,8,6,0,0,0,6,2,0,3,1,1,1,0,2,2,0,2,0,1,0,5,2,0
2017,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Europe Other,Bosnia and Herzegovina,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2017,Africa Sub-Saharan,Botswana,15,12,2,0,0,10,1,2,8,1,6,1,0,1,1,1,0,0,3,0,9,1,2
2017,America Central and South,Brazil,28,16,2,0,1,13,11,1,2,1,1,0,0,9,7,3,4,0,3,0,13,11,1
2017,Other,British overseas citizens,14,11,4,2,0,5,3,0,4,3,1,0,0,1,0,0,0,0,6,3,2,3,0
2017,Asia South East,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,EU 2,Bulgaria,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,Africa Sub-Saharan,Burkina,4,3,0,0,0,3,0,1,3,1,2,0,0,0,0,0,0,0,0,1,2,0,1
2017,Asia South East,Burma,41,28,9,0,1,18,5,8,15,6,9,0,0,0,4,3,1,0,15,1,12,5,8
2017,Africa Sub-Saharan,Burundi,18,17,6,0,0,11,1,0,11,4,6,1,0,0,0,0,0,0,10,0,7,1,0
2017,Asia South East,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Africa Sub-Saharan,Cameroon,214,200,53,2,2,143,9,5,138,69,67,1,1,5,7,1,4,2,105,21,75,9,4
2017,America North,Canada,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
2017,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Other,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Africa Sub-Saharan,Chad,5,4,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1
2017,America Central and South,Chile,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
2017,Asia East,China,859,308,6,1,4,297,517,34,225,45,168,11,1,38,57,12,19,26,43,12,252,517,35
2017,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,America Central and South,Colombia,7,6,0,1,0,5,1,0,4,0,4,0,0,1,0,0,0,0,0,1,5,1,0
2017,Africa Sub-Saharan,Comoros,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
