Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,17 and under,13
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,25 to 39,2
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,40 and over,4
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,17 and under,10
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,25 to 39,5
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,12
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,13
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,5
2019-09-30,2019,3,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,2
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,3
2019-09-30,2019,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Dependant,Non-UASC,Male,17 and under,2
2019-09-30,2019,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2019-09-30,2019,3,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Iraq,Middle East,Other Grants,Grant of Other Leave,Main applicant,Non-UASC,Female,25 to 39,1
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,3
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,18 to 24,1
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,25 to 39,4
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,40 and over,1
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,10
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,18 to 24,1
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,25 to 39,1
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,4
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,7
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,3
2019-09-30,2019,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,4
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,2
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,8
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,2
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,7
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2019-09-30,2019,3,Ivory Coast,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Kuwait,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Lebanon,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Mali,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Mali,Africa Sub-Saharan,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Niger,Africa Sub-Saharan,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Nigeria,Africa Sub-Saharan,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Nigeria,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,3
2019-09-30,2019,3,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Pakistan,Asia South,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2019-09-30,2019,3,Pakistan,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Pakistan,Asia South,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2019-09-30,2019,3,Pakistan,Asia South,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,2
2019-09-30,2019,3,Pakistan,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Pakistan,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Philippines,Asia South East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,18 to 24,1
2019-09-30,2019,3,Refugee,Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Refugee,Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Refugee,Other,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2019-09-30,2019,3,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Stateless,Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Syria,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,25 to 39,1
2019-09-30,2019,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2019-09-30,2019,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2019-09-30,2019,3,Tajikistan,Asia Central,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,17 and under,1
2019-09-30,2019,3,Turkey,Europe Other,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Turkey,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Vietnam,Asia South East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-09-30,2019,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2019-09-30,2019,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Afghanistan,Asia Central,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Afghanistan,Asia Central,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2019-12-31,2019,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2019-12-31,2019,4,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Afghanistan,Asia Central,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,1
2019-12-31,2019,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2019-12-31,2019,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
2019-12-31,2019,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2019-12-31,2019,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,18 to 24,1
2019-12-31,2019,4,Albania,Europe Other,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,17 and under,1
2019-12-31,2019,4,Albania,Europe Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,25 to 39,1
2019-12-31,2019,4,Albania,Europe Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Albania,Europe Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2019-12-31,2019,4,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2019-12-31,2019,4,Albania,Europe Other,Refugee Permission,Grant of Protection,Main applicant,UASC,Female,18 to 24,1
2019-12-31,2019,4,Azerbaijan,Europe Other,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,"Gambia, The",Africa Sub-Saharan,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,"Gambia, The",Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,17 and under,4
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,25 to 39,6
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,17 and under,3
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,18 to 24,3
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,25 to 39,2
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,17
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,68
2019-12-31,2019,4,Iran,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,9
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,1
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2019-12-31,2019,4,Iran,Middle East,Humanitarian Protection,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2019-12-31,2019,4,Iran,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Iran,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,2
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,25 to 39,4
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,5
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,11
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,20
2019-12-31,2019,4,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,5
2019-12-31,2019,4,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2019-12-31,2019,4,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,3
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,3
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,40 and over,2
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,2
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,7
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,4
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,26
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,119
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,16
2019-12-31,2019,4,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,10
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,17 and under,7
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,25 to 39,3
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Dependant,Non-UASC,Male,17 and under,7
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Female,18 to 24,1
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,6
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,13
2019-12-31,2019,4,Iraq,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,2
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,3
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,3
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,3
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2019-12-31,2019,4,Iraq,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,2
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,25 to 39,4
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,3
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,25 to 39,2
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,6
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,5
2019-12-31,2019,4,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,3
2019-12-31,2019,4,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,40 and over,1
2019-12-31,2019,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,4
2019-12-31,2019,4,Refugee,Other,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Syria,Middle East,3rd Country Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2019-12-31,2019,4,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2019-12-31,2019,4,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,3
