Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,Scotland,22
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,South East,6
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,South West,2
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,Wales,4
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,West Midlands,9
2014-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,13
2014-03-31,Georgia,Europe Other,Section 95,Subsistence Only,East of England,1
2014-03-31,Georgia,Europe Other,Section 95,Subsistence Only,London,5
2014-03-31,Georgia,Europe Other,Section 95,Subsistence Only,South East,1
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,7
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,6
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,17
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,10
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,49
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,1
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,19
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,3
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,14
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,29
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,10
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,3
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,1
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,London,5
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2014-03-31,Ghana,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,1
2014-03-31,Grenada,America Central and South,Section 95,Dispersed Accommodation,North West,1
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,1
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,2
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,8
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,13
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,3
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,2
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,11
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,14
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,2
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,South East,2
2014-03-31,Guinea,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,2
2014-03-31,Guinea-Bissau,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,1
2014-03-31,Guyana,America Central and South,Section 95,Dispersed Accommodation,North West,10
2014-03-31,Honduras,America Central and South,Section 95,Dispersed Accommodation,North West,2
2014-03-31,Honduras,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,East Midlands,44
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,East of England,2
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,London,17
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,North East,27
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,North West,63
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,Northern Ireland,3
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,Scotland,26
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,South East,8
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,South West,3
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,Wales,11
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,West Midlands,50
2014-03-31,India,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,43
2014-03-31,India,Asia South,Section 95,Subsistence Only,East Midlands,3
2014-03-31,India,Asia South,Section 95,Subsistence Only,East of England,5
2014-03-31,India,Asia South,Section 95,Subsistence Only,London,33
2014-03-31,India,Asia South,Section 95,Subsistence Only,West Midlands,11
2014-03-31,Indonesia,Asia South East,Section 95,Dispersed Accommodation,North West,5
2014-03-31,Indonesia,Asia South East,Section 95,Dispersed Accommodation,West Midlands,4
2014-03-31,Indonesia,Asia South East,Section 95,Subsistence Only,London,4
2014-03-31,Indonesia,Asia South East,Section 95,Subsistence Only,South East,1
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,East Midlands,175
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,East of England,39
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,London,85
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,North East,211
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,North West,537
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,13
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,Scotland,145
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,South East,19
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,South West,90
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,Unknown,10
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,Wales,208
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,West Midlands,404
2014-03-31,Iran,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,224
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,East Midlands,9
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,East of England,10
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,London,155
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,North East,10
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,North West,18
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,Scotland,4
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,South East,7
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,South West,2
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,Unknown,1
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,Wales,6
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,West Midlands,34
2014-03-31,Iran,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,9
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,East Midlands,38
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,East of England,10
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,London,17
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,North East,78
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,North West,108
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,3
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,Scotland,52
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,South East,2
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,South West,18
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,Unknown,7
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,Wales,39
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,West Midlands,71
2014-03-31,Iraq,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,60
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,East Midlands,12
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,East of England,1
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,London,29
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,North East,6
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,North West,6
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,Scotland,3
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,South East,6
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,West Midlands,18
2014-03-31,Iraq,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,3
2014-03-31,Israel,Middle East,Section 95,Dispersed Accommodation,East Midlands,1
2014-03-31,Israel,Middle East,Section 95,Dispersed Accommodation,North West,8
2014-03-31,Israel,Middle East,Section 95,Dispersed Accommodation,Wales,2
2014-03-31,Israel,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,13
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,5
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,8
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,5
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,14
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,1
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,2
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,13
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,8
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,14
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,4
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,London,20
2014-03-31,Ivory Coast,Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,East Midlands,8
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,London,17
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,North West,13
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,South East,6
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,South West,10
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,Wales,3
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,West Midlands,16
2014-03-31,Jamaica,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2014-03-31,Jamaica,America Central and South,Section 95,Subsistence Only,East Midlands,1
2014-03-31,Jamaica,America Central and South,Section 95,Subsistence Only,London,10
2014-03-31,Jamaica,America Central and South,Section 95,Subsistence Only,North East,1
2014-03-31,Jamaica,America Central and South,Section 95,Subsistence Only,West Midlands,4
2014-03-31,Jordan,Middle East,Section 95,Dispersed Accommodation,North West,12
2014-03-31,Jordan,Middle East,Section 95,Dispersed Accommodation,Scotland,5
2014-03-31,Jordan,Middle East,Section 95,Dispersed Accommodation,South East,3
2014-03-31,Jordan,Middle East,Section 95,Dispersed Accommodation,Wales,4
2014-03-31,Jordan,Middle East,Section 95,Dispersed Accommodation,West Midlands,1
2014-03-31,Jordan,Middle East,Section 95,Subsistence Only,London,3
2014-03-31,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,North West,4
2014-03-31,Kazakhstan,Asia Central,Section 95,Dispersed Accommodation,Northern Ireland,2
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,12
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,5
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,5
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,7
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,16
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,2
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,25
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,6
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,4
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,6
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,20
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,3
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,London,3
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,North West,4
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,Scotland,2
2014-03-31,Kenya,Africa Sub-Saharan,Section 95,Subsistence Only,Unknown,1
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,East Midlands,6
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,London,6
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,North East,4
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,North West,18
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,Scotland,4
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,South West,4
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,Wales,5
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,West Midlands,2
2014-03-31,Korea (North),Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,10
2014-03-31,Korea (North),Asia East,Section 95,Subsistence Only,London,4
2014-03-31,Korea (South),Asia East,Section 95,Dispersed Accommodation,North West,5
2014-03-31,Korea (South),Asia East,Section 95,Dispersed Accommodation,South West,1
2014-03-31,Korea (South),Asia East,Section 95,Dispersed Accommodation,West Midlands,3
2014-03-31,Korea (South),Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,6
2014-03-31,Kosovo,Europe Other,Section 95,Dispersed Accommodation,East of England,5
2014-03-31,Kosovo,Europe Other,Section 95,Dispersed Accommodation,North West,13
2014-03-31,Kosovo,Europe Other,Section 95,Dispersed Accommodation,South East,2
2014-03-31,Kosovo,Europe Other,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2014-03-31,Kosovo,Europe Other,Section 95,Subsistence Only,London,10
2014-03-31,Kosovo,Europe Other,Section 95,Subsistence Only,South East,4
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,East Midlands,4
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,East of England,1
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,London,1
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,North East,19
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,North West,46
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,2
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,Scotland,9
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,South East,6
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,South West,15
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,Wales,18
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,West Midlands,17
2014-03-31,Kuwait,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,38
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,London,32
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,North West,3
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,Unknown,1
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,Wales,1
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,West Midlands,2
2014-03-31,Kuwait,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,2
2014-03-31,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,East Midlands,4
2014-03-31,Kyrgyzstan,Asia Central,Section 95,Dispersed Accommodation,London,2
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,London,14
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,North East,10
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,North West,19
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,Scotland,9
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,South East,4
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,Wales,10
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,West Midlands,12
2014-03-31,Lebanon,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,30
2014-03-31,Lebanon,Middle East,Section 95,Subsistence Only,East of England,4
2014-03-31,Lebanon,Middle East,Section 95,Subsistence Only,London,11
2014-03-31,Lesotho,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,3
2014-03-31,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,3
2014-03-31,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,14
