Year,Nationality,Region,Grant,Refused,Initial grant rate
2015,Seychelles,Africa Sub-Saharan,0,1,0
2015,Sierra Leone,Africa Sub-Saharan,10,51,0.16393442622950818
2015,Singapore,Asia South East,0,1,0
2015,Slovakia,EU 8,0,5,0
2015,Somalia,Africa Sub-Saharan,198,271,0.42217484008528783
2015,South Africa,Africa Sub-Saharan,7,52,0.11864406779661017
2015,South Korea,Asia East,1,11,0.08333333333333333
2015,South Sudan,Africa Sub-Saharan,8,2,0.8
2015,Spain,EU 14,0,1,0
2015,Sri Lanka,Asia South,179,1358,0.11646063760572543
2015,St Lucia,America Central and South,1,8,0.1111111111111111
2015,St Vincent and the Grenadines,America Central and South,4,6,0.4
2015,Stateless,Other,124,88,0.5849056603773585
2015,Sudan,Africa North,2296,399,0.8519480519480519
2015,Syria,Middle East,1796,285,0.8630466122056704
2015,Tajikistan,Asia Central,0,3,0
2015,Tanzania,Africa Sub-Saharan,9,23,0.28125
2015,Thailand,Asia South East,2,9,0.18181818181818182
2015,Togo,Africa Sub-Saharan,1,9,0.1
2015,Tonga,Oceania,0,1,0
2015,Trinidad and Tobago,America Central and South,5,11,0.3125
2015,Tunisia,Africa North,4,19,0.17391304347826086
2015,Turkey,Europe Other,60,192,0.23809523809523808
2015,Turkmenistan,Asia Central,0,4,0
2015,Uganda,Africa Sub-Saharan,134,113,0.5425101214574899
2015,Ukraine,Europe Other,3,166,0.01775147928994083
2015,United Arab Emirates,Middle East,0,11,0
2015,United States,America North,0,9,0
2015,Uzbekistan,Asia Central,1,13,0.07142857142857142
2015,Venezuela,America Central and South,2,12,0.14285714285714285
2015,Vietnam,Asia South East,92,223,0.2920634920634921
2015,Western Sahara,Africa North,0,2,0
2015,Yemen,Middle East,50,42,0.5434782608695652
2015,Zambia,Africa Sub-Saharan,2,18,0.1
2015,Zimbabwe,Africa Sub-Saharan,69,354,0.16312056737588654
2016,Afghanistan,Asia Central,603,1109,0.3522196261682243
2016,Albania,Europe Other,222,597,0.27106227106227104
2016,Algeria,Africa North,13,86,0.13131313131313133
2016,Angola,Africa Sub-Saharan,8,24,0.25
2016,Argentina,America Central and South,0,1,0
2016,Armenia,Europe Other,2,3,0.4
2016,Azerbaijan,Europe Other,2,8,0.2
2016,Bahrain,Middle East,3,3,0.5
2016,Bangladesh,Asia South,70,1160,0.056910569105691054
2016,Barbados,America Central and South,0,5,0
2016,Belarus,Europe Other,5,3,0.625
2016,Belize,America Central and South,0,1,0
2016,Benin,Africa Sub-Saharan,0,1,0
2016,Bhutan,Asia South,0,1,0
2016,Bolivia,America Central and South,0,6,0
2016,Bosnia and Herzegovina,Europe Other,0,1,0
2016,Botswana,Africa Sub-Saharan,0,6,0
2016,Brazil,America Central and South,0,14,0
2016,British overseas citizens,Other,1,1,0.5
2016,Bulgaria,EU 2,0,2,0
2016,Burkina Faso,Africa Sub-Saharan,0,2,0
2016,Burundi,Africa Sub-Saharan,2,9,0.18181818181818182
2016,Cameroon,Africa Sub-Saharan,25,76,0.24752475247524752
2016,Canada,America North,0,2,0
2016,Central African Republic,Africa Sub-Saharan,1,0,1
2016,Chad,Africa Sub-Saharan,2,3,0.4
2016,China,Asia East,21,349,0.05675675675675676
2016,Colombia,America Central and South,0,2,0
2016,Congo,Africa Sub-Saharan,0,19,0
2016,Congo (Democratic Republic),Africa Sub-Saharan,47,94,0.3333333333333333
2016,Croatia,EU Other,0,1,0
2016,Cuba,America Central and South,0,1,0
2016,Czechia,EU 8,0,1,0
2016,Djibouti,Africa Sub-Saharan,0,1,0
2016,Dominica,America Central and South,2,4,0.3333333333333333
2016,Dominican Republic,America Central and South,0,1,0
2016,Ecuador,America Central and South,0,2,0
2016,Egypt,Africa North,25,181,0.12135922330097088
2016,El Salvador,America Central and South,5,11,0.3125
2016,Equatorial Guinea,Africa Sub-Saharan,0,1,0
2016,Eritrea,Africa Sub-Saharan,1237,601,0.6730141458106638
2016,Estonia,EU 8,0,2,0
2016,Eswatini,Africa Sub-Saharan,3,6,0.3333333333333333
2016,Ethiopia,Africa Sub-Saharan,188,172,0.5222222222222223
2016,Fiji,Oceania,0,1,0
2016,France,EU 14,0,4,0
2016,French Guiana (French),America Central and South,1,0,1
2016,"Gambia, The",Africa Sub-Saharan,17,115,0.12878787878787878
2016,Georgia,Europe Other,0,27,0
2016,Germany,EU 14,0,2,0
2016,Ghana,Africa Sub-Saharan,14,163,0.07909604519774012
2016,Greece,EU 14,0,1,0
2016,Grenada,America Central and South,1,3,0.25
2016,Guinea,Africa Sub-Saharan,9,14,0.391304347826087
2016,Guinea-Bissau,Africa Sub-Saharan,0,2,0
2016,Guyana,America Central and South,1,4,0.2
2016,Honduras,America Central and South,0,4,0
2016,Hong Kong,Asia East,0,1,0
2016,Hungary,EU 8,0,2,0
2016,India,Asia South,6,899,0.0066298342541436465
2016,Indonesia,Asia South East,1,5,0.16666666666666666
2016,Iran,Middle East,1456,2446,0.3731419784725782
2016,Iraq,Middle East,285,2093,0.11984861227922625
2016,Israel,Middle East,0,2,0
2016,Italy,EU 14,0,1,0
2016,Ivory Coast,Africa Sub-Saharan,5,18,0.21739130434782608
2016,Jamaica,America Central and South,18,178,0.09183673469387756
2016,Japan,Asia East,0,1,0
2016,Jordan,Middle East,1,7,0.125
2016,Kazakhstan,Asia Central,1,0,1
2016,Kenya,Africa Sub-Saharan,8,51,0.13559322033898305
2016,Kosovo,Europe Other,1,6,0.14285714285714285
2016,Kuwait,Middle East,9,24,0.2727272727272727
2016,Kyrgyzstan,Asia Central,1,3,0.25
2016,Laos,Asia South East,1,0,1
2016,Latvia,EU 8,0,6,0
2016,Lebanon,Middle East,2,30,0.0625
2016,Liberia,Africa Sub-Saharan,0,3,0
2016,Libya,Africa North,38,163,0.1890547263681592
2016,Lithuania,EU 8,0,19,0
2016,Malawi,Africa Sub-Saharan,7,50,0.12280701754385964
2016,Malaysia,Asia South East,13,38,0.2549019607843137
2016,Maldives,Asia South,2,0,1
2016,Mali,Africa Sub-Saharan,0,8,0
2016,Mauritius,Africa Sub-Saharan,2,37,0.05128205128205128
2016,Mexico,America Central and South,2,8,0.2
2016,Moldova,Europe Other,0,1,0
2016,Mongolia,Asia East,1,7,0.125
2016,Morocco,Africa North,1,42,0.023255813953488372
2016,Mozambique,Africa Sub-Saharan,0,1,0
2016,Myanmar (Burma),Asia South East,7,61,0.10294117647058823
2016,Namibia,Africa Sub-Saharan,4,8,0.3333333333333333
2016,Nepal,Asia South,0,77,0
2016,Netherlands,EU 14,0,3,0
2016,Nicaragua,America Central and South,0,1,0
2016,Niger,Africa Sub-Saharan,0,1,0
2016,Nigeria,Africa Sub-Saharan,78,698,0.10051546391752578
2016,North Korea,Asia East,0,10,0
2016,North Macedonia,Europe Other,1,1,0.5
2016,Occupied Palestinian Territories,Middle East,11,55,0.16666666666666666
2016,Oman,Middle East,2,0,1
2016,Other and unknown,Other,1,6,0.14285714285714285
2016,Pakistan,Asia South,292,1731,0.14434008897676717
2016,Panama,America Central and South,0,1,0
2016,Papua New Guinea,Oceania,0,1,0
2016,Philippines,Asia South East,1,42,0.023255813953488372
2016,Poland,EU 8,0,30,0
2016,Portugal,EU 14,0,5,0
2016,Qatar,Middle East,1,0,1
2016,Refugee,Other,299,139,0.682648401826484
2016,Romania,EU 2,0,17,0
2016,Russia,Europe Other,16,27,0.37209302325581395
2016,Rwanda,Africa Sub-Saharan,1,13,0.07142857142857142
2016,Saudi Arabia,Middle East,19,8,0.7037037037037037
2016,Senegal,Africa Sub-Saharan,3,15,0.16666666666666666
2016,Serbia and Montenegro,Europe Other,0,2,0
2016,Seychelles,Africa Sub-Saharan,1,1,0.5
2016,Sierra Leone,Africa Sub-Saharan,15,31,0.32608695652173914
2016,Slovakia,EU 8,0,2,0
2016,Somalia,Africa Sub-Saharan,103,159,0.3931297709923664
2016,South Africa,Africa Sub-Saharan,4,30,0.11764705882352941
2016,South Korea,Asia East,0,3,0
2016,South Sudan,Africa Sub-Saharan,2,0,1
2016,Spain,EU 14,0,1,0
2016,Sri Lanka,Asia South,44,687,0.060191518467852256
2016,St Kitts and Nevis,America Central and South,0,3,0
2016,St Lucia,America Central and South,3,8,0.2727272727272727
2016,St Vincent and the Grenadines,America Central and South,0,4,0
2016,Stateless,Other,74,116,0.3894736842105263
2016,Sudan,Africa North,1173,211,0.8475433526011561
2016,Syria,Middle East,1590,256,0.8613217768147345
2016,São Tomé and Príncipe,Africa Sub-Saharan,0,1,0
2016,Tajikistan,Asia Central,2,0,1
2016,Tanzania,Africa Sub-Saharan,4,30,0.11764705882352941
2016,Thailand,Asia South East,0,7,0
2016,Togo,Africa Sub-Saharan,0,2,0
2016,Trinidad and Tobago,America Central and South,2,24,0.07692307692307693
2016,Tunisia,Africa North,4,21,0.16
2016,Turkey,Europe Other,32,172,0.1568627450980392
2016,Turkmenistan,Asia Central,0,5,0
2016,Uganda,Africa Sub-Saharan,110,115,0.4888888888888889
2016,Ukraine,Europe Other,0,72,0
2016,United States,America North,1,15,0.0625
2016,Uzbekistan,Asia Central,4,10,0.2857142857142857
2016,Venezuela,America Central and South,2,6,0.25
2016,Vietnam,Asia South East,102,181,0.36042402826855124
2016,Western Sahara,Africa North,0,1,0
2016,Yemen,Middle East,34,34,0.5
2016,Zambia,Africa Sub-Saharan,1,16,0.058823529411764705
2016,Zimbabwe,Africa Sub-Saharan,31,191,0.13963963963963963
2017,Afghanistan,Asia Central,525,797,0.397125567322239
2017,Albania,Europe Other,73,547,0.11774193548387096
2017,Algeria,Africa North,7,92,0.0707070707070707
2017,Angola,Africa Sub-Saharan,8,23,0.25806451612903225
2017,Armenia,Europe Other,5,14,0.2631578947368421
2017,Australia,Oceania,0,1,0
2017,Azerbaijan,Europe Other,2,13,0.13333333333333333
2017,Bahrain,Middle East,2,1,0.6666666666666666
2017,Bangladesh,Asia South,53,1325,0.038461538461538464
2017,Barbados,America Central and South,1,1,0.5
2017,Belarus,Europe Other,3,5,0.375
2017,Belize,America Central and South,0,1,0
2017,Benin,Africa Sub-Saharan,0,3,0
2017,Bhutan,Asia South,2,0,1
2017,Bolivia,America Central and South,0,3,0
2017,Bosnia and Herzegovina,Europe Other,0,1,0
2017,Botswana,Africa Sub-Saharan,1,10,0.09090909090909091
2017,Brazil,America Central and South,0,10,0
2017,British overseas citizens,Other,1,2,0.3333333333333333
2017,Bulgaria,EU 2,0,1,0
2017,Burkina Faso,Africa Sub-Saharan,0,5,0
2017,Burundi,Africa Sub-Saharan,6,9,0.4
2017,Cambodia,Asia South East,0,1,0
2017,Cameroon,Africa Sub-Saharan,38,124,0.2345679012345679
2017,Canada,America North,0,1,0
2017,Chad,Africa Sub-Saharan,0,3,0
2017,Chile,America Central and South,0,1,0
2017,China,Asia East,12,293,0.03934426229508197
2017,Colombia,America Central and South,0,8,0
2017,Comoros,Africa Sub-Saharan,0,1,0
2017,Congo,Africa Sub-Saharan,6,20,0.23076923076923078
2017,Congo (Democratic Republic),Africa Sub-Saharan,33,122,0.2129032258064516
2017,Costa Rica,America Central and South,0,1,0
2017,Croatia,EU Other,0,1,0
2017,Cuba,America Central and South,0,3,0
2017,Czechia,EU 8,0,4,0
2017,Denmark,EU 14,0,1,0
2017,Djibouti,Africa Sub-Saharan,0,2,0
2017,Dominica,America Central and South,4,1,0.8
2017,Dominican Republic,America Central and South,0,1,0
2017,Egypt,Africa North,43,262,0.14098360655737704
2017,El Salvador,America Central and South,18,19,0.4864864864864865
2017,Eritrea,Africa Sub-Saharan,1145,279,0.8040730337078652
2017,Estonia,EU 8,0,1,0
2017,Eswatini,Africa Sub-Saharan,1,1,0.5
2017,Ethiopia,Africa Sub-Saharan,156,150,0.5098039215686274
2017,France,EU 14,0,1,0
2017,Gabon,Africa Sub-Saharan,0,2,0
2017,"Gambia, The",Africa Sub-Saharan,13,75,0.14772727272727273
2017,Georgia,Europe Other,0,31,0
2017,Ghana,Africa Sub-Saharan,16,184,0.08
2017,Greece,EU 14,0,1,0
2017,Grenada,America Central and South,4,6,0.4
2017,Guatemala,America Central and South,0,5,0
2017,Guinea,Africa Sub-Saharan,6,16,0.2727272727272727
2017,Guinea-Bissau,Africa Sub-Saharan,1,1,0.5
2017,Honduras,America Central and South,2,3,0.4
2017,Hong Kong,Asia East,0,1,0
2017,Hungary,EU 8,0,3,0
2017,India,Asia South,12,881,0.013437849944008958
2017,Indonesia,Asia South East,0,4,0
2017,Iran,Middle East,1260,1429,0.46857567869096317
2017,Iraq,Middle East,369,1477,0.19989165763813652
2017,Ireland,EU 14,0,1,0
2017,Israel,Middle East,0,8,0
2017,Italy,EU 14,0,2,0
2017,Ivory Coast,Africa Sub-Saharan,4,30,0.11764705882352941
2017,Jamaica,America Central and South,12,167,0.0670391061452514
2017,Japan,Asia East,0,1,0
2017,Jordan,Middle East,3,18,0.14285714285714285
2017,Kazakhstan,Asia Central,1,5,0.16666666666666666
2017,Kenya,Africa Sub-Saharan,7,59,0.10606060606060606
2017,Kosovo,Europe Other,1,13,0.07142857142857142
2017,Kuwait,Middle East,16,22,0.42105263157894735
2017,Kyrgyzstan,Asia Central,0,3,0
2017,Latvia,EU 8,0,6,0
2017,Lebanon,Middle East,7,39,0.15217391304347827
2017,Liberia,Africa Sub-Saharan,2,5,0.2857142857142857
2017,Libya,Africa North,88,90,0.4943820224719101
2017,Lithuania,EU 8,0,13,0
2017,Malawi,Africa Sub-Saharan,5,37,0.11904761904761904
2017,Malaysia,Asia South East,15,40,0.2727272727272727
2017,Maldives,Asia South,5,4,0.5555555555555556
2017,Mali,Africa Sub-Saharan,3,3,0.5
2017,Mauritania,Africa North,0,1,0
2017,Mauritius,Africa Sub-Saharan,0,34,0
2017,Mexico,America Central and South,0,6,0
2017,Moldova,Europe Other,0,1,0
2017,Mongolia,Asia East,1,7,0.125
2017,Morocco,Africa North,8,55,0.12698412698412698
2017,Mozambique,Africa Sub-Saharan,2,3,0.4
2017,Myanmar (Burma),Asia South East,5,18,0.21739130434782608
2017,Namibia,Africa Sub-Saharan,2,21,0.08695652173913043
2017,Nepal,Asia South,1,101,0.00980392156862745
2017,Netherlands,EU 14,0,2,0
2017,New Zealand,Oceania,0,1,0
2017,Niger,Africa Sub-Saharan,1,1,0.5
2017,Nigeria,Africa Sub-Saharan,100,723,0.12150668286755771
2017,North Korea,Asia East,0,6,0
2017,North Macedonia,Europe Other,0,1,0
2017,Occupied Palestinian Territories,Middle East,13,47,0.21666666666666667
2017,Oman,Middle East,1,4,0.2
2017,Other and unknown,Other,0,4,0
2017,Pakistan,Asia South,285,1748,0.14018691588785046
2017,Papua New Guinea,Oceania,1,1,0.5
2017,Peru,America Central and South,0,3,0
2017,Philippines,Asia South East,1,56,0.017543859649122806
2017,Poland,EU 8,0,18,0
2017,Portugal,EU 14,0,6,0
2017,Qatar,Middle East,2,1,0.6666666666666666
2017,Refugee,Other,126,70,0.6428571428571429
2017,Romania,EU 2,0,9,0
2017,Russia,Europe Other,30,48,0.38461538461538464
2017,Rwanda,Africa Sub-Saharan,1,17,0.05555555555555555
2017,Saudi Arabia,Middle East,18,17,0.5142857142857142
2017,Senegal,Africa Sub-Saharan,2,18,0.1
2017,Serbia and Montenegro,Europe Other,1,0,1
2017,Seychelles,Africa Sub-Saharan,0,1,0
2017,Sierra Leone,Africa Sub-Saharan,7,23,0.23333333333333334
2017,Singapore,Asia South East,1,1,0.5
2017,Slovakia,EU 8,0,2,0
2017,Somalia,Africa Sub-Saharan,130,163,0.44368600682593856
2017,South Africa,Africa Sub-Saharan,3,46,0.061224489795918366
2017,South Korea,Asia East,0,3,0
2017,South Sudan,Africa Sub-Saharan,6,3,0.6666666666666666
2017,Spain,EU 14,0,2,0
2017,Sri Lanka,Asia South,49,596,0.07596899224806201
2017,St Kitts and Nevis,America Central and South,0,3,0
2017,St Lucia,America Central and South,0,10,0
2017,St Vincent and the Grenadines,America Central and South,1,7,0.125
2017,Stateless,Other,79,83,0.4876543209876543
2017,Sudan,Africa North,816,510,0.6153846153846154
2017,Sweden,EU 14,0,4,0
2017,Syria,Middle East,689,147,0.8241626794258373
2017,Taiwan,Asia East,0,2,0
2017,Tajikistan,Asia Central,1,0,1
2017,Tanzania,Africa Sub-Saharan,8,26,0.23529411764705882
2017,Thailand,Asia South East,2,16,0.1111111111111111
2017,Togo,Africa Sub-Saharan,0,3,0
2017,Trinidad and Tobago,America Central and South,12,20,0.375
2017,Tunisia,Africa North,3,26,0.10344827586206896
2017,Turkey,Europe Other,34,171,0.16585365853658537
2017,Turkmenistan,Asia Central,0,2,0
2017,Uganda,Africa Sub-Saharan,63,53,0.5431034482758621
2017,Ukraine,Europe Other,5,66,0.07042253521126761
2017,United States,America North,0,8,0
2017,Uzbekistan,Asia Central,2,5,0.2857142857142857
2017,Venezuela,America Central and South,0,16,0
2017,Vietnam,Asia South East,185,320,0.36633663366336633
2017,Western Sahara,Africa North,0,1,0
2017,Yemen,Middle East,58,33,0.6373626373626373
2017,Zambia,Africa Sub-Saharan,3,13,0.1875
2017,Zimbabwe,Africa Sub-Saharan,24,207,0.1038961038961039
2018,Afghanistan,Asia Central,546,687,0.44282238442822386
2018,Albania,Europe Other,66,771,0.07885304659498207
2018,Algeria,Africa North,10,106,0.08620689655172414
2018,Angola,Africa Sub-Saharan,8,29,0.21621621621621623
2018,Antigua and Barbuda,America Central and South,0,3,0
2018,Argentina,America Central and South,0,3,0
2018,Armenia,Europe Other,2,17,0.10526315789473684
2018,Australia,Oceania,0,3,0
2018,Azerbaijan,Europe Other,21,25,0.45652173913043476
2018,Bahrain,Middle East,3,7,0.3
2018,Bangladesh,Asia South,81,1104,0.06835443037974684
2018,Barbados,America Central and South,8,3,0.7272727272727273
2018,Belarus,Europe Other,4,7,0.36363636363636365
2018,Belgium,EU 14,0,1,0
2018,Belize,America Central and South,0,1,0
2018,Benin,Africa Sub-Saharan,1,5,0.16666666666666666
2018,Bolivia,America Central and South,0,5,0
2018,Botswana,Africa Sub-Saharan,3,13,0.1875
2018,Brazil,America Central and South,3,19,0.13636363636363635
2018,British overseas citizens,Other,2,1,0.6666666666666666
2018,Bulgaria,EU 2,0,1,0
2018,Burkina Faso,Africa Sub-Saharan,1,6,0.14285714285714285
2018,Burundi,Africa Sub-Saharan,4,15,0.21052631578947367
2018,Cameroon,Africa Sub-Saharan,64,146,0.3047619047619048
2018,Canada,America North,0,3,0
2018,Central African Republic,Africa Sub-Saharan,0,1,0
2018,Chad,Africa Sub-Saharan,4,11,0.26666666666666666
2018,Chile,America Central and South,1,3,0.25
2018,China,Asia East,18,328,0.05202312138728324
2018,Colombia,America Central and South,1,10,0.09090909090909091
2018,Comoros,Africa Sub-Saharan,0,3,0
2018,Congo,Africa Sub-Saharan,5,17,0.22727272727272727
2018,Congo (Democratic Republic),Africa Sub-Saharan,52,138,0.2736842105263158
2018,Costa Rica,America Central and South,0,1,0
2018,Cuba,America Central and South,0,2,0
2018,Cyprus (Northern part of),Europe Other,0,1,0
2018,Dominica,America Central and South,3,5,0.375
2018,Dominican Republic,America Central and South,0,1,0
2018,Ecuador,America Central and South,0,2,0
2018,Egypt,Africa North,23,227,0.092
2018,El Salvador,America Central and South,11,30,0.2682926829268293
2018,Equatorial Guinea,Africa Sub-Saharan,1,0,1
2018,Eritrea,Africa Sub-Saharan,820,464,0.6386292834890965
2018,Eswatini,Africa Sub-Saharan,3,2,0.6
2018,Ethiopia,Africa Sub-Saharan,172,317,0.35173824130879344
2018,France,EU 14,0,2,0
2018,Gabon,Africa Sub-Saharan,1,1,0.5
2018,"Gambia, The",Africa Sub-Saharan,20,58,0.2564102564102564
2018,Georgia,Europe Other,6,29,0.17142857142857143
2018,Germany,EU 14,0,1,0
2018,Ghana,Africa Sub-Saharan,19,144,0.1165644171779141
2018,Greece,EU 14,0,1,0
2018,Grenada,America Central and South,3,8,0.2727272727272727
2018,Guatemala,America Central and South,2,5,0.2857142857142857
2018,Guinea,Africa Sub-Saharan,12,23,0.34285714285714286
2018,Guinea-Bissau,Africa Sub-Saharan,0,1,0
2018,Guyana,America Central and South,1,3,0.25
2018,Honduras,America Central and South,2,8,0.2
2018,Hong Kong,Asia East,0,2,0
2018,Hungary,EU 8,0,3,0
2018,India,Asia South,18,538,0.03237410071942446
2018,Indonesia,Asia South East,3,10,0.23076923076923078
2018,Iran,Middle East,971,1282,0.4309809143364403
2018,Iraq,Middle East,440,1597,0.21600392734413354
2018,Israel,Middle East,0,2,0
2018,Italy,EU 14,0,4,0
2018,Ivory Coast,Africa Sub-Saharan,5,35,0.125
2018,Jamaica,America Central and South,22,102,0.1774193548387097
2018,Japan,Asia East,0,3,0
2018,Jordan,Middle East,5,19,0.20833333333333334
2018,Kazakhstan,Asia Central,4,9,0.3076923076923077
2018,Kenya,Africa Sub-Saharan,10,65,0.13333333333333333
2018,Kosovo,Europe Other,3,5,0.375
2018,Kuwait,Middle East,44,49,0.4731182795698925
2018,Kyrgyzstan,Asia Central,4,7,0.36363636363636365
2018,Laos,Asia South East,1,0,1
2018,Latvia,EU 8,0,7,0
2018,Lebanon,Middle East,12,36,0.25
2018,Lesotho,Africa Sub-Saharan,0,2,0
2018,Liberia,Africa Sub-Saharan,0,2,0
2018,Libya,Africa North,489,21,0.9588235294117647
2018,Lithuania,EU 8,0,5,0
2018,Malawi,Africa Sub-Saharan,6,42,0.125
2018,Malaysia,Asia South East,62,75,0.45255474452554745
2018,Maldives,Asia South,6,0,1
2018,Mali,Africa Sub-Saharan,0,5,0
2018,Mauritania,Africa North,0,1,0
2018,Mauritius,Africa Sub-Saharan,2,23,0.08
2018,Mexico,America Central and South,3,7,0.3
2018,Mongolia,Asia East,0,6,0
2018,Morocco,Africa North,21,57,0.2692307692307692
2018,Mozambique,Africa Sub-Saharan,0,5,0
2018,Myanmar (Burma),Asia South East,6,41,0.1276595744680851
2018,Namibia,Africa Sub-Saharan,11,82,0.11827956989247312
2018,Nepal,Asia South,5,50,0.09090909090909091
2018,Nicaragua,America Central and South,0,2,0
2018,Nigeria,Africa Sub-Saharan,133,570,0.1891891891891892
2018,North Korea,Asia East,3,5,0.375
2018,North Macedonia,Europe Other,0,1,0
2018,Occupied Palestinian Territories,Middle East,34,116,0.22666666666666666
2018,Oman,Middle East,3,3,0.5
2018,Other and unknown,Other,1,5,0.16666666666666666
2018,Pakistan,Asia South,313,1382,0.18466076696165193
2018,Panama,America Central and South,0,1,0
2018,Philippines,Asia South East,6,52,0.10344827586206896
2018,Poland,EU 8,0,22,0
2018,Portugal,EU 14,0,1,0
2018,Refugee,Other,172,85,0.669260700389105
2018,Romania,EU 2,0,8,0
2018,Russia,Europe Other,53,50,0.5145631067961165
2018,Rwanda,Africa Sub-Saharan,5,19,0.20833333333333334
2018,Saudi Arabia,Middle East,22,13,0.6285714285714286
2018,Senegal,Africa Sub-Saharan,7,15,0.3181818181818182
2018,Serbia and Montenegro,Europe Other,0,2,0
2018,Seychelles,Africa Sub-Saharan,1,1,0.5
2018,Sierra Leone,Africa Sub-Saharan,16,31,0.3404255319148936
2018,Singapore,Asia South East,1,2,0.3333333333333333
2018,Slovakia,EU 8,0,3,0
2018,Somalia,Africa Sub-Saharan,113,107,0.5136363636363637
2018,South Africa,Africa Sub-Saharan,4,37,0.0975609756097561
2018,South Korea,Asia East,0,2,0
2018,South Sudan,Africa Sub-Saharan,9,9,0.5
2018,Sri Lanka,Asia South,49,504,0.08860759493670886
2018,St Kitts and Nevis,America Central and South,2,2,0.5
2018,St Lucia,America Central and South,2,10,0.16666666666666666
2018,St Vincent and the Grenadines,America Central and South,8,7,0.5333333333333333
2018,Stateless,Other,64,104,0.38095238095238093
2018,Sudan,Africa North,561,726,0.4358974358974359
2018,Syria,Middle East,500,88,0.8503401360544217
2018,São Tomé and Príncipe,Africa Sub-Saharan,1,0,1
2018,Tanzania,Africa Sub-Saharan,5,34,0.1282051282051282
2018,Thailand,Asia South East,3,20,0.13043478260869565
2018,Togo,Africa Sub-Saharan,1,5,0.16666666666666666
2018,Trinidad and Tobago,America Central and South,9,18,0.3333333333333333
2018,Tunisia,Africa North,7,24,0.22580645161290322
2018,Turkey,Europe Other,178,285,0.38444924406047515
2018,Turkmenistan,Asia Central,1,2,0.3333333333333333
2018,Uganda,Africa Sub-Saharan,70,61,0.5343511450381679
2018,Ukraine,Europe Other,5,103,0.046296296296296294
2018,United Arab Emirates,Middle East,1,1,0.5
2018,United States,America North,0,10,0
2018,Uzbekistan,Asia Central,1,13,0.07142857142857142
2018,Venezuela,America Central and South,3,15,0.16666666666666666
2018,Vietnam,Asia South East,273,379,0.4187116564417178
2018,Western Sahara,Africa North,0,1,0
2018,Yemen,Middle East,110,28,0.7971014492753623
2018,Zambia,Africa Sub-Saharan,5,13,0.2777777777777778
2018,Zimbabwe,Africa Sub-Saharan,16,129,0.1103448275862069
2019,Afghanistan,Asia Central,710,424,0.6261022927689595
2019,Albania,Europe Other,249,853,0.22595281306715065
2019,Algeria,Africa North,9,79,0.10227272727272728
2019,Angola,Africa Sub-Saharan,6,21,0.2222222222222222
2019,Antigua and Barbuda,America Central and South,0,1,0
2019,Armenia,Europe Other,2,3,0.4
2019,Austria,EU 14,0,1,0
2019,Azerbaijan,Europe Other,11,14,0.44
2019,"Bahamas, The",America Central and South,0,2,0
2019,Bahrain,Middle East,2,3,0.4
2019,Bangladesh,Asia South,92,471,0.16341030195381884
2019,Barbados,America Central and South,2,2,0.5
2019,Belarus,Europe Other,2,2,0.5
2019,Benin,Africa Sub-Saharan,0,3,0
2019,Bhutan,Asia South,2,0,1
2019,Bolivia,America Central and South,1,16,0.058823529411764705
2019,Bosnia and Herzegovina,Europe Other,0,1,0
2019,Botswana,Africa Sub-Saharan,5,9,0.35714285714285715
2019,Brazil,America Central and South,5,46,0.09803921568627451
2019,British overseas citizens,Other,6,2,0.75
2019,Bulgaria,EU 2,0,3,0
2019,Burkina Faso,Africa Sub-Saharan,0,4,0
2019,Burundi,Africa Sub-Saharan,5,1,0.8333333333333334
2019,Cameroon,Africa Sub-Saharan,47,53,0.47
2019,Canada,America North,0,2,0
2019,Central African Republic,Africa Sub-Saharan,1,0,1
2019,Chad,Africa Sub-Saharan,9,7,0.5625
2019,China,Asia East,38,271,0.12297734627831715
2019,Colombia,America Central and South,0,4,0
2019,Congo,Africa Sub-Saharan,3,6,0.3333333333333333
2019,Congo (Democratic Republic),Africa Sub-Saharan,29,50,0.3670886075949367
2019,Costa Rica,America Central and South,0,1,0
2019,Cyprus (Northern part of),Europe Other,0,1,0
2019,Czechia,EU 8,0,2,0
2019,Djibouti,Africa Sub-Saharan,1,0,1
2019,Dominica,America Central and South,1,4,0.2
2019,East Timor,Asia South East,2,1,0.6666666666666666
2019,Ecuador,America Central and South,0,7,0
2019,Egypt,Africa North,36,119,0.23225806451612904
2019,El Salvador,America Central and South,68,141,0.3253588516746411
2019,Eritrea,Africa Sub-Saharan,1743,264,0.8684603886397608
2019,Estonia,EU 8,0,1,0
2019,Ethiopia,Africa Sub-Saharan,112,248,0.3111111111111111
2019,Fiji,Oceania,1,0,1
2019,France,EU 14,0,1,0
2019,"Gambia, The",Africa Sub-Saharan,15,36,0.29411764705882354
2019,Georgia,Europe Other,2,23,0.08
2019,Germany,EU 14,0,1,0
2019,Ghana,Africa Sub-Saharan,25,122,0.17006802721088435
2019,Greece,EU 14,0,2,0
2019,Grenada,America Central and South,2,5,0.2857142857142857
2019,Guatemala,America Central and South,1,0,1
2019,Guinea,Africa Sub-Saharan,14,14,0.5
2019,Guinea-Bissau,Africa Sub-Saharan,0,1,0
2019,Guyana,America Central and South,0,1,0
2019,Honduras,America Central and South,4,24,0.14285714285714285
2019,Hong Kong,Asia East,0,2,0
2019,Hungary,EU 8,0,6,0
