Date,Year,Quarter,Nationality,Region,Initial decisions from designated states,Refusals from designated states,Clearly unfounded refusals (designated states),Clearly unfounded refusals (non-designated states),Total clearly unfounded refusals
2017-12-31,2017,4,Nigeria,Africa Sub-Saharan,106,95,30,4,34
2017-12-31,2017,4,Pakistan,Asia South,0,0,0,64,64
2017-12-31,2017,4,Philippines,Asia South East,0,0,0,3,3
2017-12-31,2017,4,Sierra Leone,Africa Sub-Saharan,2,2,1,0,1
2017-12-31,2017,4,South Africa,Africa Sub-Saharan,22,19,10,0,10
2017-12-31,2017,4,South Korea,Asia East,1,1,1,0,1
2017-12-31,2017,4,Sri Lanka,Asia South,0,0,0,2,2
2017-12-31,2017,4,St Lucia,America Central and South,0,0,0,2,2
2017-12-31,2017,4,St Vincent and the Grenadines,America Central and South,0,0,0,1,1
2017-12-31,2017,4,Thailand,Asia South East,0,0,0,1,1
2017-12-31,2017,4,Trinidad and Tobago,America Central and South,0,0,0,1,1
2017-12-31,2017,4,Tunisia,Africa North,0,0,0,3,3
2017-12-31,2017,4,Ukraine,Europe Other,23,23,3,0,3
2017-12-31,2017,4,United States,America North,0,0,0,2,2
2017-12-31,2017,4,Vietnam,Asia South East,0,0,0,16,16
2018-03-31,2018,1,Albania,Europe Other,278,251,68,0,68
2018-03-31,2018,1,Algeria,Africa North,0,0,0,3,3
2018-03-31,2018,1,Argentina,America Central and South,0,0,0,2,2
2018-03-31,2018,1,Bangladesh,Asia South,0,0,0,14,14
2018-03-31,2018,1,Brazil,America Central and South,5,5,3,0,3
2018-03-31,2018,1,Canada,America North,0,0,0,1,1
2018-03-31,2018,1,China,Asia East,0,0,0,10,10
2018-03-31,2018,1,Egypt,Africa North,0,0,0,1,1
2018-03-31,2018,1,"Gambia, The",Africa Sub-Saharan,11,10,3,0,3
2018-03-31,2018,1,Georgia,Europe Other,0,0,0,1,1
2018-03-31,2018,1,Ghana,Africa Sub-Saharan,31,27,12,1,13
2018-03-31,2018,1,Grenada,America Central and South,0,0,0,1,1
2018-03-31,2018,1,India,Asia South,168,164,100,0,100
2018-03-31,2018,1,Ivory Coast,Africa Sub-Saharan,0,0,0,1,1
2018-03-31,2018,1,Jamaica,America Central and South,0,0,0,6,6
2018-03-31,2018,1,Kazakhstan,Asia Central,0,0,0,2,2
2018-03-31,2018,1,Kenya,Africa Sub-Saharan,11,8,2,1,3
2018-03-31,2018,1,Korea (North),Asia East,0,0,0,4,4
2018-03-31,2018,1,Kosovo,Europe Other,4,3,2,0,2
2018-03-31,2018,1,Liberia,Africa Sub-Saharan,1,1,0,0,0
2018-03-31,2018,1,Malawi,Africa Sub-Saharan,5,4,0,0,0
2018-03-31,2018,1,Malaysia,Asia South East,0,0,0,1,1
2018-03-31,2018,1,Mali,Africa Sub-Saharan,1,1,0,0,0
2018-03-31,2018,1,Mauritius,Africa Sub-Saharan,8,7,5,0,5
2018-03-31,2018,1,Mongolia,Asia East,3,3,0,0,0
2018-03-31,2018,1,Morocco,Africa North,0,0,0,2,2
2018-03-31,2018,1,Mozambique,Africa Sub-Saharan,0,0,0,1,1
2018-03-31,2018,1,Namibia,Africa Sub-Saharan,0,0,0,2,2
2018-03-31,2018,1,Nepal,Asia South,0,0,0,1,1
2018-03-31,2018,1,Nicaragua,America Central and South,0,0,0,1,1
2018-03-31,2018,1,Nigeria,Africa Sub-Saharan,103,88,28,6,34
2018-03-31,2018,1,North Macedonia,Europe Other,1,1,1,0,1
2018-03-31,2018,1,Pakistan,Asia South,0,0,0,51,51
2018-03-31,2018,1,Philippines,Asia South East,0,0,0,2,2
2018-03-31,2018,1,Sierra Leone,Africa Sub-Saharan,6,4,0,0,0
2018-03-31,2018,1,Singapore,Asia South East,0,0,0,1,1
2018-03-31,2018,1,Somalia,Africa Sub-Saharan,0,0,0,1,1
2018-03-31,2018,1,South Africa,Africa Sub-Saharan,10,9,4,0,4
2018-03-31,2018,1,South Korea,Asia East,1,1,1,0,1
2018-03-31,2018,1,Sri Lanka,Asia South,0,0,0,1,1
2018-03-31,2018,1,Sudan,Africa North,0,0,0,1,1
2018-03-31,2018,1,Ukraine,Europe Other,25,25,8,0,8
2018-03-31,2018,1,United States,America North,0,0,0,3,3
2018-03-31,2018,1,Vietnam,Asia South East,0,0,0,12,12
2018-03-31,2018,1,Zambia,Africa Sub-Saharan,0,0,0,1,1
2018-03-31,2018,1,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2018-06-30,2018,2,Afghanistan,Asia Central,0,0,0,1,1
2018-06-30,2018,2,Albania,Europe Other,189,173,89,0,89
2018-06-30,2018,2,Algeria,Africa North,0,0,0,4,4
2018-06-30,2018,2,Bangladesh,Asia South,0,0,0,10,10
2018-06-30,2018,2,Barbados,America Central and South,0,0,0,1,1
2018-06-30,2018,2,Benin,Africa Sub-Saharan,0,0,0,1,1
2018-06-30,2018,2,Bolivia,America Central and South,4,4,3,0,3
2018-06-30,2018,2,Brazil,America Central and South,5,5,5,0,5
2018-06-30,2018,2,Canada,America North,0,0,0,1,1
2018-06-30,2018,2,China,Asia East,0,0,0,2,2
2018-06-30,2018,2,Dominica,America Central and South,0,0,0,3,3
2018-06-30,2018,2,Egypt,Africa North,0,0,0,1,1
2018-06-30,2018,2,"Gambia, The",Africa Sub-Saharan,5,4,2,0,2
2018-06-30,2018,2,Georgia,Europe Other,0,0,0,1,1
2018-06-30,2018,2,Ghana,Africa Sub-Saharan,21,19,6,2,8
2018-06-30,2018,2,India,Asia South,138,135,90,0,90
2018-06-30,2018,2,Indonesia,Asia South East,0,0,0,2,2
2018-06-30,2018,2,Jamaica,America Central and South,0,0,0,3,3
2018-06-30,2018,2,Japan,Asia East,0,0,0,1,1
2018-06-30,2018,2,Kazakhstan,Asia Central,0,0,0,1,1
2018-06-30,2018,2,Kenya,Africa Sub-Saharan,5,5,0,1,1
2018-06-30,2018,2,Kosovo,Europe Other,2,1,0,0,0
2018-06-30,2018,2,Malawi,Africa Sub-Saharan,5,5,1,0,1
2018-06-30,2018,2,Malaysia,Asia South East,0,0,0,1,1
2018-06-30,2018,2,Mali,Africa Sub-Saharan,2,2,2,0,2
2018-06-30,2018,2,Mauritius,Africa Sub-Saharan,4,4,1,0,1
2018-06-30,2018,2,Mongolia,Asia East,1,1,1,0,1
2018-06-30,2018,2,Morocco,Africa North,0,0,0,2,2
2018-06-30,2018,2,Namibia,Africa Sub-Saharan,0,0,0,4,4
2018-06-30,2018,2,Nepal,Asia South,0,0,0,2,2
2018-06-30,2018,2,Nigeria,Africa Sub-Saharan,89,85,32,6,38
2018-06-30,2018,2,Occupied Palestinian Territories,Middle East,0,0,0,2,2
2018-06-30,2018,2,Pakistan,Asia South,0,0,0,49,49
2018-06-30,2018,2,Philippines,Asia South East,0,0,0,1,1
2018-06-30,2018,2,Poland,EU 8,0,0,0,1,1
2018-06-30,2018,2,Sierra Leone,Africa Sub-Saharan,4,4,2,0,2
2018-06-30,2018,2,Somalia,Africa Sub-Saharan,0,0,0,1,1
2018-06-30,2018,2,South Africa,Africa Sub-Saharan,9,8,3,0,3
2018-06-30,2018,2,South Korea,Asia East,1,1,1,0,1
2018-06-30,2018,2,Thailand,Asia South East,0,0,0,1,1
2018-06-30,2018,2,Trinidad and Tobago,America Central and South,0,0,0,1,1
2018-06-30,2018,2,Tunisia,Africa North,0,0,0,2,2
2018-06-30,2018,2,Turkey,Europe Other,0,0,0,1,1
2018-06-30,2018,2,Uganda,Africa Sub-Saharan,0,0,0,2,2
2018-06-30,2018,2,Ukraine,Europe Other,34,34,7,0,7
2018-06-30,2018,2,United States,America North,0,0,0,2,2
2018-06-30,2018,2,Vietnam,Asia South East,0,0,0,7,7
2018-06-30,2018,2,Zambia,Africa Sub-Saharan,0,0,0,1,1
2018-06-30,2018,2,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2018-09-30,2018,3,Albania,Europe Other,203,194,76,0,76
2018-09-30,2018,3,Algeria,Africa North,0,0,0,3,3
2018-09-30,2018,3,Angola,Africa Sub-Saharan,0,0,0,1,1
2018-09-30,2018,3,Bangladesh,Asia South,0,0,0,4,4
2018-09-30,2018,3,Bolivia,America Central and South,1,1,0,0,0
2018-09-30,2018,3,Brazil,America Central and South,7,4,3,0,3
2018-09-30,2018,3,Cameroon,Africa Sub-Saharan,0,0,0,1,1
2018-09-30,2018,3,China,Asia East,0,0,0,3,3
2018-09-30,2018,3,Dominica,America Central and South,0,0,0,1,1
2018-09-30,2018,3,Dominican Republic,America Central and South,0,0,0,1,1
2018-09-30,2018,3,"Gambia, The",Africa Sub-Saharan,6,5,1,0,1
2018-09-30,2018,3,Ghana,Africa Sub-Saharan,25,25,10,2,12
2018-09-30,2018,3,Guatemala,America Central and South,0,0,0,1,1
2018-09-30,2018,3,India,Asia South,132,125,93,0,93
2018-09-30,2018,3,Jamaica,America Central and South,0,0,0,3,3
2018-09-30,2018,3,Kenya,Africa Sub-Saharan,7,7,1,1,2
2018-09-30,2018,3,Malawi,Africa Sub-Saharan,3,3,0,1,1
2018-09-30,2018,3,Mali,Africa Sub-Saharan,2,2,0,0,0
2018-09-30,2018,3,Mauritius,Africa Sub-Saharan,7,7,4,0,4
2018-09-30,2018,3,Namibia,Africa Sub-Saharan,0,0,0,3,3
2018-09-30,2018,3,Nepal,Asia South,0,0,0,3,3
2018-09-30,2018,3,Nigeria,Africa Sub-Saharan,74,65,28,3,31
2018-09-30,2018,3,Pakistan,Asia South,0,0,0,21,21
2018-09-30,2018,3,Philippines,Asia South East,0,0,0,3,3
2018-09-30,2018,3,Russia,Europe Other,0,0,0,1,1
2018-09-30,2018,3,Rwanda,Africa Sub-Saharan,0,0,0,1,1
2018-09-30,2018,3,Serbia and Montenegro,Europe Other,2,2,0,0,0
2018-09-30,2018,3,Sierra Leone,Africa Sub-Saharan,7,6,2,1,3
2018-09-30,2018,3,South Africa,Africa Sub-Saharan,9,8,4,0,4
2018-09-30,2018,3,Thailand,Asia South East,0,0,0,1,1
2018-09-30,2018,3,Tunisia,Africa North,0,0,0,1,1
2018-09-30,2018,3,Ukraine,Europe Other,25,21,5,0,5
2018-09-30,2018,3,United States,America North,0,0,0,1,1
2018-09-30,2018,3,Vietnam,Asia South East,0,0,0,7,7
2018-09-30,2018,3,Zimbabwe,Africa Sub-Saharan,0,0,0,1,1
2018-12-31,2018,4,Albania,Europe Other,168,154,53,0,53
2018-12-31,2018,4,Algeria,Africa North,0,0,0,3,3
2018-12-31,2018,4,Angola,Africa Sub-Saharan,0,0,0,2,2
2018-12-31,2018,4,Australia,Oceania,0,0,0,3,3
2018-12-31,2018,4,Bangladesh,Asia South,0,0,0,8,8
2018-12-31,2018,4,Belarus,Europe Other,0,0,0,1,1
2018-12-31,2018,4,Brazil,America Central and South,5,5,3,0,3
2018-12-31,2018,4,Canada,America North,0,0,0,1,1
2018-12-31,2018,4,China,Asia East,0,0,0,10,10
2018-12-31,2018,4,Costa Rica,America Central and South,0,0,0,1,1
2018-12-31,2018,4,Ecuador,America Central and South,2,2,1,0,1
2018-12-31,2018,4,Egypt,Africa North,0,0,0,3,3
2018-12-31,2018,4,"Gambia, The",Africa Sub-Saharan,7,6,1,0,1
2018-12-31,2018,4,Georgia,Europe Other,0,0,0,1,1
2018-12-31,2018,4,Ghana,Africa Sub-Saharan,23,21,11,1,12
2018-12-31,2018,4,India,Asia South,122,118,82,0,82
2018-12-31,2018,4,Iraq,Middle East,0,0,0,1,1
2018-12-31,2018,4,Jamaica,America Central and South,0,0,0,6,6
2018-12-31,2018,4,Kenya,Africa Sub-Saharan,4,4,0,0,0
2018-12-31,2018,4,Korea (North),Asia East,0,0,0,1,1
2018-12-31,2018,4,Kosovo,Europe Other,2,1,1,0,1
2018-12-31,2018,4,Malawi,Africa Sub-Saharan,5,5,0,0,0
2018-12-31,2018,4,Malaysia,Asia South East,0,0,0,1,1
2018-12-31,2018,4,Mauritius,Africa Sub-Saharan,6,5,2,0,2
2018-12-31,2018,4,Mexico,America Central and South,0,0,0,1,1
2018-12-31,2018,4,Mongolia,Asia East,2,2,0,0,0
2018-12-31,2018,4,Morocco,Africa North,0,0,0,4,4
2018-12-31,2018,4,Namibia,Africa Sub-Saharan,0,0,0,2,2
2018-12-31,2018,4,Nigeria,Africa Sub-Saharan,48,44,18,0,18
2018-12-31,2018,4,Pakistan,Asia South,0,0,0,10,10
2018-12-31,2018,4,Somalia,Africa Sub-Saharan,0,0,0,1,1
2018-12-31,2018,4,South Africa,Africa Sub-Saharan,13,12,5,0,5
2018-12-31,2018,4,Trinidad and Tobago,America Central and South,0,0,0,1,1
2018-12-31,2018,4,Ukraine,Europe Other,25,24,4,0,4
2018-12-31,2018,4,United States,America North,0,0,0,3,3
2018-12-31,2018,4,Vietnam,Asia South East,0,0,0,3,3
2019-03-31,2019,1,Albania,Europe Other,335,276,78,0,78
2019-03-31,2019,1,Algeria,Africa North,0,0,0,2,2
2019-03-31,2019,1,Bangladesh,Asia South,0,0,0,6,6
2019-03-31,2019,1,Bolivia,America Central and South,2,2,1,0,1
2019-03-31,2019,1,Brazil,America Central and South,9,9,5,0,5
2019-03-31,2019,1,China,Asia East,0,0,0,9,9
2019-03-31,2019,1,Congo (Democratic Republic),Africa Sub-Saharan,0,0,0,1,1
2019-03-31,2019,1,Ecuador,America Central and South,1,1,1,0,1
2019-03-31,2019,1,Egypt,Africa North,0,0,0,1,1
2019-03-31,2019,1,Eritrea,Africa Sub-Saharan,0,0,0,1,1
2019-03-31,2019,1,"Gambia, The",Africa Sub-Saharan,4,4,1,0,1
2019-03-31,2019,1,Georgia,Europe Other,0,0,0,1,1
2019-03-31,2019,1,Ghana,Africa Sub-Saharan,24,23,13,0,13
2019-03-31,2019,1,India,Asia South,120,113,62,0,62
2019-03-31,2019,1,Jamaica,America Central and South,0,0,0,1,1
2019-03-31,2019,1,Kenya,Africa Sub-Saharan,1,1,0,0,0
2019-03-31,2019,1,Kosovo,Europe Other,1,1,0,0,0
2019-03-31,2019,1,Malawi,Africa Sub-Saharan,6,4,1,0,1
2019-03-31,2019,1,Malaysia,Asia South East,0,0,0,2,2
2019-03-31,2019,1,Mali,Africa Sub-Saharan,2,1,0,0,0
2019-03-31,2019,1,Mauritius,Africa Sub-Saharan,8,8,3,0,3
2019-03-31,2019,1,Moldova,Europe Other,1,1,0,0,0
2019-03-31,2019,1,Mongolia,Asia East,2,2,0,0,0
2019-03-31,2019,1,Namibia,Africa Sub-Saharan,0,0,0,2,2
2019-03-31,2019,1,Nepal,Asia South,0,0,0,1,1
2019-03-31,2019,1,Nigeria,Africa Sub-Saharan,69,55,20,0,20
2019-03-31,2019,1,Pakistan,Asia South,0,0,0,23,23
2019-03-31,2019,1,Philippines,Asia South East,0,0,0,2,2
2019-03-31,2019,1,Sierra Leone,Africa Sub-Saharan,5,5,1,0,1
2019-03-31,2019,1,South Africa,Africa Sub-Saharan,15,14,5,0,5
2019-03-31,2019,1,St Lucia,America Central and South,0,0,0,1,1
2019-03-31,2019,1,Tanzania,Africa Sub-Saharan,0,0,0,1,1
2019-03-31,2019,1,Uganda,Africa Sub-Saharan,0,0,0,1,1
2019-03-31,2019,1,Ukraine,Europe Other,22,21,2,0,2
2019-03-31,2019,1,Vietnam,Asia South East,0,0,0,4,4
2019-06-30,2019,2,Albania,Europe Other,321,258,95,0,95
2019-06-30,2019,2,Algeria,Africa North,0,0,0,4,4
2019-06-30,2019,2,Bangladesh,Asia South,0,0,0,2,2
2019-06-30,2019,2,Bolivia,America Central and South,1,1,0,0,0
2019-06-30,2019,2,Brazil,America Central and South,8,5,2,0,2
2019-06-30,2019,2,China,Asia East,0,0,0,5,5
2019-06-30,2019,2,Ecuador,America Central and South,3,3,3,0,3
2019-06-30,2019,2,Egypt,Africa North,0,0,0,1,1
2019-06-30,2019,2,"Gambia, The",Africa Sub-Saharan,2,0,0,0,0
2019-06-30,2019,2,Ghana,Africa Sub-Saharan,20,17,7,1,8
2019-06-30,2019,2,India,Asia South,135,125,74,0,74
2019-06-30,2019,2,Israel,Middle East,0,0,0,1,1
2019-06-30,2019,2,Jamaica,America Central and South,0,0,0,1,1
2019-06-30,2019,2,Kenya,Africa Sub-Saharan,7,5,0,0,0
2019-06-30,2019,2,Korea (North),Asia East,0,0,0,1,1
2019-06-30,2019,2,Kosovo,Europe Other,4,2,2,0,2
2019-06-30,2019,2,Malawi,Africa Sub-Saharan,2,2,1,1,2
2019-06-30,2019,2,Mali,Africa Sub-Saharan,2,1,0,0,0
2019-06-30,2019,2,Mauritius,Africa Sub-Saharan,4,4,3,0,3
2019-06-30,2019,2,Mexico,America Central and South,0,0,0,1,1
2019-06-30,2019,2,Mongolia,Asia East,2,2,1,0,1
2019-06-30,2019,2,Morocco,Africa North,0,0,0,1,1
2019-06-30,2019,2,Nepal,Asia South,0,0,0,1,1
2019-06-30,2019,2,Nigeria,Africa Sub-Saharan,66,53,17,3,20
2019-06-30,2019,2,Pakistan,Asia South,0,0,0,9,9
2019-06-30,2019,2,Philippines,Asia South East,0,0,0,1,1
2019-06-30,2019,2,Sierra Leone,Africa Sub-Saharan,7,4,1,0,1
2019-06-30,2019,2,South Africa,Africa Sub-Saharan,15,11,2,0,2
2019-06-30,2019,2,Ukraine,Europe Other,24,22,4,0,4
2019-06-30,2019,2,United States,America North,0,0,0,1,1
2019-09-30,2019,3,Albania,Europe Other,216,157,60,0,60
2019-09-30,2019,3,Algeria,Africa North,0,0,0,1,1
2019-09-30,2019,3,Angola,Africa Sub-Saharan,0,0,0,1,1
2019-09-30,2019,3,Bangladesh,Asia South,0,0,0,2,2
2019-09-30,2019,3,Benin,Africa Sub-Saharan,0,0,0,1,1
2019-09-30,2019,3,Bolivia,America Central and South,7,6,2,0,2
2019-09-30,2019,3,Bosnia and Herzegovina,Europe Other,1,1,0,0,0
2019-09-30,2019,3,Brazil,America Central and South,17,16,9,0,9
2019-09-30,2019,3,China,Asia East,0,0,0,5,5
2019-09-30,2019,3,Colombia,America Central and South,0,0,0,1,1
2019-09-30,2019,3,Ecuador,America Central and South,2,2,2,0,2
2019-09-30,2019,3,Eritrea,Africa Sub-Saharan,0,0,0,1,1
2019-09-30,2019,3,"Gambia, The",Africa Sub-Saharan,12,11,3,0,3
2019-09-30,2019,3,Georgia,Europe Other,0,0,0,2,2
2019-09-30,2019,3,Ghana,Africa Sub-Saharan,29,25,8,0,8
2019-09-30,2019,3,India,Asia South,152,147,90,0,90
2019-09-30,2019,3,Jordan,Middle East,0,0,0,1,1
2019-09-30,2019,3,Kenya,Africa Sub-Saharan,14,8,4,0,4
2019-09-30,2019,3,Korea (North),Asia East,0,0,0,2,2
2019-09-30,2019,3,Kosovo,Europe Other,1,0,0,0,0
2019-09-30,2019,3,Malawi,Africa Sub-Saharan,1,1,0,0,0
2019-09-30,2019,3,Mali,Africa Sub-Saharan,1,1,0,0,0
2019-09-30,2019,3,Mauritius,Africa Sub-Saharan,17,16,9,0,9
2019-09-30,2019,3,Mongolia,Asia East,5,3,1,0,1
2019-09-30,2019,3,Morocco,Africa North,0,0,0,1,1
2019-09-30,2019,3,Namibia,Africa Sub-Saharan,0,0,0,2,2
2019-09-30,2019,3,Nigeria,Africa Sub-Saharan,93,79,24,1,25
2019-09-30,2019,3,Pakistan,Asia South,0,0,0,9,9
2019-09-30,2019,3,Philippines,Asia South East,0,0,0,2,2
2019-09-30,2019,3,Sierra Leone,Africa Sub-Saharan,10,8,1,0,1
2019-09-30,2019,3,South Africa,Africa Sub-Saharan,17,16,7,0,7
2019-09-30,2019,3,Syria,Middle East,0,0,0,2,2
2019-09-30,2019,3,Ukraine,Europe Other,25,22,1,0,1
2019-09-30,2019,3,Vietnam,Asia South East,0,0,0,3,3
2019-12-31,2019,4,Albania,Europe Other,231,163,59,0,59
2019-12-31,2019,4,Algeria,Africa North,0,0,0,1,1
2019-12-31,2019,4,Bangladesh,Asia South,0,0,0,2,2
2019-12-31,2019,4,Bolivia,America Central and South,7,7,0,0,0
2019-12-31,2019,4,Brazil,America Central and South,17,16,10,0,10
2019-12-31,2019,4,Canada,America North,0,0,0,2,2
2019-12-31,2019,4,China,Asia East,0,0,0,3,3
2019-12-31,2019,4,Ecuador,America Central and South,1,1,1,0,1
2019-12-31,2019,4,"Gambia, The",Africa Sub-Saharan,6,6,1,0,1
2019-12-31,2019,4,Georgia,Europe Other,0,0,0,1,1
2019-12-31,2019,4,Ghana,Africa Sub-Saharan,39,31,9,0,9
2019-12-31,2019,4,India,Asia South,207,200,129,0,129
2019-12-31,2019,4,Iran,Middle East,0,0,0,1,1
2019-12-31,2019,4,Kenya,Africa Sub-Saharan,7,3,0,0,0
2019-12-31,2019,4,Kosovo,Europe Other,7,6,1,0,1
2019-12-31,2019,4,Liberia,Africa Sub-Saharan,1,1,0,0,0
2019-12-31,2019,4,Malawi,Africa Sub-Saharan,3,1,0,0,0
2019-12-31,2019,4,Mali,Africa Sub-Saharan,1,1,0,0,0
2019-12-31,2019,4,Mauritius,Africa Sub-Saharan,6,5,2,0,2
2019-12-31,2019,4,Mexico,America Central and South,0,0,0,1,1
2019-12-31,2019,4,Mongolia,Asia East,2,2,1,0,1
2019-12-31,2019,4,Namibia,Africa Sub-Saharan,0,0,0,2,2
2019-12-31,2019,4,Nigeria,Africa Sub-Saharan,101,82,27,2,29
2019-12-31,2019,4,Pakistan,Asia South,0,0,0,8,8
2019-12-31,2019,4,Refugee,Other,0,0,0,1,1
2019-12-31,2019,4,Sierra Leone,Africa Sub-Saharan,5,3,2,0,2
2019-12-31,2019,4,South Africa,Africa Sub-Saharan,11,8,3,0,3
2019-12-31,2019,4,South Korea,Asia East,2,2,0,0,0
2019-12-31,2019,4,St Lucia,America Central and South,0,0,0,2,2
2019-12-31,2019,4,Ukraine,Europe Other,31,31,3,0,3
2019-12-31,2019,4,United States,America North,0,0,0,1,1
2020-03-31,2020,1,Albania,Europe Other,235,161,55,0,55
2020-03-31,2020,1,Bangladesh,Asia South,0,0,0,3,3
2020-03-31,2020,1,Barbados,America Central and South,0,0,0,1,1
2020-03-31,2020,1,Bolivia,America Central and South,4,3,0,0,0
2020-03-31,2020,1,Brazil,America Central and South,34,32,20,0,20
2020-03-31,2020,1,China,Asia East,0,0,0,1,1
2020-03-31,2020,1,Colombia,America Central and South,0,0,0,1,1
2020-03-31,2020,1,"Gambia, The",Africa Sub-Saharan,10,7,3,0,3
2020-03-31,2020,1,Ghana,Africa Sub-Saharan,27,24,7,1,8
2020-03-31,2020,1,India,Asia South,196,189,128,0,128
2020-03-31,2020,1,Indonesia,Asia South East,0,0,0,1,1
2020-03-31,2020,1,Jamaica,America Central and South,0,0,0,2,2
2020-03-31,2020,1,Kenya,Africa Sub-Saharan,13,11,0,0,0
2020-03-31,2020,1,Kosovo,Europe Other,2,1,0,0,0
2020-03-31,2020,1,Liberia,Africa Sub-Saharan,1,1,0,0,0
2020-03-31,2020,1,Malawi,Africa Sub-Saharan,2,2,0,0,0
2020-03-31,2020,1,Malaysia,Asia South East,0,0,0,1,1
2020-03-31,2020,1,Mali,Africa Sub-Saharan,2,2,0,0,0
2020-03-31,2020,1,Mauritius,Africa Sub-Saharan,5,5,4,0,4
2020-03-31,2020,1,Mongolia,Asia East,4,3,1,0,1
2020-03-31,2020,1,Namibia,Africa Sub-Saharan,0,0,0,3,3
2020-03-31,2020,1,Nigeria,Africa Sub-Saharan,97,78,22,0,22
2020-03-31,2020,1,Pakistan,Asia South,0,0,0,10,10
2020-03-31,2020,1,Philippines,Asia South East,0,0,0,1,1
2020-03-31,2020,1,Sierra Leone,Africa Sub-Saharan,7,6,1,0,1
2020-03-31,2020,1,South Africa,Africa Sub-Saharan,18,17,7,0,7
2020-03-31,2020,1,Trinidad and Tobago,America Central and South,0,0,0,1,1
2020-03-31,2020,1,Ukraine,Europe Other,31,28,5,0,5
2020-03-31,2020,1,United States,America North,0,0,0,1,1
2020-06-30,2020,2,Albania,Europe Other,121,68,19,0,19
2020-06-30,2020,2,Bangladesh,Asia South,0,0,0,1,1
2020-06-30,2020,2,Brazil,America Central and South,6,5,4,0,4
2020-06-30,2020,2,China,Asia East,0,0,0,1,1
2020-06-30,2020,2,"Gambia, The",Africa Sub-Saharan,6,6,1,0,1
2020-06-30,2020,2,Ghana,Africa Sub-Saharan,11,8,2,0,2
2020-06-30,2020,2,India,Asia South,72,70,41,0,41
2020-06-30,2020,2,Jamaica,America Central and South,0,0,0,1,1
2020-06-30,2020,2,Kenya,Africa Sub-Saharan,7,4,0,0,0
2020-06-30,2020,2,Kosovo,Europe Other,1,1,1,0,1
2020-06-30,2020,2,Liberia,Africa Sub-Saharan,1,1,0,0,0
2020-06-30,2020,2,Mali,Africa Sub-Saharan,1,1,0,0,0
2020-06-30,2020,2,Mauritius,Africa Sub-Saharan,5,3,2,0,2
2020-06-30,2020,2,Mongolia,Asia East,2,2,1,0,1
2020-06-30,2020,2,Namibia,Africa Sub-Saharan,0,0,0,1,1
2020-06-30,2020,2,Nigeria,Africa Sub-Saharan,41,32,9,1,10
2020-06-30,2020,2,Pakistan,Asia South,0,0,0,7,7
2020-06-30,2020,2,Senegal,Africa Sub-Saharan,0,0,0,1,1
2020-06-30,2020,2,Sierra Leone,Africa Sub-Saharan,2,2,0,0,0
2020-06-30,2020,2,South Africa,Africa Sub-Saharan,5,4,2,0,2
2020-06-30,2020,2,Ukraine,Europe Other,17,14,1,0,1
2020-09-30,2020,3,Albania,Europe Other,144,104,23,0,23
2020-09-30,2020,3,Algeria,Africa North,0,0,0,1,1
2020-09-30,2020,3,Bangladesh,Asia South,0,0,0,2,2
2020-09-30,2020,3,Brazil,America Central and South,9,9,8,0,8
2020-09-30,2020,3,Canada,America North,0,0,0,1,1
2020-09-30,2020,3,"Gambia, The",Africa Sub-Saharan,8,7,0,0,0
2020-09-30,2020,3,Ghana,Africa Sub-Saharan,6,4,2,0,2
2020-09-30,2020,3,India,Asia South,73,68,33,0,33
2020-09-30,2020,3,Kenya,Africa Sub-Saharan,5,3,0,0,0
2020-09-30,2020,3,Kosovo,Europe Other,2,2,1,0,1
2020-09-30,2020,3,Liberia,Africa Sub-Saharan,2,2,0,0,0
2020-09-30,2020,3,Mali,Africa Sub-Saharan,6,5,0,0,0
2020-09-30,2020,3,Mauritius,Africa Sub-Saharan,3,3,1,0,1
2020-09-30,2020,3,Mongolia,Asia East,4,3,0,0,0
2020-09-30,2020,3,Namibia,Africa Sub-Saharan,0,0,0,1,1
2020-09-30,2020,3,Nepal,Asia South,0,0,0,1,1
2020-09-30,2020,3,Nigeria,Africa Sub-Saharan,22,17,4,0,4
2020-09-30,2020,3,Pakistan,Asia South,0,0,0,8,8
2020-09-30,2020,3,Sierra Leone,Africa Sub-Saharan,3,2,0,0,0
2020-09-30,2020,3,South Africa,Africa Sub-Saharan,5,5,3,0,3
2020-09-30,2020,3,Ukraine,Europe Other,9,9,0,0,0
2020-09-30,2020,3,United States,America North,0,0,0,1,1
2020-12-31,2020,4,Albania,Europe Other,141,77,31,0,31
2020-12-31,2020,4,Bangladesh,Asia South,0,0,0,1,1
2020-12-31,2020,4,Brazil,America Central and South,1,1,1,0,1
2020-12-31,2020,4,"Gambia, The",Africa Sub-Saharan,6,4,2,0,2
2020-12-31,2020,4,Georgia,Europe Other,0,0,0,1,1
2020-12-31,2020,4,Ghana,Africa Sub-Saharan,9,8,2,0,2
2020-12-31,2020,4,India,Asia South,98,93,30,0,30
2020-12-31,2020,4,Kenya,Africa Sub-Saharan,1,0,0,0,0
2020-12-31,2020,4,Kosovo,Europe Other,1,0,0,0,0
2020-12-31,2020,4,Liberia,Africa Sub-Saharan,1,1,0,0,0
2020-12-31,2020,4,Malawi,Africa Sub-Saharan,1,1,0,0,0
