Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2011-01-01,2011,1,St. Vincent and the Grenadines,America Central and South,2
2011-01-01,2011,1,Sweden,EU 14,4
2011-01-01,2011,1,Switzerland,Europe Other,2
2011-01-01,2011,1,Syria,Middle East,1
2011-01-01,2011,1,Taiwan,Asia East,1
2011-01-01,2011,1,Tanzania,Africa Sub-Saharan,5
2011-01-01,2011,1,Thailand,Asia South East,2
2011-01-01,2011,1,Tonga,Oceania,1
2011-01-01,2011,1,Trinidad and Tobago,America Central and South,4
2011-01-01,2011,1,Tunisia,Africa North,3
2011-01-01,2011,1,Turkey,Europe Other,9
2011-01-01,2011,1,Uganda,Africa Sub-Saharan,7
2011-01-01,2011,1,Ukraine,Europe Other,22
2011-01-01,2011,1,United States,America North,9
2011-01-01,2011,1,Uzbekistan,Asia Central,6
2011-01-01,2011,1,Vietnam,Asia South East,199
2011-01-01,2011,1,Yemen,Middle East,1
2011-01-01,2011,1,Zambia,Africa Sub-Saharan,1
2011-01-01,2011,1,Zimbabwe,Africa Sub-Saharan,6
2011-04-01,2011,2,Afghanistan,Asia Central,16
2011-04-01,2011,2,Albania,Europe Other,31
2011-04-01,2011,2,Algeria,Africa North,18
2011-04-01,2011,2,Angola,Africa Sub-Saharan,5
2011-04-01,2011,2,Argentina,America Central and South,1
2011-04-01,2011,2,Armenia,Europe Other,1
2011-04-01,2011,2,Austria,EU 14,3
2011-04-01,2011,2,Bahrain,Middle East,1
2011-04-01,2011,2,Bangladesh,Asia South,21
2011-04-01,2011,2,Barbados,America Central and South,1
2011-04-01,2011,2,Belarus,Europe Other,1
2011-04-01,2011,2,Belgium,EU 14,5
2011-04-01,2011,2,Bolivia,America Central and South,1
2011-04-01,2011,2,Brazil,America Central and South,23
2011-04-01,2011,2,Bulgaria,EU 2,6
2011-04-01,2011,2,Cameroon,Africa Sub-Saharan,1
2011-04-01,2011,2,Canada,America North,2
2011-04-01,2011,2,Chile,America Central and South,4
2011-04-01,2011,2,China,Asia East,54
2011-04-01,2011,2,Colombia,America Central and South,12
2011-04-01,2011,2,Comoros,Africa Sub-Saharan,1
2011-04-01,2011,2,Congo (Democratic Republic),Africa Sub-Saharan,4
2011-04-01,2011,2,Cuba,America Central and South,1
2011-04-01,2011,2,Czech Republic,EU 8,6
2011-04-01,2011,2,Dominica,America Central and South,1
2011-04-01,2011,2,Dominican Republic,America Central and South,1
2011-04-01,2011,2,Egypt,Africa North,3
2011-04-01,2011,2,Ethiopia,Africa Sub-Saharan,2
2011-04-01,2011,2,France,EU 14,23
2011-04-01,2011,2,"Gambia, The",Africa Sub-Saharan,9
2011-04-01,2011,2,Georgia,Europe Other,1
2011-04-01,2011,2,Germany,EU 14,10
2011-04-01,2011,2,Ghana,Africa Sub-Saharan,18
2011-04-01,2011,2,Greece,EU 14,1
2011-04-01,2011,2,Guatemala,America Central and South,1
2011-04-01,2011,2,Guyana,America Central and South,1
2011-04-01,2011,2,Hong Kong,Asia East,1
2011-04-01,2011,2,Hungary,EU 8,7
2011-04-01,2011,2,India,Asia South,68
2011-04-01,2011,2,Iran,Middle East,6
2011-04-01,2011,2,Iraq,Middle East,12
2011-04-01,2011,2,Ireland,EU 14,10
2011-04-01,2011,2,Israel,Middle East,1
2011-04-01,2011,2,Italy,EU 14,12
2011-04-01,2011,2,Jamaica,America Central and South,41
2011-04-01,2011,2,Jordan,Middle East,1
2011-04-01,2011,2,Kenya,Africa Sub-Saharan,5
2011-04-01,2011,2,Korea (South),Asia East,1
2011-04-01,2011,2,Kosovo,Europe Other,1
2011-04-01,2011,2,Kyrgyzstan,Asia Central,1
2011-04-01,2011,2,Latvia,EU 8,6
2011-04-01,2011,2,Lithuania,EU 8,36
2011-04-01,2011,2,Luxembourg,EU 14,1
2011-04-01,2011,2,Malawi,Africa Sub-Saharan,1
2011-04-01,2011,2,Malaysia,Asia South East,8
2011-04-01,2011,2,Mali,Africa Sub-Saharan,1
2011-04-01,2011,2,Mauritius,Africa Sub-Saharan,4
2011-04-01,2011,2,Mexico,America Central and South,1
2011-04-01,2011,2,Moldova,Europe Other,3
2011-04-01,2011,2,Mongolia,Asia East,1
2011-04-01,2011,2,Morocco,Africa North,8
2011-04-01,2011,2,Nepal,Asia South,1
2011-04-01,2011,2,Netherlands,EU 14,13
2011-04-01,2011,2,New Zealand,Oceania,1
2011-04-01,2011,2,Nicaragua,America Central and South,1
2011-04-01,2011,2,Niger,Africa Sub-Saharan,1
2011-04-01,2011,2,Nigeria,Africa Sub-Saharan,103
2011-04-01,2011,2,Norway,Europe Other,3
2011-04-01,2011,2,Other and unknown,Other,31
2011-04-01,2011,2,Pakistan,Asia South,47
2011-04-01,2011,2,Philippines,Asia South East,3
2011-04-01,2011,2,Poland,EU 8,43
2011-04-01,2011,2,Portugal,EU 14,11
2011-04-01,2011,2,Qatar,Middle East,1
2011-04-01,2011,2,Romania,EU 2,52
2011-04-01,2011,2,Russia,Europe Other,1
2011-04-01,2011,2,Rwanda,Africa Sub-Saharan,1
2011-04-01,2011,2,Saudi Arabia,Middle East,1
2011-04-01,2011,2,Serbia,Europe Other,1
2011-04-01,2011,2,Sierra Leone,Africa Sub-Saharan,2
2011-04-01,2011,2,Singapore,Asia South East,2
2011-04-01,2011,2,Slovakia,EU 8,8
2011-04-01,2011,2,Somalia,Africa Sub-Saharan,7
2011-04-01,2011,2,South Africa,Africa Sub-Saharan,12
2011-04-01,2011,2,Spain,EU 14,3
2011-04-01,2011,2,Sri Lanka,Asia South,12
2011-04-01,2011,2,St. Lucia,America Central and South,2
2011-04-01,2011,2,St. Vincent and the Grenadines,America Central and South,1
2011-04-01,2011,2,Sudan,Africa North,1
2011-04-01,2011,2,Switzerland,Europe Other,1
2011-04-01,2011,2,Tanzania,Africa Sub-Saharan,4
2011-04-01,2011,2,Thailand,Asia South East,1
2011-04-01,2011,2,Trinidad and Tobago,America Central and South,4
2011-04-01,2011,2,Tunisia,Africa North,3
2011-04-01,2011,2,Turkey,Europe Other,14
2011-04-01,2011,2,Uganda,Africa Sub-Saharan,4
2011-04-01,2011,2,Ukraine,Europe Other,8
2011-04-01,2011,2,United States,America North,11
2011-04-01,2011,2,Uzbekistan,Asia Central,1
2011-04-01,2011,2,Venezuela,America Central and South,2
2011-04-01,2011,2,Vietnam,Asia South East,130
2011-04-01,2011,2,Zambia,Africa Sub-Saharan,1
2011-04-01,2011,2,Zimbabwe,Africa Sub-Saharan,1
2011-07-01,2011,3,Afghanistan,Asia Central,12
2011-07-01,2011,3,Albania,Europe Other,41
2011-07-01,2011,3,Algeria,Africa North,19
2011-07-01,2011,3,Angola,Africa Sub-Saharan,6
2011-07-01,2011,3,Antigua and Barbuda,America Central and South,1
2011-07-01,2011,3,Armenia,Europe Other,1
2011-07-01,2011,3,Austria,EU 14,1
2011-07-01,2011,3,Bangladesh,Asia South,13
2011-07-01,2011,3,Barbados,America Central and South,1
2011-07-01,2011,3,Belarus,Europe Other,2
2011-07-01,2011,3,Belgium,EU 14,3
2011-07-01,2011,3,Benin,Africa Sub-Saharan,2
2011-07-01,2011,3,Bolivia,America Central and South,6
2011-07-01,2011,3,Botswana,Africa Sub-Saharan,1
2011-07-01,2011,3,Brazil,America Central and South,14
2011-07-01,2011,3,Bulgaria,EU 2,5
2011-07-01,2011,3,Cameroon,Africa Sub-Saharan,7
2011-07-01,2011,3,Canada,America North,3
2011-07-01,2011,3,Chile,America Central and South,3
2011-07-01,2011,3,China,Asia East,54
2011-07-01,2011,3,Colombia,America Central and South,11
2011-07-01,2011,3,Congo (Democratic Republic),Africa Sub-Saharan,3
2011-07-01,2011,3,Cyprus,EU Other,1
2011-07-01,2011,3,Czech Republic,EU 8,10
2011-07-01,2011,3,Denmark,EU 14,1
2011-07-01,2011,3,Dominica,America Central and South,1
2011-07-01,2011,3,Dominican Republic,America Central and South,1
2011-07-01,2011,3,Ecuador,America Central and South,4
2011-07-01,2011,3,Egypt,Africa North,2
2011-07-01,2011,3,Estonia,EU 8,4
2011-07-01,2011,3,Ethiopia,Africa Sub-Saharan,1
2011-07-01,2011,3,Fiji,Oceania,2
2011-07-01,2011,3,France,EU 14,24
2011-07-01,2011,3,"Gambia, The",Africa Sub-Saharan,6
2011-07-01,2011,3,Georgia,Europe Other,2
2011-07-01,2011,3,Germany,EU 14,9
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,13
2011-07-01,2011,3,Grenada,America Central and South,3
2011-07-01,2011,3,Guatemala,America Central and South,2
2011-07-01,2011,3,Guinea,Africa Sub-Saharan,1
2011-07-01,2011,3,Hong Kong,Asia East,1
2011-07-01,2011,3,Hungary,EU 8,6
2011-07-01,2011,3,India,Asia South,57
2011-07-01,2011,3,Iran,Middle East,2
2011-07-01,2011,3,Iraq,Middle East,13
2011-07-01,2011,3,Ireland,EU 14,6
2011-07-01,2011,3,Israel,Middle East,2
2011-07-01,2011,3,Italy,EU 14,10
2011-07-01,2011,3,Jamaica,America Central and South,46
2011-07-01,2011,3,Jordan,Middle East,3
2011-07-01,2011,3,Kenya,Africa Sub-Saharan,4
2011-07-01,2011,3,Kosovo,Europe Other,1
2011-07-01,2011,3,Latvia,EU 8,16
2011-07-01,2011,3,Lebanon,Middle East,2
2011-07-01,2011,3,Lithuania,EU 8,49
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,1
2011-07-01,2011,3,Malaysia,Asia South East,8
2011-07-01,2011,3,Mali,Africa Sub-Saharan,2
2011-07-01,2011,3,Mauritius,Africa Sub-Saharan,4
2011-07-01,2011,3,Mexico,America Central and South,1
2011-07-01,2011,3,Moldova,Europe Other,5
2011-07-01,2011,3,Mongolia,Asia East,3
2011-07-01,2011,3,Morocco,Africa North,6
2011-07-01,2011,3,Namibia,Africa Sub-Saharan,3
2011-07-01,2011,3,Nepal,Asia South,4
2011-07-01,2011,3,Netherlands,EU 14,18
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,103
2011-07-01,2011,3,Norway,Europe Other,2
2011-07-01,2011,3,Other and unknown,Other,44
2011-07-01,2011,3,Pakistan,Asia South,52
2011-07-01,2011,3,Philippines,Asia South East,1
2011-07-01,2011,3,Poland,EU 8,56
2011-07-01,2011,3,Portugal,EU 14,8
2011-07-01,2011,3,Romania,EU 2,65
2011-07-01,2011,3,Russia,Europe Other,2
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,3
2011-07-01,2011,3,Singapore,Asia South East,1
2011-07-01,2011,3,Slovakia,EU 8,7
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,2
2011-07-01,2011,3,South Africa,Africa Sub-Saharan,17
2011-07-01,2011,3,Spain,EU 14,18
2011-07-01,2011,3,Sri Lanka,Asia South,16
2011-07-01,2011,3,St. Lucia,America Central and South,2
2011-07-01,2011,3,St. Vincent and the Grenadines,America Central and South,2
2011-07-01,2011,3,Sudan,Africa North,1
2011-07-01,2011,3,Sweden,EU 14,4
2011-07-01,2011,3,Switzerland,Europe Other,1
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,1
2011-07-01,2011,3,Trinidad and Tobago,America Central and South,6
2011-07-01,2011,3,Turkey,Europe Other,4
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,5
2011-07-01,2011,3,Ukraine,Europe Other,20
2011-07-01,2011,3,United States,America North,12
2011-07-01,2011,3,Uzbekistan,Asia Central,3
2011-07-01,2011,3,Venezuela,America Central and South,1
2011-07-01,2011,3,Vietnam,Asia South East,119
2011-07-01,2011,3,Zambia,Africa Sub-Saharan,3
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,5
2011-10-01,2011,4,Afghanistan,Asia Central,12
2011-10-01,2011,4,Albania,Europe Other,38
2011-10-01,2011,4,Algeria,Africa North,20
2011-10-01,2011,4,Angola,Africa Sub-Saharan,6
2011-10-01,2011,4,Armenia,Europe Other,1
2011-10-01,2011,4,Australia,Oceania,1
2011-10-01,2011,4,Austria,EU 14,1
2011-10-01,2011,4,Bahrain,Middle East,1
2011-10-01,2011,4,Bangladesh,Asia South,19
2011-10-01,2011,4,Barbados,America Central and South,2
2011-10-01,2011,4,Belarus,Europe Other,1
2011-10-01,2011,4,Belgium,EU 14,8
2011-10-01,2011,4,Benin,Africa Sub-Saharan,1
2011-10-01,2011,4,Bolivia,America Central and South,2
2011-10-01,2011,4,Brazil,America Central and South,17
2011-10-01,2011,4,Bulgaria,EU 2,5
2011-10-01,2011,4,Cameroon,Africa Sub-Saharan,2
2011-10-01,2011,4,Canada,America North,4
2011-10-01,2011,4,Chile,America Central and South,6
2011-10-01,2011,4,China,Asia East,61
2011-10-01,2011,4,Colombia,America Central and South,14
2011-10-01,2011,4,Congo,Africa Sub-Saharan,1
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,1
2011-10-01,2011,4,Cyprus,EU Other,3
2011-10-01,2011,4,Czech Republic,EU 8,6
2011-10-01,2011,4,Denmark,EU 14,3
2011-10-01,2011,4,Dominica,America Central and South,1
2011-10-01,2011,4,Egypt,Africa North,3
2011-10-01,2011,4,Estonia,EU 8,3
2011-10-01,2011,4,Fiji,Oceania,2
2011-10-01,2011,4,France,EU 14,15
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,5
2011-10-01,2011,4,Georgia,Europe Other,5
2011-10-01,2011,4,Germany,EU 14,14
2011-10-01,2011,4,Ghana,Africa Sub-Saharan,11
2011-10-01,2011,4,Greece,EU 14,1
2011-10-01,2011,4,Grenada,America Central and South,1
2011-10-01,2011,4,Guatemala,America Central and South,1
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,2
2011-10-01,2011,4,Hong Kong,Asia East,2
2011-10-01,2011,4,Hungary,EU 8,6
2011-10-01,2011,4,India,Asia South,47
2011-10-01,2011,4,Iran,Middle East,2
2011-10-01,2011,4,Iraq,Middle East,5
2011-10-01,2011,4,Ireland,EU 14,3
2011-10-01,2011,4,Israel,Middle East,1
2011-10-01,2011,4,Italy,EU 14,7
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,2
2011-10-01,2011,4,Jamaica,America Central and South,47
2011-10-01,2011,4,Kenya,Africa Sub-Saharan,2
2011-10-01,2011,4,Kosovo,Europe Other,1
2011-10-01,2011,4,Latvia,EU 8,10
2011-10-01,2011,4,Libya,Africa North,2
2011-10-01,2011,4,Lithuania,EU 8,36
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,5
2011-10-01,2011,4,Malaysia,Asia South East,7
2011-10-01,2011,4,Mexico,America Central and South,3
2011-10-01,2011,4,Moldova,Europe Other,6
2011-10-01,2011,4,Mongolia,Asia East,1
2011-10-01,2011,4,Morocco,Africa North,3
2011-10-01,2011,4,Namibia,Africa Sub-Saharan,2
2011-10-01,2011,4,Nepal,Asia South,2
2011-10-01,2011,4,Netherlands,EU 14,22
2011-10-01,2011,4,Niger,Africa Sub-Saharan,1
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,80
2011-10-01,2011,4,Occupied Palestinian Territories,Middle East,1
2011-10-01,2011,4,Other and unknown,Other,74
2011-10-01,2011,4,Pakistan,Asia South,42
2011-10-01,2011,4,Paraguay,America Central and South,2
2011-10-01,2011,4,Peru,America Central and South,1
2011-10-01,2011,4,Philippines,Asia South East,3
2011-10-01,2011,4,Poland,EU 8,61
2011-10-01,2011,4,Portugal,EU 14,9
2011-10-01,2011,4,Romania,EU 2,78
2011-10-01,2011,4,Sierra Leone,Africa Sub-Saharan,2
2011-10-01,2011,4,Singapore,Asia South East,2
2011-10-01,2011,4,Slovakia,EU 8,6
2011-10-01,2011,4,South Africa,Africa Sub-Saharan,11
2011-10-01,2011,4,Spain,EU 14,7
2011-10-01,2011,4,Sri Lanka,Asia South,28
2011-10-01,2011,4,St. Lucia,America Central and South,2
2011-10-01,2011,4,Sudan,Africa North,1
2011-10-01,2011,4,Sweden,EU 14,3
2011-10-01,2011,4,Taiwan,Asia East,1
2011-10-01,2011,4,Tanzania,Africa Sub-Saharan,3
2011-10-01,2011,4,Thailand,Asia South East,1
2011-10-01,2011,4,Trinidad and Tobago,America Central and South,10
2011-10-01,2011,4,Tunisia,Africa North,4
2011-10-01,2011,4,Turkey,Europe Other,8
2011-10-01,2011,4,Uganda,Africa Sub-Saharan,5
2011-10-01,2011,4,Ukraine,Europe Other,17
2011-10-01,2011,4,United States,America North,8
2011-10-01,2011,4,Uzbekistan,Asia Central,4
2011-10-01,2011,4,Venezuela,America Central and South,2
2011-10-01,2011,4,Vietnam,Asia South East,139
2011-10-01,2011,4,Zambia,Africa Sub-Saharan,1
2011-10-01,2011,4,Zimbabwe,Africa Sub-Saharan,6
2012-01-01,2012,1,Afghanistan,Asia Central,12
2012-01-01,2012,1,Albania,Europe Other,44
2012-01-01,2012,1,Algeria,Africa North,27
2012-01-01,2012,1,Angola,Africa Sub-Saharan,5
2012-01-01,2012,1,Argentina,America Central and South,2
2012-01-01,2012,1,Australia,Oceania,1
2012-01-01,2012,1,Austria,EU 14,2
2012-01-01,2012,1,"Bahamas, The",America Central and South,2
2012-01-01,2012,1,Bangladesh,Asia South,15
2012-01-01,2012,1,Barbados,America Central and South,2
2012-01-01,2012,1,Belarus,Europe Other,3
2012-01-01,2012,1,Belgium,EU 14,1
2012-01-01,2012,1,Benin,Africa Sub-Saharan,1
2012-01-01,2012,1,Bolivia,America Central and South,2
2012-01-01,2012,1,Brazil,America Central and South,15
2012-01-01,2012,1,Bulgaria,EU 2,13
2012-01-01,2012,1,Cameroon,Africa Sub-Saharan,1
2012-01-01,2012,1,Canada,America North,4
2012-01-01,2012,1,Chile,America Central and South,7
2012-01-01,2012,1,China,Asia East,61
2012-01-01,2012,1,Colombia,America Central and South,23
2012-01-01,2012,1,Congo,Africa Sub-Saharan,3
2012-01-01,2012,1,Congo (Democratic Republic),Africa Sub-Saharan,1
2012-01-01,2012,1,Croatia,EU Other,1
2012-01-01,2012,1,Cyprus,EU Other,2
2012-01-01,2012,1,Czech Republic,EU 8,11
2012-01-01,2012,1,Denmark,EU 14,1
2012-01-01,2012,1,Ecuador,America Central and South,1
2012-01-01,2012,1,Egypt,Africa North,4
2012-01-01,2012,1,Estonia,EU 8,5
2012-01-01,2012,1,Former Yugoslavia,Europe Other,1
2012-01-01,2012,1,France,EU 14,28
2012-01-01,2012,1,"Gambia, The",Africa Sub-Saharan,4
2012-01-01,2012,1,Georgia,Europe Other,4
2012-01-01,2012,1,Germany,EU 14,15
2012-01-01,2012,1,Ghana,Africa Sub-Saharan,13
2012-01-01,2012,1,Guinea,Africa Sub-Saharan,1
2012-01-01,2012,1,Guyana,America Central and South,2
2012-01-01,2012,1,Hungary,EU 8,1
2012-01-01,2012,1,India,Asia South,62
2012-01-01,2012,1,Iran,Middle East,4
2012-01-01,2012,1,Iraq,Middle East,1
2012-01-01,2012,1,Ireland,EU 14,3
2012-01-01,2012,1,Israel,Middle East,1
2012-01-01,2012,1,Italy,EU 14,10
2012-01-01,2012,1,Ivory Coast,Africa Sub-Saharan,1
2012-01-01,2012,1,Jamaica,America Central and South,45
2012-01-01,2012,1,Jordan,Middle East,2
2012-01-01,2012,1,Kenya,Africa Sub-Saharan,1
2012-01-01,2012,1,Kosovo,Europe Other,1
2012-01-01,2012,1,Latvia,EU 8,19
2012-01-01,2012,1,Lebanon,Middle East,1
2012-01-01,2012,1,Liberia,Africa Sub-Saharan,1
2012-01-01,2012,1,Libya,Africa North,1
2012-01-01,2012,1,Lithuania,EU 8,40
2012-01-01,2012,1,Malawi,Africa Sub-Saharan,4
2012-01-01,2012,1,Malaysia,Asia South East,4
2012-01-01,2012,1,Mauritius,Africa Sub-Saharan,2
2012-01-01,2012,1,Mexico,America Central and South,6
2012-01-01,2012,1,Moldova,Europe Other,5
2012-01-01,2012,1,Montenegro,Europe Other,1
2012-01-01,2012,1,Morocco,Africa North,4
2012-01-01,2012,1,Namibia,Africa Sub-Saharan,1
2012-01-01,2012,1,Nepal,Asia South,3
2012-01-01,2012,1,Netherlands,EU 14,23
2012-01-01,2012,1,New Zealand,Oceania,2
2012-01-01,2012,1,Nigeria,Africa Sub-Saharan,71
2012-01-01,2012,1,Norway,Europe Other,1
2012-01-01,2012,1,Other and unknown,Other,71
2012-01-01,2012,1,Pakistan,Asia South,74
2012-01-01,2012,1,Peru,America Central and South,3
2012-01-01,2012,1,Philippines,Asia South East,5
2012-01-01,2012,1,Poland,EU 8,78
2012-01-01,2012,1,Portugal,EU 14,13
2012-01-01,2012,1,Romania,EU 2,96
2012-01-01,2012,1,Russia,Europe Other,3
2012-01-01,2012,1,Senegal,Africa Sub-Saharan,2
2012-01-01,2012,1,Serbia,Europe Other,3
2012-01-01,2012,1,Sierra Leone,Africa Sub-Saharan,3
2012-01-01,2012,1,Slovakia,EU 8,4
2012-01-01,2012,1,Somalia,Africa Sub-Saharan,1
2012-01-01,2012,1,South Africa,Africa Sub-Saharan,7
2012-01-01,2012,1,Spain,EU 14,10
2012-01-01,2012,1,Sri Lanka,Asia South,16
2012-01-01,2012,1,St. Lucia,America Central and South,6
2012-01-01,2012,1,St. Vincent and the Grenadines,America Central and South,1
2012-01-01,2012,1,Sweden,EU 14,4
2012-01-01,2012,1,Switzerland,Europe Other,3
2012-01-01,2012,1,Taiwan,Asia East,2
2012-01-01,2012,1,Tanzania,Africa Sub-Saharan,3
2012-01-01,2012,1,Thailand,Asia South East,1
2012-01-01,2012,1,Trinidad and Tobago,America Central and South,8
2012-01-01,2012,1,Turkey,Europe Other,12
2012-01-01,2012,1,Uganda,Africa Sub-Saharan,4
2012-01-01,2012,1,Ukraine,Europe Other,15
2012-01-01,2012,1,United States,America North,7
2012-01-01,2012,1,Vietnam,Asia South East,159
2012-01-01,2012,1,Zimbabwe,Africa Sub-Saharan,8
2012-04-01,2012,2,Afghanistan,Asia Central,24
2012-04-01,2012,2,Albania,Europe Other,44
2012-04-01,2012,2,Algeria,Africa North,27
2012-04-01,2012,2,Angola,Africa Sub-Saharan,4
2012-04-01,2012,2,Australia,Oceania,1
2012-04-01,2012,2,Austria,EU 14,1
2012-04-01,2012,2,Bangladesh,Asia South,14
2012-04-01,2012,2,Barbados,America Central and South,2
2012-04-01,2012,2,Belarus,Europe Other,1
2012-04-01,2012,2,Belgium,EU 14,8
2012-04-01,2012,2,Bolivia,America Central and South,2
2012-04-01,2012,2,Bosnia and Herzegovina,Europe Other,1
2012-04-01,2012,2,Botswana,Africa Sub-Saharan,1
2012-04-01,2012,2,Brazil,America Central and South,14
2012-04-01,2012,2,Bulgaria,EU 2,10
2012-04-01,2012,2,Burundi,Africa Sub-Saharan,1
2012-04-01,2012,2,Cameroon,Africa Sub-Saharan,2
2012-04-01,2012,2,Canada,America North,1
2012-04-01,2012,2,Chile,America Central and South,9
2012-04-01,2012,2,China,Asia East,65
2012-04-01,2012,2,Colombia,America Central and South,5
2012-04-01,2012,2,Congo,Africa Sub-Saharan,1
2012-04-01,2012,2,Congo (Democratic Republic),Africa Sub-Saharan,6
2012-04-01,2012,2,Costa Rica,America Central and South,1
2012-04-01,2012,2,Cyprus,EU Other,2
2012-04-01,2012,2,Czech Republic,EU 8,5
2012-04-01,2012,2,Denmark,EU 14,2
2012-04-01,2012,2,Ecuador,America Central and South,2
2012-04-01,2012,2,Egypt,Africa North,4
2012-04-01,2012,2,Eritrea,Africa Sub-Saharan,1
2012-04-01,2012,2,Estonia,EU 8,3
2012-04-01,2012,2,Ethiopia,Africa Sub-Saharan,1
2012-04-01,2012,2,Fiji,Oceania,2
2012-04-01,2012,2,France,EU 14,12
2012-04-01,2012,2,"Gambia, The",Africa Sub-Saharan,2
2012-04-01,2012,2,Georgia,Europe Other,6
2012-04-01,2012,2,Germany,EU 14,13
2012-04-01,2012,2,Ghana,Africa Sub-Saharan,14
2012-04-01,2012,2,Greece,EU 14,2
2012-04-01,2012,2,Grenada,America Central and South,2
2012-04-01,2012,2,Guyana,America Central and South,1
2012-04-01,2012,2,Hong Kong,Asia East,3
2012-04-01,2012,2,Hungary,EU 8,2
2012-04-01,2012,2,India,Asia South,49
2012-04-01,2012,2,Iran,Middle East,4
2012-04-01,2012,2,Iraq,Middle East,10
2012-04-01,2012,2,Ireland,EU 14,8
2012-04-01,2012,2,Israel,Middle East,2
2012-04-01,2012,2,Italy,EU 14,5
2012-04-01,2012,2,Ivory Coast,Africa Sub-Saharan,1
2012-04-01,2012,2,Jamaica,America Central and South,40
2012-04-01,2012,2,Jordan,Middle East,2
2012-04-01,2012,2,Kenya,Africa Sub-Saharan,5
2012-04-01,2012,2,Kosovo,Europe Other,6
2012-04-01,2012,2,Latvia,EU 8,28
2012-04-01,2012,2,Lebanon,Middle East,1
2012-04-01,2012,2,Lithuania,EU 8,36
2012-04-01,2012,2,Malawi,Africa Sub-Saharan,2
2012-04-01,2012,2,Malaysia,Asia South East,4
2012-04-01,2012,2,Mauritius,Africa Sub-Saharan,3
2012-04-01,2012,2,Mexico,America Central and South,6
2012-04-01,2012,2,Moldova,Europe Other,7
2012-04-01,2012,2,Mongolia,Asia East,1
2012-04-01,2012,2,Morocco,Africa North,4
2012-04-01,2012,2,Nepal,Asia South,1
2012-04-01,2012,2,Netherlands,EU 14,18
2012-04-01,2012,2,New Zealand,Oceania,1
2012-04-01,2012,2,Nigeria,Africa Sub-Saharan,56
2012-04-01,2012,2,Norway,Europe Other,3
2012-04-01,2012,2,Other and unknown,Other,63
2012-04-01,2012,2,Pakistan,Asia South,48
2012-04-01,2012,2,Panama,America Central and South,1
2012-04-01,2012,2,Philippines,Asia South East,1
2012-04-01,2012,2,Poland,EU 8,74
2012-04-01,2012,2,Portugal,EU 14,15
2012-04-01,2012,2,Qatar,Middle East,1
2012-04-01,2012,2,Romania,EU 2,101
2012-04-01,2012,2,Russia,Europe Other,1
2012-04-01,2012,2,Senegal,Africa Sub-Saharan,1
2012-04-01,2012,2,Sierra Leone,Africa Sub-Saharan,1
2012-04-01,2012,2,Slovakia,EU 8,9
2012-04-01,2012,2,Somalia,Africa Sub-Saharan,1
