Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2020-03-31,2020,1,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,25 to 39,21
2020-03-31,2020,1,Asylum application raised,Syria,Middle East,Main applicant,UASC,Male,17 and under,2
2020-03-31,2020,1,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,18 to 24,3
2020-03-31,2020,1,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,25 to 39,3
2020-03-31,2020,1,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2020-03-31,2020,1,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,3
2020-03-31,2020,1,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,18 to 24,21
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,26
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,17 and under,27
2020-06-30,2020,2,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Male,17 and under,1
2020-06-30,2020,2,Asylum application raised,Algeria,Africa North,Dependant,Non-UASC,Male,17 and under,2
2020-06-30,2020,2,Asylum application raised,Algeria,Africa North,Dependant,Non-UASC,Female,17 and under,3
2020-06-30,2020,2,Asylum application raised,Algeria,Africa North,Dependant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Algeria,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,3
2020-06-30,2020,2,Asylum application raised,China,Asia East,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,3
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,7
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,12
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,6
2020-06-30,2020,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,3
2020-06-30,2020,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,6
2020-06-30,2020,2,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Georgia,Europe Other,Dependant,Non-UASC,Female,17 and under,1
2020-06-30,2020,2,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Female,40 and over,1
2020-06-30,2020,2,Asylum application raised,Ghana,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2020-06-30,2020,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,25 to 39,3
2020-06-30,2020,2,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,17 and under,14
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,17 and under,22
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,25 to 39,6
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,25 to 39,13
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,40 and over,2
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,17 and under,2
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,18 to 24,4
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,18 to 24,107
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,25 to 39,27
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,25 to 39,335
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,40 and over,12
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,40 and over,62
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,17 and under,38
2020-06-30,2020,2,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,17 and under,47
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,17 and under,77
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,25 to 39,14
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,25 to 39,23
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,40 and over,4
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,40 and over,6
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,17 and under,2
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,18 to 24,9
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,18 to 24,116
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,25 to 39,28
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,25 to 39,179
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,40 and over,7
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,40 and over,29
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,17 and under,29
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,18 to 24,3
2020-06-30,2020,2,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,3
2020-06-30,2020,2,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2020-06-30,2020,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,25 to 39,2
2020-06-30,2020,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Female,40 and over,1
2020-06-30,2020,2,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,40 and over,3
2020-06-30,2020,2,Asylum application raised,Liberia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2020-06-30,2020,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,18 to 24,3
2020-06-30,2020,2,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,25 to 39,7
2020-06-30,2020,2,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,4
2020-06-30,2020,2,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,2
2020-06-30,2020,2,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Niger,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,25 to 39,5
2020-06-30,2020,2,Asylum application raised,Other and unknown,Other,Main applicant,Non-UASC,Male,40 and over,2
2020-06-30,2020,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,17 and under,1
2020-06-30,2020,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,18 to 24,4
2020-06-30,2020,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,25 to 39,15
2020-06-30,2020,2,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Male,17 and under,5
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,17 and under,7
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Dependant,Non-UASC,Female,40 and over,2
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,18 to 24,15
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,25 to 39,46
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Female,40 and over,1
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,Non-UASC,Male,40 and over,21
2020-06-30,2020,2,Asylum application raised,Refugee,Other,Main applicant,UASC,Male,17 and under,5
2020-06-30,2020,2,Asylum application raised,Senegal,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Somalia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2020-06-30,2020,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2020-06-30,2020,2,Asylum application raised,South Sudan,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Female,17 and under,2
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Dependant,Non-UASC,Male,17 and under,2
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,18 to 24,6
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,25 to 39,21
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Main applicant,Non-UASC,Male,40 and over,6
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Main applicant,UASC,Female,17 and under,1
2020-06-30,2020,2,Asylum application raised,Stateless,Other,Main applicant,UASC,Male,17 and under,4
2020-06-30,2020,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,18 to 24,24
2020-06-30,2020,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,25 to 39,44
2020-06-30,2020,2,Asylum application raised,Sudan,Africa North,Main applicant,Non-UASC,Male,40 and over,7
2020-06-30,2020,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,17 and under,9
2020-06-30,2020,2,Asylum application raised,Sudan,Africa North,Main applicant,UASC,Male,18 to 24,3
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,18 to 24,89
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,25 to 39,103
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Female,40 and over,2
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,Non-UASC,Male,40 and over,13
2020-06-30,2020,2,Asylum application raised,Syria,Middle East,Main applicant,UASC,Male,17 and under,15
2020-06-30,2020,2,Asylum application raised,Turkey,Europe Other,Main applicant,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,18 to 24,25
2020-06-30,2020,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,25 to 39,63
2020-06-30,2020,2,Asylum application raised,Yemen,Middle East,Main applicant,Non-UASC,Male,40 and over,9
2020-06-30,2020,2,Asylum application raised,Yemen,Middle East,Main applicant,UASC,Male,17 and under,3
2020-06-30,2020,2,No asylum application raised,Afghanistan,Asia Central,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2020-06-30,2020,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,2
2020-06-30,2020,2,No asylum application raised,Iran,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,17 and under,1
2020-06-30,2020,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2020-06-30,2020,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,1
2020-06-30,2020,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,7
2020-06-30,2020,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,1
2020-06-30,2020,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2020-06-30,2020,2,No asylum application raised,Refugee,Other,N/A - No asylum application,Non-UASC,Female,17 and under,1
2020-06-30,2020,2,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,17 and under,12
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,17 and under,15
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,18 to 24,1
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,25 to 39,2
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,25 to 39,7
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,40 and over,1
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,17 and under,1
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,18 to 24,3
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,18 to 24,63
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,25 to 39,6
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,87
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,40 and over,2
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,40 and over,5
2020-09-30,2020,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,17 and under,58
